hid,family,id,N,mean,se,t,clusters,sd,p_one,p_two
S1::66e284872ef5,S1,66e284872ef5,7569,0.03508064103892142,0.0194691969791526,1.8018535164283036,181,1.5871469438397812,0.035784227621412534,0.07156845524282507
S1::a709ed825464,S1,a709ed825464,8866,0.10927146230299346,0.016967703807313696,6.439967572742135,181,1.5367304584243633,5.974953865006682e-11,1.1949907730013365e-10
S1::f768c827d2ec,S1,f768c827d2ec,7919,0.0017997310267479389,0.020863199434970177,0.0862634243782999,181,1.902253779239301,0.4656285065879271,0.9312570131758542
S1::c00cd5ea9f9e,S1,c00cd5ea9f9e,9273,0.0953178045423054,0.02020119716917883,4.718423554012568,181,1.9937804178790082,1.1883962429681816e-06,2.376792485936363e-06
S1::0e16dbfec05d,S1,0e16dbfec05d,8192,0.06750333540163264,0.029281756696094875,2.3053034728150426,181,2.510868138965073,0.01057479159278285,0.0211495831855657
S1::f3d6a3112b5c,S1,f3d6a3112b5c,9594,0.1498531776941778,0.028587680478080232,5.241879550496536,181,2.7549555451795236,7.947456015511278e-08,1.5894912031022557e-07
S1::50b3b7753d0c,S1,50b3b7753d0c,7563,0.003381393191691013,0.015854834667985707,0.21327205628443208,181,1.344267045211817,0.41555738400348186,0.8311147680069637
S1::d72b42b2ecbf,S1,d72b42b2ecbf,8641,0.003078707558792324,0.015193727060597469,0.20263017405232095,181,1.33377592197187,0.41971205186792027,0.8394241037358405
S1::195d0dc35319,S1,195d0dc35319,7367,0.011574841732391051,0.019699473770182288,0.5875711131893826,181,1.5834763909957092,0.27841010253805476,0.5568202050761095
S1::eb0720b08e75,S1,eb0720b08e75,8419,0.012619164802389504,0.018377289745792412,0.6866717006123678,181,1.5670893514450943,0.2461448170343783,0.4922896340687566
S1::271929689b47,S1,271929689b47,7778,-0.03204909907758776,0.017290228027069216,-1.8535960906595546,181,1.436562942093826,0.9681015163401321,0.06379696731973583
S1::33aff8ceeb75,S1,33aff8ceeb75,8918,-0.027485071907401383,0.01565748310587146,-1.755395277871617,181,1.4156467916066664,0.9604041403852924,0.07919171922941537
S1::b6ac2f5199b3,S1,b6ac2f5199b3,8131,0.028156367929587756,0.024205406441067306,1.1632264055610808,181,1.8488908888574427,0.12236882788356662,0.24473765576713324
S1::0b3d42e6e917,S1,0b3d42e6e917,9453,0.02296476006076442,0.02170391965099357,1.0580927514497653,181,1.8129540886463462,0.1450065793676123,0.2900131587352246
S1::5510a98452d0,S1,5510a98452d0,1337,0.004023684643250163,0.034270026365837127,0.11741119193480594,181,1.2982962142629197,0.4532671077671122,0.9065342155342244
S1::aaff01c43cca,S1,aaff01c43cca,1788,0.013871270639524258,0.029519586974893923,0.46990056640432054,181,1.2823283727206825,0.3192130298110619,0.6384260596221238
S1::f1b3627ff80b,S1,f1b3627ff80b,1329,0.02760272470102152,0.041948522156799714,0.6580142346337036,181,1.5192861938246458,0.2552644921962056,0.5105289843924112
S1::dafd6b750acc,S1,dafd6b750acc,1781,0.038245156466202544,0.03561748948176261,1.0737746265296264,181,1.5021975493252473,0.1414618523938158,0.2829237047876316
S1::8b54ff321a55,S1,8b54ff321a55,1360,-0.05461221881850415,0.029149768304552928,-1.8735043876823618,181,1.0867071861354607,0.9695006162883855,0.06099876742322907
S1::90a406682a1a,S1,90a406682a1a,1822,0.03215890022035898,0.04361781189603451,0.7372882504287815,181,1.832786358748684,0.23047353793719583,0.46094707587439165
S1::e7d053d9b07f,S1,e7d053d9b07f,1363,-0.0024699369291234286,0.04451196001393027,-0.05548928711183349,181,1.5608710137069128,0.5221256677759678,0.9557486644480646
S1::8534cf36a3f8,S1,8534cf36a3f8,1830,0.09268182697210761,0.08007874809023449,1.1573835653333602,181,3.244311485537194,0.12355784278306758,0.24711568556613517
S1::eea067727482,S1,eea067727482,1335,0.014166682170091557,0.03315232199561038,0.4273209632787512,181,1.2844766952248476,0.33457278298454485,0.6691455659690897
S1::6eb222d2e98f,S1,6eb222d2e98f,1780,-0.002392779615582409,0.02881154772133681,-0.08304932587187606,181,1.2632564607417573,0.5330938406632043,0.9338123186735914
S1::50b6e92b17a7,S1,50b6e92b17a7,1324,0.033347989734793214,0.040483426924625636,0.8237442397572323,181,1.4910569054366047,0.20504244830043106,0.4100848966008621
S1::adc4aed64453,S1,adc4aed64453,1767,0.012968681072087476,0.03411916611334295,0.38009959062322524,181,1.4558208974973026,0.351935744829162,0.703871489658324
S1::16957c26d112,S1,16957c26d112,1359,-0.03727868671089131,0.028032630952947182,-1.3298318938905038,181,1.017629835694015,0.9082131675010878,0.18357366499782435
S1::6ad52452d9fb,S1,6ad52452d9fb,1816,-0.03654677063715884,0.025388348384946018,-1.4395095767170578,181,1.0178937454021266,0.9249969007054023,0.1500061985891954
S1::d66606fd5ad3,S1,d66606fd5ad3,1362,0.018500362750093487,0.04245273818791079,0.43578726696507436,181,1.4941023780123184,0.3314955415053833,0.6629910830107666
S1::c0e11825ccf0,S1,c0e11825ccf0,1827,0.00279838368711624,0.036763545287729855,0.07611843920967612,181,1.45822474950792,0.46966243516582384,0.9393248703316477
S1::7407c3b0faae,S1,7407c3b0faae,640,0.09393776611443849,0.04807760389416511,1.9538778663185243,173,1.145410876195835,0.025357831367541994,0.05071566273508399
S1::ce290a91792e,S1,ce290a91792e,1285,0.05580824063426295,0.0337466868450601,1.6537398438695101,181,1.149995541524133,0.049090191661593785,0.09818038332318757
S1::87db2f36ba04,S1,87db2f36ba04,637,0.14265567252548447,0.05612565361821924,2.541719576147195,173,1.3072038673339765,0.005515431763710499,0.011030863527420998
S1::25a5934c1b76,S1,25a5934c1b76,1274,0.08594853082787084,0.03956083700644383,2.172566035796239,181,1.2963264633490097,0.014906497244300376,0.029812994488600753
S1::d79f1060744e,S1,d79f1060744e,657,-0.010574489836354443,0.011911264773755639,-0.8877722086787507,173,0.32856475537070906,0.8126683524923406,0.3746632950153188
S1::412083333865,S1,412083333865,1352,-0.011297106998111301,0.009007007652766956,-1.2542575107772698,181,0.3294345983206795,0.8951257888773356,0.20974842224532875
S1::0384cae2075e,S1,0384cae2075e,651,0.04692548292950419,0.04635595206031361,1.0122860354253878,173,1.093024933455303,0.1557006549169293,0.3114013098338586
S1::db8dbd310a7b,S1,db8dbd310a7b,1337,0.036333371613169754,0.03165881495080988,1.1476541895084513,181,1.1506211584605728,0.12555567484747665,0.2511113496949533
S1::3d9cf9b3476b,S1,3d9cf9b3476b,640,0.0839761463226079,0.047235261178311214,1.7778275006377402,173,1.1278476453946829,0.03771609516709251,0.07543219033418502
S1::a902ce15199d,S1,a902ce15199d,1279,0.05022689173404018,0.03230332802580897,1.5548519240466818,181,1.114265081871584,0.059990669731836865,0.11998133946367373
S1::70692d47ed2b,S1,70692d47ed2b,637,0.1277823820450676,0.05409985016189084,2.3619729382370895,173,1.2838061134695606,0.009088984548247803,0.018177969096495605
S1::8df7e93f47c3,S1,8df7e93f47c3,1271,0.08424317422445844,0.038068652456411826,2.212927665903486,181,1.2473217383776716,0.01345131648713227,0.02690263297426454
S1::7aa682380716,S1,7aa682380716,657,-0.012785221571065626,0.011655642776479007,-1.0969126127360476,173,0.3243267713385225,0.8636602026870135,0.272679594625973
S1::e20a7f8d622c,S1,e20a7f8d622c,1352,-0.009638567502015442,0.00841831312157314,-1.1449523631183574,181,0.3113139992507437,0.8738855544337905,0.2522288911324191
S1::7c30fd8633bf,S1,7c30fd8633bf,651,0.03871241554174387,0.0449667313437624,0.8609123764365829,173,1.0611028351271783,0.19464315232291896,0.3892863046458379
S1::66095067739c,S1,66095067739c,1336,0.02392634602860474,0.028190815494130488,0.8487284106267292,181,1.015075029699787,0.19801621675435288,0.39603243350870576
S1::70bfe31c90f7,S1,70bfe31c90f7,423,0.07663311474297002,0.05320407785549418,1.4403616758683548,161,1.0999776093132376,0.07488255020046375,0.1497651004009275
S1::4c6aa830674b,S1,4c6aa830674b,982,0.05234642258740407,0.036356317233295805,1.4398164217651899,181,1.127490952116725,0.07495967193767905,0.1499193438753581
S1::c038b651b6be,S1,c038b651b6be,422,0.09463112146130263,0.05953171311379506,1.5895917740585586,161,1.2220082711818891,0.05596342623392836,0.11192685246785672
S1::2a46c59096f6,S1,2a46c59096f6,976,0.07074348344373811,0.04252549111368542,1.6635547665896717,181,1.2510169046640383,0.04810071885082112,0.09620143770164225
S1::09825e239c22,S1,09825e239c22,432,-0.0022662038579373584,0.013435180505273741,-0.16867684487363607,161,0.30539233638427576,0.5669745835514546,0.8660508328970906
S1::df29474bf36b,S1,df29474bf36b,1021,-0.004288033320627149,0.009374525833661846,-0.4574133558019299,181,0.3088397611491783,0.6763130167930089,0.6473739664139821
S1::8d639185bba7,S1,8d639185bba7,432,0.034418886275216005,0.05090766549429173,0.6761041965099616,161,1.0484519397468088,0.24948724623290053,0.49897449246580106
S1::a63ac1cc70ca,S1,a63ac1cc70ca,1018,0.03631654413980844,0.03527243315557036,1.0296013314316308,181,1.1407219681487395,0.1515985950005998,0.3031971900011996
S1::abf35aa5a564,S1,abf35aa5a564,423,0.06976447232368521,0.05266732241636445,1.3246253867276239,161,1.084268980423388,0.09264771574697095,0.1852954314939419
S1::87b848d5cc8e,S1,87b848d5cc8e,978,0.05643786801691393,0.036106728248765374,1.5630845206486899,181,1.0921231273157601,0.05901635800998106,0.11803271601996213
S1::a7149aa47703,S1,a7149aa47703,422,0.09198586524883771,0.059480900808081216,1.5464773397705553,161,1.2134142561257935,0.060994664297643775,0.12198932859528755
S1::032a8cf11272,S1,032a8cf11272,974,0.07638919365301691,0.041820913664546225,1.8265787846183767,181,1.2047242056625695,0.03388156281168997,0.06776312562337994
S1::ad7dfe9d4cc5,S1,ad7dfe9d4cc5,432,-0.0036407296090374664,0.013385293320545463,-0.2719947573692097,161,0.3037202364981755,0.6071869747744845,0.7856260504510311
S1::dc880b613b58,S1,dc880b613b58,1021,-0.0001610971617056291,0.008721906607372543,-0.018470406639008865,181,0.28855815639868104,0.5073682071908738,0.9852635856182523
S1::f0fe17afa476,S1,f0fe17afa476,432,0.027789824881988404,0.04941440793514306,0.5623830385352961,161,1.0205950950336318,0.28692753641129776,0.5738550728225955
S1::ab85c422b5ab,S1,ab85c422b5ab,1018,0.025321226911680313,0.030807514762436865,0.8219172207475204,181,0.9906446827972799,0.20556200563936455,0.4111240112787291
S1::e35108280885,S1,e35108280885,3883,0.03859996627667967,0.021712492696820795,1.7777768225723611,181,1.2937891146119749,0.037720258285395714,0.07544051657079143
S1::5b389dceead0,S1,5b389dceead0,4943,0.07115860904784557,0.019408174911026376,3.666424554295324,181,1.2762202010651504,0.0001229827210589285,0.000245965442117857
S1::ca16464f1041,S1,ca16464f1041,3813,0.049109381701839275,0.024126996662955334,2.0354535787391215,181,1.510459633171737,0.02090262746429039,0.04180525492858078
S1::5d448bd0259a,S1,5d448bd0259a,4849,0.08483031974169944,0.02196542174324818,3.861993670473226,181,1.4829422386467221,5.623274048716098e-05,0.00011246548097432196
S1::6ede37a474d3,S1,6ede37a474d3,4000,0.03393922830660294,0.025630120443757464,1.324193086844009,181,1.6510328741036528,0.09271946310857371,0.18543892621714742
S1::6b92de641929,S1,6b92de641929,5128,0.08899208670526423,0.024476274631821737,3.635850963592521,181,1.725804843406333,0.0001385322454550142,0.0002770644909100284
S1::5638c4f79655,S1,5638c4f79655,3948,0.09267269617333358,0.034755027853890334,2.6664543778508345,181,2.1615363289271814,0.0038328004928492865,0.007665600985698573
S1::befce5ec6e26,S1,befce5ec6e26,5086,0.1360935970290419,0.03275660792554411,4.154691393516177,181,2.3085276781782262,1.6286343478277843e-05,3.2572686956555685e-05
S1::1de5b5bc5bb3,S1,1de5b5bc5bb3,3711,-0.02433163288075679,0.022283065035621948,-1.09193384491137,181,1.3113144540813133,0.8625689099346641,0.2748621801306719
S1::2d5c9c0d94bb,S1,2d5c9c0d94bb,4659,-0.03486193360137078,0.019664772977229385,-1.7728113943516552,181,1.2969899506658296,0.9618700176532249,0.07625996469355023
S1::9a7d73c6164b,S1,9a7d73c6164b,3626,-0.028572267491524014,0.024744208766717096,-1.1547052387448313,181,1.5287491317371673,0.8758944232491475,0.24821115350170508
S1::15d6b70bae08,S1,15d6b70bae08,4552,-0.038416828855447845,0.02198012682553084,-1.7477983252956069,181,1.5035197891794865,0.9597505222882928,0.08049895542341456
S1::62992be766e9,S1,62992be766e9,3868,-0.046241006481740746,0.01790394744190231,-2.5827268892399964,181,1.1311753754860416,0.9950988557436502,0.009802288512699597
S1::8df44485e80b,S1,8df44485e80b,4895,-0.052503975628236936,0.015611540131345551,-3.3631515652204675,181,1.1108306487510118,0.9996147097801613,0.0007705804396773708
S1::c12f1c3db991,S1,c12f1c3db991,3829,0.0033674983824926678,0.029262605855387078,0.11507855449150749,181,1.7183484751059082,0.4541914289984331,0.9083828579968662
S1::ba207a2e5c67,S1,ba207a2e5c67,4878,-0.01443173405068138,0.02501294463056063,-0.5769706151689472,181,1.6635698257677467,0.7180203469689139,0.5639593060621721
S1::1f6097ea42b0,S1,1f6097ea42b0,475,-0.04353571398298596,0.05391775309176856,-0.8074467403878596,169,1.2152586898446034,0.7902954262794496,0.4194091474411008
S1::60d35d56e4c4,S1,60d35d56e4c4,974,-0.01285637921901725,0.037515411232136815,-0.34269594272777404,181,1.241246780757322,0.6340863923313856,0.7318272153372287
S1::acc52147a155,S1,acc52147a155,474,0.004239301379762401,0.06651476410736396,0.06373474275454975,169,1.4321852070012486,0.4745907201279028,0.9491814402558056
S1::6de2ed2e34d4,S1,6de2ed2e34d4,971,0.022090969112404494,0.0433474476540218,0.5096256021513387,181,1.4435408991897376,0.3051568919419396,0.6103137838838792
S1::d6bed3d23e42,S1,d6bed3d23e42,483,-0.038267398485398015,0.031084519611511558,-1.2310757561531178,169,0.7707091925590139,0.8908527339901963,0.21829453201960747
S1::712dbd1e5a6c,S1,712dbd1e5a6c,992,-0.02155109691015774,0.02748582037510198,-0.7840805410225191,181,0.9279450900996805,0.7835035736994376,0.43299285260112486
S1::fa2d0cf037b8,S1,fa2d0cf037b8,485,-0.0391112734599413,0.06294478937488059,-0.6213583975475094,169,1.3151625652302943,0.7328180808297701,0.5343638383404599
S1::4e5a25a82c5c,S1,4e5a25a82c5c,998,0.0486239488732098,0.05703696373524398,0.8524989005185132,181,1.9696159908284758,0.19696862449436248,0.39393724898872495
S1::0e95bd6c7890,S1,0e95bd6c7890,475,-0.057530359153910915,0.05352386831135366,-1.0748542840597974,169,1.204997921233589,0.8587800138514856,0.2824399722970288
S1::10505d602ed1,S1,10505d602ed1,974,-0.024914154418900745,0.037216689405432844,-0.6694349985698569,181,1.2282080893550038,0.7483909838848526,0.5032180322302948
S1::11ce47edfb76,S1,11ce47edfb76,474,-0.025636971270436563,0.06729317643245501,-0.3809743071969484,169,1.4009933979907012,0.6483888433289476,0.7032223133421047
