object,family,mechanism,feature,omni_p,bp_bin,bp_exp,bp_N,bp_lift,rank,fdr
CAND0004,CAND0004,M13_IMBALANCE_FVG,f037,0.6884410844263353,,,0,,2367,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f044,0.6900738417194163,,,0,,2368,False
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f014,0.6921341102379619,,,0,,2369,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f020,0.693644910798823,,,0,,2370,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f024,0.696512365400471,,,0,,2371,False
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f017,0.6972072131636917,1.0,0.21137487357506482,36,0.16824348031596442,2372,False
S20::3a706309724e,S20,M21_META_ROUTER,f031,0.6979783342764074,,,0,,2373,False
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f014,0.6998888537198777,,,0,,2374,False
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f042,0.7008202141795628,,,0,,2375,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f010,0.701564072800267,,,0,,2376,False
SESS_A,SESS_A,M06_SESSION_TIME,f014,0.7016568174911209,4.0,0.08430477753604547,493,0.08757017877315788,2377,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f043,0.7037245914453969,1.0,0.00082390490118547,204,0.0875670559842363,2378,False
S31::555f488885b1,S31,M06_SESSION_TIME,f037,0.7064213097249135,,,0,,2379,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f028,0.7085278191427147,1.0,0.01772434582723908,837,0.04530980955684742,2380,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f006,0.7113491887688128,,,0,,2381,False
SESS_E,SESS_E,M06_SESSION_TIME,f007,0.7119549321170848,,,0,,2382,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f014,0.7123005300865048,,,0,,2383,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f032,0.7123151601606115,2.0,0.010220338754421599,925,0.0369838928286728,2384,False
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f032,0.7123759489531634,4.0,0.09370597177015143,95,0.05612769833808171,2385,False
S19::762b6018f2c5,S19,M15_GAP,f030,0.7124853177601589,,,0,,2386,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f008,0.7128377246196371,,,0,,2387,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f013,0.7143556385137528,,,0,,2388,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f024,0.7148117713483568,,,0,,2389,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f011,0.7151778644044002,39.0,0.18964285339346237,44,0.34299999468497905,2390,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f027,0.7153630526092847,,,0,,2391,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f030,0.7158813921502893,3.0,0.014162654701185148,906,0.041720297976660534,2392,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f034,0.7161329005061379,,,0,,2393,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f030,0.7171768337853501,1.0,0.10068257537528608,64,0.14350380130004692,2394,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f022,0.7177255535738325,,,0,,2395,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f019,0.7182171568790343,,,0,,2396,False
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f038,0.720668339644972,4.0,0.10853079119495868,130,0.07510239968302834,2397,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f032,0.72099953309396,,,0,,2398,False
S20::3a706309724e,S20,M21_META_ROUTER,f016,0.7233621430628574,4.0,0.01283729686256391,240,0.08912829648534817,2399,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f031,0.7239949621409174,,,0,,2400,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f009,0.7240336312375657,,,0,,2401,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f022,0.7251516882715991,,,0,,2402,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f007,0.7253091323806271,,,0,,2403,False
S5::15be26301532,S5,M05_OPENING_RANGE,f016,0.7254536176695883,1.0,0.10227557767916519,129,0.1433186503672785,2404,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f040,0.7270109458772378,,,0,,2405,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f039,0.7295797900810594,1.0,0.027387426992492563,129,0.13727239124423782,2406,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f042,0.7299221611556961,,,0,,2407,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f038,0.7306786978359092,,,0,,2408,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f006,0.7317418234866757,,,0,,2409,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f004,0.732030482453031,,,0,,2410,False
CAND0004,CAND0004,M13_IMBALANCE_FVG,f027,0.7335030324578873,2.0,0.023702778658305678,39,0.11570593430582829,2411,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f016,0.7338735821175848,,,0,,2412,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f021,0.734730874723005,,,0,,2413,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f028,0.7352613647216999,,,0,,2414,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f026,0.7364322238038812,,,0,,2415,False
CAND0005,CAND0005,M13_IMBALANCE_FVG,f043,0.7377453545844781,1.0,0.11215810840234512,1068,0.14987918716633006,2416,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f030,0.7396139924503631,2.0,0.016454083791303135,84,0.1358360690813696,2417,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f023,0.739641725908784,,,0,,2418,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f039,0.7398815726448191,3.0,0.04064383409650354,98,0.17892980388678606,2419,False
CAND0005,CAND0005,M13_IMBALANCE_FVG,f010,0.7406839695632317,3.0,0.17111742568346466,867,0.21426419880317416,2420,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f035,0.7422664791997713,,,0,,2421,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f022,0.7436411607738802,0.0,0.09795636586159095,75,0.10446200496685724,2422,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f016,0.7443044646897707,,,0,,2423,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f038,0.7455805107875568,,,0,,2424,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f032,0.7457149513898131,,,0,,2425,False
S31::555f488885b1,S31,M06_SESSION_TIME,f020,0.7469518056874747,,,0,,2426,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f016,0.7481575391967632,1.0,0.023448996682840534,111,0.17514677533978618,2427,False
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f004,0.7496019559985223,,,0,,2428,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f022,0.7513818445345555,,,0,,2429,False
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f030,0.7517677042496462,,,0,,2430,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f010,0.751869400609777,,,0,,2431,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f031,0.7518735645556878,1.0,0.007818700968164206,550,0.014518725263974894,2432,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f014,0.752335387793317,,,0,,2433,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f027,0.7531113159767666,,,0,,2434,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f010,0.7543819369674643,,,0,,2435,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f019,0.7552350541483381,0.0,0.11126465177922519,242,0.19784677244873072,2436,False
CAND0027,CAND0027,M06_SESSION_TIME,f009,0.7553345325223226,3.0,0.22497697971140015,1554,0.1840713186258453,2437,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f012,0.755887210905587,2.0,0.16455963711922525,122,0.19102747121204694,2438,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f017,0.7572678662957357,19.0,0.13991959431776482,107,0.29588541769513255,2439,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f023,0.757485967776268,,,0,,2440,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f031,0.7585045567861712,,,0,,2441,False
CAND0004,CAND0004,M13_IMBALANCE_FVG,f030,0.7585145599676313,3.0,0.3976906424522113,41,0.5771371367748002,2442,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f036,0.7590186176990854,,,0,,2443,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f042,0.7593680606178477,0.0,0.20655120863427934,77,0.2144759820142203,2444,False
S20::3a706309724e,S20,M21_META_ROUTER,f026,0.759702566948901,2.0,0.02268337316772103,252,0.10179019419155508,2445,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f013,0.7601348621637505,,,0,,2446,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f037,0.7611450380301283,,,0,,2447,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f044,0.7640854877515391,4.0,0.018663766803991337,174,0.10954334688519424,2448,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f043,0.765471641051092,0.0,0.17347002942652165,105,0.1964873025964498,2449,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f033,0.7663523904739844,,,0,,2450,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f020,0.77017522488949,,,0,,2451,False
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f033,0.7705804902047642,1.0,0.12592449706290182,216,0.19607994710897075,2452,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f027,0.7707447023481295,0.0,0.05605634570481533,172,0.06741440772023047,2453,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f009,0.7708381319386703,,,0,,2454,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f026,0.7718553530825627,3.0,0.10459212524009913,58,0.14583556779261836,2455,False
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f033,0.77209281100863,3.0,0.46321062126334867,227,0.34343151232846936,2456,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f036,0.7722071650145135,,,0,,2457,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f022,0.7723955717454323,,,0,,2458,False
CAND0027,CAND0027,M06_SESSION_TIME,f002,0.7732740628532764,0.0,0.17443596201679193,1911,0.12815311506379767,2459,False
S31::9584b16899ad,S31,M06_SESSION_TIME,f026,0.7739379011277414,,,0,,2460,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f040,0.7750564653896719,,,0,,2461,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f031,0.77510996387878,,,0,,2462,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f046,0.7754163723655163,1.0,0.0009359397594473534,1251,-0.011102148911053437,2463,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f014,0.7755198513042838,,,0,,2464,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f009,0.7758361915952694,,,0,,2465,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f044,0.7761834505872511,,,0,,2466,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f010,0.7775188513246452,,,0,,2467,False
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f016,0.7783401545664201,0.0,0.1063455496892463,67,0.06487091156423608,2468,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f031,0.7802732515442847,,,0,,2469,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f046,0.7808011815059737,,,0,,2470,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f024,0.782843986219977,,,0,,2471,False
SESS_D,SESS_D,M06_SESSION_TIME,f038,0.7845337199573543,2.0,0.032864863619761736,323,0.06738455994601955,2472,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f023,0.7847798362622727,,,0,,2473,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f032,0.7854613594547244,,,0,,2474,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f023,0.7879516247257845,,,0,,2475,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f030,0.7905221945195651,,,0,,2476,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f007,0.7925716959746987,,,0,,2477,False
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f004,0.7936276350236007,3.0,0.09085727346922133,55,0.04114876599637169,2478,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f024,0.7957036355583216,0.0,0.009479621333413561,113,0.006879043002209343,2479,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f014,0.7970853834227565,,,0,,2480,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f042,0.801577577867441,,,0,,2481,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f009,0.8020414100839912,,,0,,2482,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f044,0.8033404353431006,,,0,,2483,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f044,0.8041435046769196,,,0,,2484,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f021,0.8046065070449364,,,0,,2485,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f038,0.8049227510736912,3.0,0.03729495712465916,315,0.11979709648258895,2486,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f033,0.8049465469489259,,,0,,2487,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f040,0.8050584003144046,,,0,,2488,False
CAND0027,CAND0027,M06_SESSION_TIME,f026,0.8050820997129082,0.0,0.17512393691714617,1732,0.12516746917546845,2489,False
S31::555f488885b1,S31,M06_SESSION_TIME,f043,0.8050879897345675,,,0,,2490,False
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f032,0.805160932643636,4.0,0.08931247657139013,147,0.29085442050596316,2491,False
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f044,0.8051983834988363,1.0,0.11824666879861229,86,0.2697762221780291,2492,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f036,0.8068325378056884,,,0,,2493,False
CAND0027,CAND0027,M06_SESSION_TIME,f005,0.8073725987035885,0.0,0.17384616683911228,2221,0.13463706884213916,2494,False
SESS_B,SESS_B,M06_SESSION_TIME,f011,0.8082658281607369,,,0,,2495,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f020,0.8085986230954689,3.0,0.059261470326205296,151,0.149540562585937,2496,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f042,0.8091362504861899,,,0,,2497,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f021,0.8095902141075686,,,0,,2498,False
SESS_E,SESS_E,M06_SESSION_TIME,f020,0.8098063386903798,4.0,0.013728804744572169,101,0.20537422269956584,2499,False
S31::555f488885b1,S31,M06_SESSION_TIME,f036,0.8117960781655391,,,0,,2500,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f014,0.812541186813649,,,0,,2501,False
S19::762b6018f2c5,S19,M15_GAP,f006,0.8155945855774522,,,0,,2502,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f030,0.8156864844011169,,,0,,2503,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f008,0.8159547279363744,,,0,,2504,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f017,0.8183781278331388,23.0,0.04181168513015013,257,0.06468357698220724,2505,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f017,0.818768239109362,13.0,0.07787095879847,69,0.11850169230046849,2506,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f011,0.818768239109362,27.0,0.07787095879847,69,0.11850169230046849,2507,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f014,0.8199694193160778,,,0,,2508,False
CAND0027,CAND0027,M06_SESSION_TIME,f043,0.8247996762030285,1.0,0.18678574685540764,1828,0.1425528137304859,2509,False
S31::555f488885b1,S31,M06_SESSION_TIME,f026,0.8266012566270797,,,0,,2510,False
CAND0027,CAND0027,M06_SESSION_TIME,f042,0.8283053782466376,0.0,0.22104771585653246,1545,0.1788767273559779,2511,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f032,0.8294294074168362,1.0,0.0890571646001372,164,0.10839038052237875,2512,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f032,0.8296437254253886,,,0,,2513,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f046,0.8323978028311112,,,0,,2514,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f013,0.8333758088054477,,,0,,2515,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f030,0.8337455999075516,,,0,,2516,False
SESS_E,SESS_E,M06_SESSION_TIME,f027,0.8338365742116487,,,0,,2517,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f035,0.8341848262998264,4.0,0.05039199201053426,260,0.07383325003301788,2518,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f019,0.8356655358846403,,,0,,2519,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f011,0.8359532400891707,,,0,,2520,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f042,0.8370804318059322,,,0,,2521,False
S5::15be26301532,S5,M05_OPENING_RANGE,f031,0.839061265284454,,,0,,2522,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f041,0.8398702349018472,,,0,,2523,False
S20::3a706309724e,S20,M21_META_ROUTER,f006,0.8411330125519156,4.0,0.01884548262164795,363,0.10656583172116729,2524,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f001,0.8413626025781795,,,0,,2525,False
S20::3a706309724e,S20,M21_META_ROUTER,f010,0.8450586925156589,2.0,0.005978586880291528,345,0.08825607296461484,2526,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f037,0.847457897512693,,,0,,2527,False
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f012,0.8484750593412249,3.0,0.2889175635580821,364,0.1592216029500529,2528,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f007,0.8489181936656305,2.0,0.026476509227786132,167,0.07744953886337405,2529,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f033,0.8509088646052831,,,0,,2530,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f007,0.8526768887283742,,,0,,2531,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f004,0.8530043526801723,,,0,,2532,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f024,0.8545586515629409,,,0,,2533,False
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f010,0.8547594567930217,0.0,0.1110707250707107,91,0.08186085754603954,2534,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f013,0.855168407694129,,,0,,2535,False
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f023,0.8577892726864211,,,0,,2536,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f020,0.8582849387960445,,,0,,2537,False
S20::3a706309724e,S20,M21_META_ROUTER,f015,0.8590022318645305,,,0,,2538,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f046,0.8593401014313091,,,0,,2539,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f027,0.8604495042697513,,,0,,2540,False
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f041,0.8606939358893773,,,0,,2541,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f036,0.8619170011179955,3.0,0.049215359091251645,110,0.09472167378332211,2542,False
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f019,0.8624492631943115,,,0,,2543,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f007,0.866273737550145,1.0,0.022599919234902115,667,0.04902996755387888,2544,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f005,0.8663097661434782,,,0,,2545,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f042,0.8665632423436098,1.0,0.0683072705783961,87,0.21625678858534741,2546,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f011,0.8670452727786504,6.0,0.15858650335554686,117,0.2564033616044066,2547,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f007,0.8680794612947385,,,0,,2548,False
CAND0027,CAND0027,M06_SESSION_TIME,f024,0.8697097903119131,0.0,0.10628319026009185,3581,0.052621474846227805,2549,False
SESS_A,SESS_A,M06_SESSION_TIME,f020,0.8700223245994354,0.0,0.0860820596470101,430,0.08768742247860588,2550,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f028,0.8703569181915893,,,0,,2551,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f023,0.8710422242809124,3.0,0.07376692032877803,83,0.2211280437285012,2552,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f033,0.8727628434377221,,,0,,2553,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f044,0.8739683861734626,,,0,,2554,False
SESS_E,SESS_E,M06_SESSION_TIME,f009,0.8752254037636775,,,0,,2555,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f024,0.8766639120130026,1.0,0.001836161172925739,1250,-0.006039367366589575,2556,False
S6::7199b701458a,S6,M06_SESSION_TIME,f012,0.8767131143720253,,,0,,2557,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f002,0.8803357857721217,,,0,,2558,False
S31::9584b16899ad,S31,M06_SESSION_TIME,f036,0.8822794895638957,1.0,0.015193417722693437,42,0.2809944278058959,2559,False
S19::762b6018f2c5,S19,M15_GAP,f043,0.8833871489789562,,,0,,2560,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f044,0.8849796726422299,,,0,,2561,False
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f010,0.8851857337303004,,,0,,2562,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f005,0.8852046904282118,,,0,,2563,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f009,0.8853958756008562,,,0,,2564,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f035,0.885935712777155,,,0,,2565,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f027,0.8877817355434126,3.0,0.013267845983851955,122,0.16250961482280443,2566,False
S31::555f488885b1,S31,M06_SESSION_TIME,f022,0.890809672789239,,,0,,2567,False
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f008,0.8915884997739632,,,0,,2568,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f046,0.8922882471667379,,,0,,2569,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f002,0.8924925377390402,,,0,,2570,False
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f019,0.8932609315968492,10.0,0.8369163857758372,35,1.0204539525348142,2571,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f012,0.8951903130757666,4.0,0.18773346023551885,32,0.3016958032447075,2572,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f033,0.8953156005099161,1.0,0.09735438525868802,84,0.10514742186620885,2573,False
SESS_C,SESS_C,M06_SESSION_TIME,f040,0.8960092563990725,,,0,,2574,False
S31::555f488885b1,S31,M06_SESSION_TIME,f023,0.8965797239803852,3.0,0.07324265690473954,33,0.3470404866464292,2575,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f008,0.8982254740908746,,,0,,2576,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f014,0.8984637438910759,3.0,0.11538723518417354,62,0.17049964911436236,2577,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f011,0.8992854441936138,43.0,0.06617305018922136,33,0.29348165042995256,2578,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f044,0.9029369787729158,4.0,0.2499568455985511,57,0.26591055051942086,2579,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f042,0.9036970325519311,,,0,,2580,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f004,0.9067158283982768,,,0,,2581,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f034,0.9075252595148431,,,0,,2582,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f021,0.9093278484379326,,,0,,2583,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f016,0.9102348633037396,3.0,0.045555076976262855,257,0.06865269658628595,2584,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f038,0.9118720680008041,,,0,,2585,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f037,0.9121208165027253,,,0,,2586,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f015,0.9123865203639414,,,0,,2587,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f010,0.9137694865289436,,,0,,2588,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f021,0.9154696795759971,,,0,,2589,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f013,0.9173201334499281,0.0,0.0671628186887651,62,0.18713849880269612,2590,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f026,0.9181368100887022,,,0,,2591,False
S31::555f488885b1,S31,M06_SESSION_TIME,f030,0.918236841527218,,,0,,2592,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f033,0.9189610923726632,,,0,,2593,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f001,0.9208388620222197,,,0,,2594,False
