object,family,mechanism,feature,omni_p,bp_bin,bp_exp,bp_N,bp_lift,rank,fdr
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f017,0.0,3.0,1.578682090308432,68,1.4698041868301146,1,True
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f037,0.0,,,0,,2,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f003,0.0,,,0,,3,True
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f021,0.0,,,0,,4,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f039,0.0,,,0,,5,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f015,0.0,,,0,,6,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f015,0.0,,,0,,7,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f016,0.0,,,0,,8,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,0.0,2.0,0.028794527335164386,187,0.21160471654693674,9,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f015,0.0,,,0,,10,True
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f015,0.0,,,0,,11,True
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f034,0.0,,,0,,12,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f015,0.0,,,0,,13,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f015,0.0,0.0,0.025200852783838712,565,0.2207865511292137,14,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f017,0.0,22.0,0.3819597329055727,76,0.7161849669363058,15,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f011,0.0,44.0,0.4016895260298661,75,0.7373080985959746,16,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f039,0.0,1.0,0.2602769732906272,111,0.6170797220196254,17,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f015,0.0,,,0,,18,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f027,0.0,,,0,,19,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f015,0.0,,,0,,20,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f036,0.0,2.0,0.42885123029774397,37,0.5755031957922581,21,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f015,4.440892098500626e-16,,,0,,22,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f004,1.1102230246251565e-15,1.0,0.44000639797732033,56,0.6211635876811157,23,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f005,1.1102230246251565e-15,,,0,,24,True
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f015,1.7763568394002505e-15,,,0,,25,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f008,2.220446049250313e-15,1.0,0.4951576567499689,42,0.6580342236483648,26,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f027,3.3306690738754696e-15,,,0,,27,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f015,1.0658141036401503e-14,1.0,0.12233197554895944,73,0.2919197575164419,28,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f005,1.1102230246251565e-14,,,0,,29,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f016,1.3322676295501878e-14,0.0,0.40052904342350354,88,0.753872630592206,30,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f003,2.220446049250313e-14,,,0,,31,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f015,3.241851231905457e-14,,,0,,32,True
SESS_E,SESS_E,M06_SESSION_TIME,f015,4.04121180963557e-14,,,0,,33,True
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f011,6.394884621840902e-14,6.0,2.478539198607872,43,2.3706485043423826,34,True
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f019,2.318145675417327e-13,5.0,0.6183313396635349,165,0.500875213866704,35,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f017,2.7711166694643907e-13,,,0,,36,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f015,6.781242234410456e-13,,,0,,37,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f016,1.4444001550373287e-12,,,0,,38,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f013,2.2737367544323206e-12,,,0,,39,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f039,2.8048674494129955e-12,,,0,,40,True
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f039,3.1787905641067482e-12,,,0,,41,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f037,3.676614568348668e-12,,,0,,42,True
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,4.336087044976011e-12,,,0,,43,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f016,6.5925043202241795e-12,,,0,,44,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f039,1.057287590811029e-11,,,0,,45,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f003,1.5528689445432065e-11,,,0,,46,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f037,1.673283733794051e-11,,,0,,47,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f036,1.9253487693049465e-11,,,0,,48,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f039,1.9954704555402714e-11,,,0,,49,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f011,2.1044499476374767e-11,16.0,0.8455581329744555,51,0.9184866213869205,50,True
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f038,2.19850804228372e-11,,,0,,51,True
S18::18995ee3f508,S18,M06_SESSION_TIME,f015,3.558442429607567e-11,,,0,,52,True
S28::b2a817579286,S28,M16_AUCTION_VALUE,f015,4.412559206912192e-11,,,0,,53,True
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f015,4.9821480274658825e-11,,,0,,54,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f015,5.154854321176572e-11,,,0,,55,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f037,5.3576698633150954e-11,,,0,,56,True
S6::7199b701458a,S6,M06_SESSION_TIME,f037,9.524736555022173e-11,,,0,,57,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,1.0759837465457167e-10,4.0,0.007550282700614528,833,0.21075817350798876,58,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f036,1.2605805288501415e-10,,,0,,59,True
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f015,1.2993428555319042e-10,1.0,0.15640336309782107,61,0.24076494147407612,60,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f022,1.523918768953081e-10,2.0,0.14260661324901802,70,0.31265929287813843,61,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f027,1.6333823182890228e-10,,,0,,62,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f015,2.085629446924031e-10,,,0,,63,True
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f037,2.571858281896766e-10,0.0,0.06908525360357344,94,0.17856539718189385,64,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f017,3.830020744999274e-10,12.0,0.3589571168564324,51,0.5399625978782412,65,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f016,4.770062123071739e-10,,,0,,66,True
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f015,9.427996161548435e-10,0.0,0.05538651167155502,765,0.08977784929109642,67,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f017,1.141220451472691e-09,,,0,,68,True
S51::049ca99687f4,S51,M06_SESSION_TIME,f039,1.1623715323594297e-09,,,0,,69,True
S51::049ca99687f4,S51,M06_SESSION_TIME,f015,1.2727294773640097e-09,,,0,,70,True
S6::7199b701458a,S6,M06_SESSION_TIME,f021,1.427510554208311e-09,,,0,,71,True
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f039,1.9581278820623993e-09,,,0,,72,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f039,3.3659128817475903e-09,,,0,,73,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f005,3.641411172594644e-09,,,0,,74,True
S18::18995ee3f508,S18,M06_SESSION_TIME,f005,3.960183292406327e-09,4.0,0.040053074094222714,55,0.2634941028060252,75,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f031,5.082386067556399e-09,,,0,,76,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f011,5.770147026851191e-09,29.0,0.06482691786820623,487,0.24207495535811735,77,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f009,6.6467742421139064e-09,1.0,0.6632972742151729,51,0.8688133367122768,78,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f016,7.453032635496015e-09,,,0,,79,True
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f015,7.492046094625948e-09,,,0,,80,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f041,1.0555559759595212e-08,3.0,0.36919387623529737,50,0.5290384336423541,81,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f037,1.1452753412299899e-08,,,0,,82,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f039,1.2991711706433762e-08,,,0,,83,True
S31::555f488885b1,S31,M06_SESSION_TIME,f017,2.3723490283344972e-08,,,0,,84,True
S31::555f488885b1,S31,M06_SESSION_TIME,f039,2.3723490283344972e-08,,,0,,85,True
S31::555f488885b1,S31,M06_SESSION_TIME,f011,2.3723490283344972e-08,,,0,,86,True
S19::762b6018f2c5,S19,M15_GAP,f021,3.33912790750901e-08,1.0,0.10011922184293667,66,0.745572911686469,87,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f015,3.657043112781366e-08,,,0,,88,True
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f016,3.91531040921933e-08,,,0,,89,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f005,4.6848098733676125e-08,,,0,,90,True
S30::282a94fa23d8,S30,M06_SESSION_TIME,f037,7.343925156888531e-08,,,0,,91,True
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,7.380917033117385e-08,,,0,,92,True
S12::061854e10b15,S12,M12_RANGE_ROTATION,f015,8.067946133394344e-08,,,0,,93,True
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f003,8.371079829316841e-08,,,0,,94,True
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f002,8.683433172507193e-08,,,0,,95,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f005,9.414388602024815e-08,,,0,,96,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f003,9.968862624276653e-08,,,0,,97,True
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f016,1.0511950421232541e-07,0.0,0.00648024861766079,1309,0.07845515770314815,98,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f003,1.1613111361441497e-07,2.0,0.2670879409100197,43,0.5520483629326376,99,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f015,1.1868466032183278e-07,,,0,,100,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f010,1.1891379791961754e-07,4.0,0.22111502338481365,123,0.4146690264630776,101,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f008,1.2122335135700268e-07,,,0,,102,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f026,1.2945428173871676e-07,0.0,0.4364213239831417,43,0.6099792140251865,103,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f013,1.335830113191605e-07,,,0,,104,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f039,1.4371250234290756e-07,,,0,,105,True
S18::18995ee3f508,S18,M06_SESSION_TIME,f040,1.494084109765481e-07,,,0,,106,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f028,1.5608521364285366e-07,,,0,,107,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f039,1.7788087269821062e-07,,,0,,108,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f008,1.8617836272660782e-07,,,0,,109,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f038,1.862502005955946e-07,3.0,0.08204602367753139,63,0.24699331878866657,110,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f026,1.8636330145760382e-07,,,0,,111,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f033,1.9720314381466153e-07,,,0,,112,True
S51::049ca99687f4,S51,M06_SESSION_TIME,f016,2.0413541523822687e-07,,,0,,113,True
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f039,2.2186749060182365e-07,,,0,,114,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f016,2.488778094722477e-07,,,0,,115,True
CAND0027,CAND0027,M06_SESSION_TIME,f011,3.0418358254458155e-07,47.0,1.4585344545824814,66,1.3922552990632637,116,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f031,3.3647743524767293e-07,,,0,,117,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f009,4.2633697239224944e-07,,,0,,118,True
S6::7199b701458a,S6,M06_SESSION_TIME,f004,4.3876298372325095e-07,4.0,0.26892963696103817,96,0.8083741928008694,119,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f039,4.479294108961085e-07,,,0,,120,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f003,4.642416051581222e-07,,,0,,121,True
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f004,4.80521804568923e-07,0.0,0.4745363617722527,472,0.4126772981711454,122,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f034,5.636936004638216e-07,,,0,,123,True
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f037,6.13288376527521e-07,0.0,0.011626321335744675,897,0.08463426609995543,124,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f003,6.266241436847508e-07,,,0,,125,True
S29::10d4532019fd,S29,M06_SESSION_TIME,f016,7.601618507990793e-07,3.0,0.08103918160587759,46,0.21775279672987763,126,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f027,7.604726626198044e-07,,,0,,127,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f003,9.163974723502832e-07,,,0,,128,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f046,9.723261991112508e-07,,,0,,129,True
SESS_C,SESS_C,M06_SESSION_TIME,f003,1.049106564954272e-06,,,0,,130,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f005,1.0545256534655323e-06,,,0,,131,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f004,1.1744713623862424e-06,,,0,,132,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f013,1.2391041321890839e-06,2.0,0.08334463198287972,98,0.2559799461751082,133,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f015,1.2763771048973638e-06,,,0,,134,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f003,1.391606280209956e-06,,,0,,135,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f011,1.6557144704165694e-06,,,0,,136,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f043,2.004087377160957e-06,,,0,,137,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f011,2.095792403622454e-06,,,0,,138,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f004,2.1452841592051186e-06,,,0,,139,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f022,2.154912924767771e-06,0.0,0.3943699398576296,30,0.7103682301458776,140,True
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f005,2.162608628175633e-06,,,0,,141,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f040,2.2512835275989573e-06,4.0,0.41614347877870933,84,0.76632588236201,142,True
S6::7199b701458a,S6,M06_SESSION_TIME,f009,2.540375532156247e-06,,,0,,143,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f028,2.5594955221919236e-06,,,0,,144,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f011,2.912016876077672e-06,5.0,0.20731322207603523,224,0.3975450412946665,145,True
CAND0005,CAND0005,M13_IMBALANCE_FVG,f019,3.5014775665587194e-06,2.0,0.3642385176781566,446,0.4064358221110354,146,True
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f005,3.963433272913264e-06,,,0,,147,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f027,5.068821822273861e-06,,,0,,148,True
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f022,5.298152533361744e-06,2.0,0.596528886476678,153,0.47405866309186984,149,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f030,5.96921372553183e-06,,,0,,150,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f026,6.275161387181427e-06,,,0,,151,True
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f037,6.8357111349115485e-06,1.0,0.07127691209038124,352,0.15649409673915216,152,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f017,7.4165812584681134e-06,14.0,0.030053535359140644,981,0.21298797692765709,153,True
SESS_D,SESS_D,M06_SESSION_TIME,f011,8.478342219397916e-06,28.0,0.06304518672531982,967,0.13750986326528772,154,True
SESS_D,SESS_D,M06_SESSION_TIME,f017,8.478342219397916e-06,14.0,0.06304518672531982,967,0.13750986326528772,155,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f030,9.13057382700977e-06,,,0,,156,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f016,1.1082922120042582e-05,0.0,0.037756123092498074,655,0.1689049083749056,157,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f026,1.1611678905065759e-05,4.0,0.10236372406723987,57,0.383945749524349,158,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f021,1.193304985402932e-05,1.0,0.16538044255891413,602,0.33331302020838727,159,True
CAND0027,CAND0027,M06_SESSION_TIME,f017,1.2139636172747714e-05,23.0,1.298493108565995,177,1.2490986379900688,160,True
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f024,1.3192137754636235e-05,1.0,0.07093214104373634,241,0.3973563289961924,161,True
S6::a461ec93f607,S6,M06_SESSION_TIME,f015,1.3336590284573901e-05,,,0,,162,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f033,1.3544629155592958e-05,4.0,0.16204012764333806,157,0.4248076503101994,163,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f043,1.4194012696311376e-05,,,0,,164,True
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f016,1.4260004419508476e-05,,,0,,165,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f009,1.5215195964257688e-05,,,0,,166,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f003,1.6267736859809645e-05,,,0,,167,True
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f037,1.6812861463932904e-05,,,0,,168,True
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f039,1.8020295261322872e-05,,,0,,169,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f027,1.8038227198591272e-05,,,0,,170,True
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f003,1.806962815154023e-05,,,0,,171,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f031,1.8173867261772614e-05,,,0,,172,True
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f039,1.93078273920122e-05,3.0,0.0075679671016855845,1573,0.09502006437325494,173,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f021,2.0002477700398202e-05,,,0,,174,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f003,2.082876440767656e-05,4.0,0.004669099034705505,38,0.2780238694902651,175,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f037,2.1032029974943356e-05,,,0,,176,True
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f040,2.1345912954995327e-05,3.0,0.08702541346190523,402,0.1451948146195289,177,True
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f022,2.136044108791424e-05,2.0,0.27469189231043284,46,0.3604741214799092,178,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f033,2.230603493558192e-05,2.0,0.08989722088743174,47,0.2518387384551497,179,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f005,2.231700076738008e-05,,,0,,180,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f015,2.3913274782128013e-05,,,0,,181,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f036,2.40167243381606e-05,,,0,,182,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f043,2.416140790550969e-05,,,0,,183,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f015,2.5276320551714804e-05,,,0,,184,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f015,2.6685143172500148e-05,0.0,0.0217226354441255,703,0.1508573492976276,185,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f015,2.9034174196862494e-05,,,0,,186,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f035,2.947559814447942e-05,2.0,0.15679903732290826,157,0.2223570769321726,187,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f027,2.984389462223902e-05,2.0,0.1753016079516688,307,0.27061105817286557,188,True
S6::7199b701458a,S6,M06_SESSION_TIME,f022,3.1025042674270864e-05,,,0,,189,True
S18::18995ee3f508,S18,M06_SESSION_TIME,f016,3.440394827758375e-05,,,0,,190,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f039,3.468779312942871e-05,2.0,0.2157053694845371,375,0.33798665453739024,191,True
S6::7199b701458a,S6,M06_SESSION_TIME,f033,3.5570114900185246e-05,,,0,,192,True
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f015,3.6202876867008627e-05,,,0,,193,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f016,3.655726015461269e-05,,,0,,194,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f001,3.655982059869167e-05,4.0,0.8623740132961403,83,1.2118036995546504,195,True
CAND0027,CAND0027,M06_SESSION_TIME,f046,3.788550268346569e-05,0.0,0.21579638869286996,3375,0.24601753998284112,196,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f017,3.855979116007546e-05,3.0,0.13242512686989288,214,0.2372496899265864,197,True
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f039,3.889633313569618e-05,,,0,,198,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f015,4.22335952068309e-05,,,0,,199,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f022,4.6394011548045455e-05,,,0,,200,True
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f036,4.814489677151812e-05,,,0,,201,True
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f016,4.9158162764850744e-05,,,0,,202,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f008,5.032277988448186e-05,0.0,0.028312645133740568,560,0.14701433942868006,203,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f010,5.955067002405556e-05,,,0,,204,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f005,5.960456342268827e-05,,,0,,205,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f007,5.9927279377758325e-05,2.0,0.09947937526658404,313,0.21102280576381627,206,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f037,6.0422645828506205e-05,,,0,,207,True
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f003,6.180961656720996e-05,,,0,,208,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f043,6.530104563973183e-05,,,0,,209,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f016,7.1646708110773e-05,4.0,0.11860822694676112,286,0.19749071603589957,210,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f027,7.233573849685371e-05,,,0,,211,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f036,7.589397086449345e-05,,,0,,212,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f016,7.734374412038392e-05,,,0,,213,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f009,7.892296840728008e-05,,,0,,214,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f014,7.946135627601159e-05,,,0,,215,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f014,8.036511250253398e-05,,,0,,216,True
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f037,8.168089649629451e-05,,,0,,217,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f040,8.233388582912227e-05,,,0,,218,True
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f013,8.842268211073367e-05,4.0,0.3384686430896529,113,0.5622560878564171,219,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f026,8.868847566012583e-05,3.0,0.6557389551064059,32,0.8145995312274268,220,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f027,9.666828787446846e-05,,,0,,221,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f013,0.00010528647606644626,,,0,,222,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f003,0.0001078957427991245,,,0,,223,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f012,0.00010826151579435006,,,0,,224,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f017,0.00010836400434577342,,,0,,225,True
S6::7199b701458a,S6,M06_SESSION_TIME,f030,0.00010940919749202749,,,0,,226,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f014,0.00011002767339118869,,,0,,227,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f005,0.00011425922329832972,,,0,,228,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f008,0.00011646581242530374,,,0,,229,True
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f015,0.0001198177720382887,,,0,,230,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f037,0.0001226055409153659,,,0,,231,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f042,0.00012631166741217115,,,0,,232,True
