drop_best_1,drop_best_1pct,drop_best_5pct,drop_worst_1pct,drop_worst_5pct,top1_share
-0.2708351248045395,-0.4946245444635558,-0.9342513744813299,-0.08255227279267406,0.2670029592024643,
