hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,db5,era1,era2,era3,epos,worst_era,recent,SURVIVE
S1::side=high/liq_ref=swing/liq_lb=20/confirm=displacement/imb=fvg/stop=structural/exit=time/window=8/id=3efac9ca9c8d,S1,1196,80.0,0.386,-0.0075,-0.0543,0.985,49.6,-0.2222,-0.0285,0.0091,-0.0031,1,-0.0285,0.0836,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=1aa696e53bbb,S1,5391,359.0,0.37,-0.0322,-0.1486,0.949,269.1,-0.1386,0.0032,-0.0167,-0.0831,1,-0.0831,-0.0642,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=70b307f3fef1,S1,6296,420.0,0.416,0.0274,-0.107,1.047,86.8,-0.0757,0.0398,0.0274,0.0152,3,0.0152,0.004,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=0989b1d7266f,S1,5381,359.0,0.317,-0.0429,-0.1595,0.937,302.1,-0.2027,-0.019,-0.04,-0.0696,0,-0.0696,-0.0698,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=2292cb55fbfd,S1,6285,419.0,0.369,0.0247,-0.1096,1.039,64.6,-0.1314,0.0202,0.0201,0.0339,3,0.0201,0.0009,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=ecbf8e6a5dfe,S1,5376,358.0,0.305,-0.0285,-0.1399,0.959,221.0,-0.3845,-0.0465,-0.0337,-0.0052,0,-0.0465,-0.0464,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=c6c9fe49a99a,S1,6279,419.0,0.356,0.0489,-0.0809,1.075,108.3,-0.3105,-0.0135,0.0809,0.0793,2,-0.0135,0.0505,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=4/id=d4e529c56c67,S1,5377,358.0,0.318,-0.0195,-0.1306,0.971,215.2,-0.3706,-0.0347,-0.0388,0.0148,1,-0.0388,0.0269,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=8/id=b6d173bf8467,S1,6281,419.0,0.364,0.0528,-0.0762,1.083,129.5,-0.314,-0.0212,0.0948,0.0847,2,-0.0212,0.0554,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=4/id=0b6d9648a806,S1,5339,356.0,0.357,-0.0305,-0.111,0.952,247.3,-0.1366,0.0132,-0.0242,-0.0805,1,-0.0805,-0.0964,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=8/id=e555d874c038,S1,6217,414.0,0.355,-0.0403,-0.119,0.936,318.8,-0.1471,-0.0036,-0.0378,-0.0796,0,-0.0796,-0.116,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=4/id=9ebaec2cc7ea,S1,5334,356.0,0.305,-0.0277,-0.1087,0.959,235.7,-0.1864,0.0087,-0.03,-0.0618,1,-0.0618,-0.0962,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=8/id=7de27475a55b,S1,6209,414.0,0.304,-0.0414,-0.1206,0.939,313.8,-0.201,-0.0109,-0.0515,-0.0618,0,-0.0618,-0.1125,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=4/id=053f73ece497,S1,5329,355.0,0.299,-0.0407,-0.121,0.941,262.5,-0.3549,-0.0285,-0.0199,-0.0736,0,-0.0736,-0.064,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=8/id=ce1cced5b7d9,S1,6206,414.0,0.301,-0.0479,-0.1265,0.93,342.0,-0.3594,-0.0377,-0.0455,-0.0605,0,-0.0605,-0.0883,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=time/window=4/id=327d532b17e0,S1,5331,355.0,0.318,-0.0248,-0.1052,0.962,219.5,-0.3377,-0.0103,-0.031,-0.0332,0,-0.0332,-0.0241,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=time/window=8/id=9fcdde87d9a0,S1,6208,414.0,0.318,-0.0383,-0.1169,0.94,302.5,-0.3455,-0.0265,-0.0503,-0.0381,0,-0.0503,-0.0703,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=a70ea79e0cbe,S1,838,56.0,0.375,-0.0244,-0.0945,0.958,46.7,-0.1287,0.0351,-0.0423,-0.0663,1,-0.0663,-0.0843,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=5dccc7b69e1d,S1,1132,75.0,0.383,-0.0195,-0.1137,0.966,57.8,-0.1245,0.0614,-0.06,-0.0601,1,-0.0601,-0.1236,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=a8d0fb9bb255,S1,838,56.0,0.345,0.0091,-0.061,1.015,33.2,-0.1444,0.0952,-0.0244,-0.0438,1,-0.0438,-0.0458,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=f7bf9bbea30a,S1,1132,75.0,0.352,-0.0019,-0.0997,0.997,57.6,-0.1577,0.1032,-0.0367,-0.0726,1,-0.0726,-0.1126,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=4d2efc8e0d82,S1,838,56.0,0.405,-0.0125,-0.0826,0.978,34.7,-0.2393,0.0089,-0.0258,-0.0205,1,-0.0258,-0.1006,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=0c1812389efc,S1,1132,75.0,0.402,-0.0086,-0.1028,0.985,46.5,-0.2574,-0.0113,-0.0182,0.0038,1,-0.0182,-0.0935,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=fa47a685d9ca,S1,838,56.0,0.382,0.0092,-0.0609,1.017,46.9,-0.234,0.0998,-0.0192,-0.0534,1,-0.0534,-0.0415,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=7caa7a69fc1b,S1,1132,75.0,0.384,0.0285,-0.0657,1.051,40.2,-0.259,0.0897,-0.0254,0.021,2,-0.0254,-0.0154,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=4/id=b7556bfcc041,S1,838,56.0,0.374,-0.0337,-0.0854,0.941,45.4,-0.1382,0.0025,-0.0347,-0.0691,1,-0.0691,-0.045,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=8/id=c91fe5bda7a4,S1,1131,75.0,0.368,-0.0442,-0.096,0.922,75.4,-0.1505,0.0242,-0.0728,-0.0839,1,-0.0839,-0.0858,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=4/id=e4c8878d2211,S1,838,56.0,0.346,0.0035,-0.0482,1.006,30.5,-0.1503,0.0506,-0.0026,-0.0377,1,-0.0377,-0.0558,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=8/id=18ad54e5ad06,S1,1131,75.0,0.337,-0.0394,-0.0912,0.934,73.5,-0.1973,0.0335,-0.0874,-0.0644,1,-0.0874,-0.0834,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=4/id=e58e24ad248c,S1,838,56.0,0.416,-0.0118,-0.0635,0.978,27.1,-0.2157,-0.0004,-0.0018,-0.0331,0,-0.0331,-0.0337,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=8/id=4cd6cbf5fb9b,S1,1131,75.0,0.407,-0.0395,-0.0913,0.928,62.3,-0.2387,-0.0062,-0.0675,-0.0447,0,-0.0675,-0.0311,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=4/id=26aa622df96b,S1,838,56.0,0.396,0.0229,-0.0288,1.045,35.7,-0.1976,0.0965,0.0073,-0.0355,2,-0.0355,0.0014,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=8/id=ee8123dce15e,S1,1130,75.0,0.394,0.0017,-0.0501,1.003,52.9,-0.2192,0.1049,-0.0703,-0.0296,1,-0.0703,0.0396,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=45061c32a7d0,S1,122,8.0,0.418,-0.0947,-0.1119,0.749,24.8,-0.2029,-0.1253,-0.1774,0.0214,1,-0.1774,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=be3c47577d15,S1,263,18.0,0.426,-0.109,-0.1276,0.701,37.9,-0.217,-0.1223,-0.1621,-0.0418,0,-0.1621,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=9b0d6385d6da,S1,122,8.0,0.418,-0.066,-0.0832,0.825,25.8,-0.2124,-0.0641,-0.173,0.0416,1,-0.173,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=63c9f8c723e0,S1,263,18.0,0.426,-0.0855,-0.1041,0.766,37.9,-0.2201,-0.0633,-0.161,-0.0315,0,-0.161,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=94cd3ebb46af,S1,124,8.0,0.831,-0.02,-0.0371,0.815,7.1,-0.04,-0.0934,-0.0135,0.0486,1,-0.0934,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=9f8e9b797fa7,S1,267,18.0,0.831,-0.021,-0.0395,0.801,10.3,-0.0412,-0.017,-0.0202,-0.0258,0,-0.0258,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=time/window=4/id=e3e78c6ed87e,S1,122,8.0,0.434,-0.0553,-0.0725,0.834,22.7,-0.17,-0.0969,-0.1131,0.0467,1,-0.1131,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=time/window=8/id=64a574dd5e4a,S1,263,18.0,0.411,-0.0958,-0.1144,0.7,35.4,-0.1907,-0.1298,-0.1583,0.0017,1,-0.1583,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr2/window=4/id=96cc4c960042,S1,122,8.0,0.418,-0.088,-0.105,0.762,24.0,-0.1958,-0.1249,-0.161,0.0246,1,-0.161,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr2/window=8/id=7988641e78ba,S1,263,18.0,0.43,-0.1028,-0.1208,0.709,36.3,-0.2105,-0.1223,-0.1549,-0.0306,0,-0.1549,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr3/window=4/id=45de12258abe,S1,122,8.0,0.418,-0.0594,-0.0764,0.84,25.0,-0.2053,-0.0637,-0.1566,0.0448,1,-0.1566,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr3/window=8/id=384f4ae3f57c,S1,263,18.0,0.43,-0.0793,-0.0973,0.776,36.3,-0.2132,-0.0633,-0.1538,-0.0203,0,-0.1538,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=opp_liq/window=4/id=d4c06178855b,S1,124,8.0,0.831,-0.022,-0.0389,0.797,7.3,-0.0404,-0.093,-0.0194,0.048,1,-0.093,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=opp_liq/window=8/id=7bff1db1efc9,S1,267,18.0,0.835,-0.0211,-0.0389,0.793,10.9,-0.0391,-0.0192,-0.0281,-0.0159,0,-0.0281,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=time/window=4/id=b66b68cad684,S1,122,8.0,0.434,-0.053,-0.07,0.839,22.4,-0.1676,-0.0966,-0.1106,0.0508,1,-0.1106,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=time/window=8/id=2140455ca5a7,S1,263,18.0,0.411,-0.093,-0.111,0.701,34.8,-0.1872,-0.1288,-0.1541,0.0049,1,-0.1541,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=f3881373eb42,S1,215,14.0,0.433,-0.0873,-0.1056,0.749,27.9,-0.1888,-0.046,-0.1822,-0.033,0,-0.1822,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=aec396310939,S1,215,14.0,0.433,-0.0636,-0.0819,0.817,28.0,-0.193,0.0262,-0.1809,-0.0357,1,-0.1809,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=ad077a78eb84,S1,216,14.0,0.843,-0.0124,-0.0306,0.871,6.8,-0.0315,-0.0042,-0.0142,-0.0187,0,-0.0187,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=5914e54e4d49,S1,215,14.0,0.419,-0.0719,-0.0902,0.765,26.4,-0.1657,-0.0608,-0.1562,0.0022,1,-0.1562,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=rr2/window=8/id=9c9531649dec,S1,215,14.0,0.437,-0.0792,-0.0967,0.763,26.2,-0.1803,-0.046,-0.1733,-0.0176,0,-0.1733,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=rr3/window=8/id=68adf3e0acb2,S1,215,14.0,0.437,-0.0555,-0.073,0.834,26.3,-0.1845,0.0261,-0.172,-0.0203,1,-0.172,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=opp_liq/window=8/id=7ffc3eec8f35,S1,216,14.0,0.847,-0.012,-0.0294,0.869,7.3,-0.0289,-0.007,-0.0229,-0.0061,0,-0.0229,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=time/window=8/id=13885041e616,S1,215,14.0,0.419,-0.068,-0.0855,0.77,25.5,-0.1611,-0.0596,-0.1511,0.0079,1,-0.1511,,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=8021638c68be,S1,2434,162.0,0.409,0.0305,-0.0727,1.053,49.3,-0.0722,0.0585,0.0012,0.0317,3,0.0012,0.01,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=c240b7b927af,S1,3180,212.0,0.437,0.064,-0.0483,1.116,44.3,-0.0376,0.1031,0.0287,0.06,3,0.0287,0.0449,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=8891935db8f8,S1,2417,161.0,0.362,0.0134,-0.0916,1.022,62.3,-0.1421,0.04,-0.0213,0.0217,2,-0.0213,-0.052,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=f9e28c543d5f,S1,3159,211.0,0.396,0.0438,-0.0689,1.074,54.8,-0.1102,0.0835,0.0042,0.0437,3,0.0042,0.0044,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=a9027034f199,S1,2410,161.0,0.388,0.1346,0.0162,1.221,52.2,-0.2619,0.0039,0.0342,0.3658,3,0.0039,0.5052,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=d5a8928a17d9,S1,3147,210.0,0.422,0.1462,0.0243,1.253,72.8,-0.2314,0.0405,0.0542,0.344,3,0.0405,0.5256,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=4/id=d72e48c1537e,S1,2404,160.0,0.368,0.0683,-0.0624,1.113,114.8,-0.2931,-0.0662,0.0033,0.268,2,-0.0662,0.2134,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=8/id=7bacdeb76994,S1,3136,209.0,0.397,0.0868,-0.0522,1.146,111.3,-0.269,-0.032,0.0379,0.2546,2,-0.032,0.2853,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=4/id=6478c5b08542,S1,2370,158.0,0.372,-0.0104,-0.0712,0.983,87.4,-0.1155,0.0431,-0.0501,-0.0243,1,-0.0501,-0.1068,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=8/id=28d5eedd1f75,S1,3055,204.0,0.377,-0.0052,-0.0639,0.991,111.3,-0.1101,0.0617,-0.0446,-0.0329,1,-0.0446,-0.063,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=4/id=a33064d96ec4,S1,2355,157.0,0.33,-0.0203,-0.0813,0.968,110.4,-0.1778,0.0374,-0.0622,-0.0362,1,-0.0622,-0.2115,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=8/id=bf2f567dccbf,S1,3029,202.0,0.335,-0.0198,-0.0787,0.969,138.4,-0.1778,0.0461,-0.064,-0.0414,1,-0.064,-0.1597,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=4/id=0471945b0fd6,S1,2354,157.0,0.368,-0.0113,-0.0722,0.982,61.9,-0.2671,-0.0049,-0.0156,-0.0134,0,-0.0156,-0.1006,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=8/id=75dc6b87bcab,S1,3032,202.0,0.377,-0.0159,-0.0748,0.974,84.7,-0.2659,-0.0083,-0.0286,-0.0109,0,-0.0286,-0.0408,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=4/id=d69922292b7c,S1,2347,156.0,0.354,-0.0328,-0.0939,0.945,116.9,-0.2972,-0.0637,-0.0129,-0.0219,0,-0.0637,-0.1017,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=8/id=80e438a88412,S1,3017,201.0,0.36,-0.0194,-0.0785,0.967,94.7,-0.2834,-0.0358,-0.002,-0.0206,0,-0.0358,-0.0498,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=99244bbf66f6,S1,333,22.0,0.408,-0.0157,-0.0575,0.97,19.4,-0.1172,0.0559,-0.0676,-0.0355,1,-0.0676,-0.1821,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=41f972300f06,S1,667,44.0,0.394,-0.0333,-0.0932,0.94,50.5,-0.1389,-0.0413,0.0374,-0.0961,1,-0.0961,0.0341,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=3a0c7190d972,S1,332,22.0,0.386,-0.0363,-0.0781,0.933,30.8,-0.1896,0.0917,-0.1048,-0.0962,1,-0.1048,-0.1794,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=f021006a6f8f,S1,667,44.0,0.369,-0.052,-0.1119,0.91,63.2,-0.2104,-0.0331,-0.0028,-0.1201,0,-0.1201,-0.0162,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=01aa2e774c80,S1,332,22.0,0.5,-0.0766,-0.1184,0.831,30.2,-0.216,-0.0997,-0.0487,-0.0814,0,-0.0997,-0.1201,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=6d87b7e06611,S1,667,44.0,0.471,-0.0659,-0.1258,0.869,59.5,-0.2603,-0.2093,-0.0324,0.0445,1,-0.2093,0.1537,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=5cff77a5efbf,S1,332,22.0,0.416,-0.0184,-0.0602,0.961,18.2,-0.1845,0.0698,-0.0201,-0.1057,1,-0.1057,-0.1821,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=7c9d7e47539a,S1,667,44.0,0.388,-0.0482,-0.1081,0.908,52.7,-0.2561,-0.0861,0.0187,-0.077,1,-0.0861,0.1183,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=4/id=2a3c013ee00d,S1,331,22.0,0.411,-0.0185,-0.0563,0.964,16.3,-0.1208,0.02,-0.0485,-0.0274,1,-0.0485,-0.1684,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=8/id=524fae8d58ac,S1,665,44.0,0.398,-0.0347,-0.076,0.935,38.6,-0.1407,-0.0328,0.0022,-0.0736,1,-0.0736,0.0334,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=4/id=358ed7a7d797,S1,331,22.0,0.393,-0.0265,-0.0643,0.95,26.8,-0.1798,0.0851,-0.0873,-0.0783,1,-0.0873,-0.2185,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=8/id=58fa61ec43c8,S1,665,44.0,0.376,-0.0474,-0.0887,0.915,45.5,-0.2061,-0.0283,-0.03,-0.084,0,-0.084,-0.0174,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=4/id=3b1ca17ab051,S1,331,22.0,0.508,-0.0666,-0.1044,0.85,26.8,-0.2009,-0.1035,-0.0281,-0.0678,0,-0.1035,-0.1497,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=8/id=3eef876b8216,S1,665,44.0,0.489,-0.044,-0.0853,0.907,49.9,-0.2221,-0.1566,-0.0304,0.0554,1,-0.1566,0.1551,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=4/id=8eac90b837ba,S1,331,22.0,0.426,-0.0053,-0.0431,0.989,15.5,-0.1706,0.0663,0.0031,-0.0859,2,-0.0859,-0.1774,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=8/id=2bc8bbd0c2da,S1,665,44.0,0.406,-0.0148,-0.0561,0.97,33.5,-0.2162,-0.0407,0.0539,-0.0577,1,-0.0577,0.0843,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=08402a06a891,S1,11088,739.0,0.375,-0.0105,-0.1447,0.984,298.0,-0.1159,0.0289,-0.0032,-0.057,1,-0.057,-0.0211,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=9d573232b67b,S1,12835,855.0,0.431,0.0591,-0.0954,1.101,66.1,-0.0426,0.0726,0.0722,0.0326,3,0.0326,0.0732,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=bcac8181abce,S1,10568,704.0,0.322,0.005,-0.1282,1.007,267.4,-0.1522,0.069,-0.0221,-0.032,1,-0.032,-0.0064,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=2d5419e5aa33,S1,12325,821.0,0.386,0.0799,-0.0739,1.127,55.7,-0.0734,0.107,0.0845,0.0482,3,0.0482,0.0942,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=0831c98b0277,S1,11859,790.0,0.497,-0.0284,-0.1687,0.944,419.1,-0.2537,-0.0311,-0.0225,-0.0317,0,-0.0317,0.0125,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=b4a7867a4592,S1,13804,920.0,0.541,0.064,-0.1003,1.137,59.0,-0.166,0.0482,0.0857,0.0582,3,0.0482,0.0943,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=4/id=bf9a484ed9f9,S1,11574,771.0,0.297,0.012,-0.1359,1.017,263.3,-0.4038,0.0056,-0.0315,0.0618,2,-0.0315,0.1397,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=8/id=553329f9c7c3,S1,13421,895.0,0.358,0.1241,-0.0549,1.192,91.8,-0.312,0.1155,0.1342,0.1226,3,0.1155,0.2181,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=4/id=39601e7372a5,S1,9557,637.0,0.365,-0.0214,-0.0999,0.965,352.9,-0.1276,0.0259,-0.025,-0.0652,1,-0.0652,-0.0568,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=8/id=87cdde0c9b5c,S1,10655,710.0,0.363,-0.0282,-0.1056,0.954,409.7,-0.1348,0.013,-0.0229,-0.0748,1,-0.0748,-0.0754,False
