drop_best_1,drop_best_1pct,drop_best_5pct,drop_worst_1pct,drop_worst_5pct,top1_share
-0.10308435199517235,-0.16931663002358485,-0.30535596740234044,-0.08985055170086376,-0.046226998584899974,
