drop_best_1,drop_best_1pct,drop_best_5pct,drop_worst_1pct,drop_worst_5pct,top1_share
-0.11528542872553202,-0.23810420628249682,-0.44567428490463884,-0.09878630083028268,-0.049128934873808684,
