object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f021,2,0.0010755553955030805,,,0,0,,,-0.10018457997622172,285,0.0027536231884057972,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f040,4,0.0010759721684490131,2.0,0.09067663019241803,391,386,0.2091334465237335,3.0293673412139728,-0.08249763533273155,286,0.0027632850241545897,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f031,2,0.0011164007044150992,,,0,0,,,-0.22398750302820006,287,0.0027729468599033817,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f028,5,0.001140810310902296,,,0,0,,,-0.16152008753853492,288,0.002782608695652174,True
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f030,5,0.0011736857643374066,,,0,0,,,-0.391199701626434,289,0.002792270531400966,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f017,24,0.0011772803327190218,14.0,0.038814656934110695,684,675,0.20864764620393295,4.060092174490288,-0.15729102688266258,290,0.0028019323671497585,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f007,5,0.001203982811459614,,,0,0,,,-0.19540252563132476,291,0.002811594202898551,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f007,5,0.0012165215574810873,,,0,0,,,-0.36524044468647615,292,0.0028212560386473434,True
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f021,2,0.001224611467785408,,,0,0,,,-0.14850806707979777,293,0.0028309178743961354,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f032,5,0.0013111139941890393,,,0,0,,,-0.22595369055072162,294,0.002840579710144928,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f011,46,0.0013206881849834318,28.0,0.12428121145772372,383,383,0.291379638057044,4.183459602958677,-0.15729102688266258,295,0.00285024154589372,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f040,5,0.0013629256415326196,,,0,0,,,-0.3737354389272471,296,0.0028599033816425123,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f004,5,0.0013891125897058654,2.0,0.20934918151872792,72,69,0.38405548882666185,2.4219049867238516,-0.15238831279984705,297,0.0028695652173913043,True
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f016,5,0.0013903564062189844,1.0,0.4339192971680592,52,52,0.4754131557997159,3.634915946580578,-0.03691241235634437,298,0.0028792270531400968,True
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f016,5,0.0014575286790918796,,,0,0,,,-0.15124934773689036,299,0.0028888888888888888,True
S31::555f488885b1,S31,M06_SESSION_TIME,f016,3,0.0014652743950609448,3.0,0.02435443344298839,36,36,0.2969379817916312,1.19574544898711,-0.25556162582555575,300,0.002898550724637681,True
SESS_B,SESS_B,M06_SESSION_TIME,f039,3,0.001465343088206783,,,0,0,,,-0.3656137311760934,301,0.0029082125603864736,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f040,5,0.0014767347479649473,,,0,0,,,-0.1687544865282243,302,0.002917874396135266,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f012,5,0.001484983695598796,,,0,0,,,-0.27062340875942975,303,0.002927536231884058,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f039,4,0.0015343142353163586,,,0,0,,,-0.22595369055072162,304,0.0029371980676328505,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f014,5,0.001535307848110623,,,0,0,,,-0.19540252563132476,305,0.0029468599033816425,True
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f037,2,0.0015734181454760687,,,0,0,,,-0.15406608716293854,306,0.002956521739130435,True
S12::061854e10b15,S12,M12_RANGE_ROTATION,f040,5,0.001614676436958451,,,0,0,,,-0.24240894300199123,307,0.0029661835748792274,True
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f039,4,0.0016227386210534434,,,0,0,,,-0.16257469442432315,308,0.0029758454106280194,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f043,5,0.0016231677452571702,,,0,0,,,-0.22398750302820006,309,0.002985507246376812,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f004,5,0.0016396673104734916,,,0,0,,,-0.17687497367340774,310,0.002995169082125604,True
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f027,5,0.0016551266157383004,4.0,0.02137461709205631,724,692,0.09264630684076279,3.5897263194880176,-0.05809888414133959,311,0.0030048309178743963,True
