family,si,ei,dir,entry_worse_atr,R
A_sweep_reclaim,202855,202856,-1,0.0,-1.0
A_sweep_reclaim,203080,203081,1,-0.0,-1.0
A_sweep_reclaim,203132,203133,1,-0.0,2.0
A_sweep_reclaim,203225,203226,-1,0.0,-1.0
A_sweep_reclaim,203333,203334,-1,0.0,-1.0
A_sweep_reclaim,203346,203347,1,-0.0,-1.0
A_sweep_reclaim,203474,203475,1,-0.0,2.0
A_sweep_reclaim,203492,203493,-1,0.0,-1.0
A_sweep_reclaim,203564,203565,-1,0.0,-1.0
A_sweep_reclaim,203676,203677,-1,0.0,-1.0
A_sweep_reclaim,203764,203765,-1,0.0,-1.0
A_sweep_reclaim,203926,203927,-1,0.0,-1.0
A_sweep_reclaim,203960,203961,1,-0.0,-1.0
A_sweep_reclaim,204055,204056,-1,0.0,-1.0
A_sweep_reclaim,204132,204133,1,-0.0,-1.0
A_sweep_reclaim,204140,204141,1,-0.0,-1.0
A_sweep_reclaim,204257,204258,-1,0.0,-1.0
A_sweep_reclaim,204308,204309,1,-0.0,-1.0
A_sweep_reclaim,204497,204498,1,-0.0,-1.0
A_sweep_reclaim,204522,204523,1,-0.0,2.0
A_sweep_reclaim,204810,204811,1,-0.0,-1.0
A_sweep_reclaim,204835,204836,1,-0.0,-1.0
A_sweep_reclaim,204937,204938,1,-0.0,2.0
A_sweep_reclaim,205229,205230,1,-0.0,2.0
A_sweep_reclaim,205237,205238,-1,0.0,2.0
A_sweep_reclaim,205398,205399,1,-0.0,-1.0
A_sweep_reclaim,205432,205433,1,-0.0,-1.0
A_sweep_reclaim,205555,205556,-1,0.0,-1.0
A_sweep_reclaim,205576,205577,-1,0.0,2.0
A_sweep_reclaim,205679,205680,-1,0.0,-1.0
A_sweep_reclaim,205802,205803,-1,0.0,-1.0
A_sweep_reclaim,205908,205909,-1,0.0,-1.0
A_sweep_reclaim,205969,205970,-1,0.0,-1.0
A_sweep_reclaim,206053,206054,1,-0.0,-1.0
A_sweep_reclaim,206112,206113,1,-0.0,-1.0
A_sweep_reclaim,206164,206165,1,-0.0,-1.0
A_sweep_reclaim,206215,206216,-1,0.0,2.0
A_sweep_reclaim,206395,206396,-1,0.0,-1.0
A_sweep_reclaim,206444,206445,-1,0.0,-1.0
A_sweep_reclaim,206600,206601,-1,0.0,-1.0
A_sweep_reclaim,206701,206702,1,-0.0,-1.0
A_sweep_reclaim,206763,206764,-1,0.0,-1.0
A_sweep_reclaim,206975,206976,1,-0.0,2.0
A_sweep_reclaim,207172,207173,1,-0.0,-1.0
A_sweep_reclaim,207260,207261,1,-0.0,-1.0
A_sweep_reclaim,207280,207281,1,-0.0,-1.0
A_sweep_reclaim,207303,207304,1,-0.0,-1.0
A_sweep_reclaim,207341,207342,-1,0.0,-0.44051082656170065
A_sweep_reclaim,207549,207550,-1,0.0,-1.0
A_sweep_reclaim,207714,207715,-1,0.0,2.0
A_sweep_reclaim,207919,207920,-1,0.0,2.0
A_sweep_reclaim,208252,208253,-1,0.0,-1.0
A_sweep_reclaim,208468,208469,-1,0.0,2.0
A_sweep_reclaim,208576,208577,-1,0.0,2.0
A_sweep_reclaim,208718,208719,1,-0.0,-1.0
A_sweep_reclaim,208752,208753,1,-0.0,-1.0
A_sweep_reclaim,208912,208913,-1,0.0,-1.0
A_sweep_reclaim,209035,209036,-1,0.0,-1.0
A_sweep_reclaim,209156,209157,-1,0.0,-1.0
A_sweep_reclaim,209219,209220,-1,0.0,-1.0
A_sweep_reclaim,209432,209433,-1,0.0,-1.0
A_sweep_reclaim,209605,209606,1,-0.0,2.0
A_sweep_reclaim,209687,209688,1,-0.0,-1.0
A_sweep_reclaim,210121,210122,-1,0.0,-1.0
A_sweep_reclaim,210146,210147,-1,0.0,2.0
A_sweep_reclaim,210174,210175,1,-0.0,-1.0
A_sweep_reclaim,210182,210183,1,-0.0,-1.0
A_sweep_reclaim,210367,210368,1,-0.0,1.6581961597303299
A_sweep_reclaim,210694,210695,1,-0.0,-1.0
A_sweep_reclaim,210725,210726,-1,0.0,-1.0
A_sweep_reclaim,210823,210824,-1,0.0,-1.0
A_sweep_reclaim,210841,210842,1,-0.0,-0.19955409194455676
A_sweep_reclaim,211148,211149,-1,0.0,2.0
A_sweep_reclaim,211191,211192,1,-0.0,-1.0
A_sweep_reclaim,211267,211268,1,-0.0,2.0
A_sweep_reclaim,211626,211627,1,-0.0,2.0
A_sweep_reclaim,211828,211829,1,-0.0,-1.0
A_sweep_reclaim,211926,211927,1,-0.0,2.0
A_sweep_reclaim,211970,211971,1,-0.0,-1.0
A_sweep_reclaim,212013,212014,1,-0.0,-1.0
A_sweep_reclaim,212211,212212,1,-0.0,-1.0
A_sweep_reclaim,212293,212294,1,-0.0,-0.13276211167116628
A_sweep_reclaim,212413,212414,1,-0.0,2.0
A_sweep_reclaim,212499,212500,1,-0.0,-1.0
A_sweep_reclaim,212542,212543,1,-0.0,2.0
A_sweep_reclaim,212581,212582,-1,0.0,-1.0
A_sweep_reclaim,212686,212687,1,-0.0,2.0
A_sweep_reclaim,212801,212802,1,-0.0,2.0
A_sweep_reclaim,212841,212842,1,-0.0,2.0
A_sweep_reclaim,213037,213038,-1,0.0,-1.0
A_sweep_reclaim,213182,213183,1,-0.0,-1.0
A_sweep_reclaim,213299,213300,-1,0.0,-1.0
A_sweep_reclaim,213409,213410,-1,0.0,-1.0
A_sweep_reclaim,213433,213434,-1,0.0,-1.0
A_sweep_reclaim,213545,213546,1,-0.0,2.0
A_sweep_reclaim,213661,213662,1,-0.0,0.2543367325327905
A_sweep_reclaim,213830,213831,-1,0.0,-1.0
A_sweep_reclaim,213887,213888,-1,0.0,2.0
A_sweep_reclaim,214019,214020,1,-0.0,-1.0
A_sweep_reclaim,214030,214031,1,-0.0,-1.0
A_sweep_reclaim,214122,214123,1,-0.0,2.0
A_sweep_reclaim,214211,214212,1,-0.0,-0.4275521536939375
A_sweep_reclaim,214359,214360,1,-0.0,-1.0
A_sweep_reclaim,214493,214494,-1,0.0,-1.0
A_sweep_reclaim,214769,214770,-1,0.0,2.0
A_sweep_reclaim,214832,214833,1,-0.0,-1.0
A_sweep_reclaim,214872,214873,1,-0.0,-1.0
A_sweep_reclaim,214913,214914,1,-0.0,0.8260625197454562
A_sweep_reclaim,215128,215129,-1,0.0,-1.0
A_sweep_reclaim,215239,215240,-1,0.0,-1.0
A_sweep_reclaim,215378,215379,1,-0.0,-1.0
A_sweep_reclaim,215707,215708,1,-0.0,-1.0
A_sweep_reclaim,215842,215843,1,-0.0,-1.0
A_sweep_reclaim,215996,215997,1,-0.0,2.0
A_sweep_reclaim,216120,216121,1,-0.0,2.0
A_sweep_reclaim,216374,216375,-1,0.0,2.0
A_sweep_reclaim,216390,216391,1,-0.0,-1.0
A_sweep_reclaim,216528,216529,-1,0.0,-1.0
A_sweep_reclaim,216553,216554,-1,0.0,2.0
A_sweep_reclaim,216677,216678,1,-0.0,1.1582708960488144
A_sweep_reclaim,216837,216838,1,-0.0,2.0
A_sweep_reclaim,217031,217032,1,-0.0,-1.0
A_sweep_reclaim,217054,217055,-1,0.0,-1.0
A_sweep_reclaim,217116,217117,1,-0.0,-1.0
A_sweep_reclaim,217146,217147,1,-0.0,0.6727925644275238
A_sweep_reclaim,217322,217323,1,-0.0,0.5561131098396275
A_sweep_reclaim,217443,217444,1,-0.0,-1.0
A_sweep_reclaim,217629,217630,1,-0.0,-1.0
A_sweep_reclaim,217659,217660,1,-0.0,-1.0
A_sweep_reclaim,217727,217728,1,-0.0,-1.0
A_sweep_reclaim,217881,217882,-1,0.0,-1.0
A_sweep_reclaim,218057,218058,1,-0.0,0.37219152817870704
A_sweep_reclaim,218195,218196,1,-0.0,2.0
A_sweep_reclaim,218302,218303,1,-0.0,-1.0
A_sweep_reclaim,218613,218614,1,-0.0,-0.137253050192693
A_sweep_reclaim,218714,218715,1,-0.0,2.0
A_sweep_reclaim,218789,218790,-1,0.0,-1.0
A_sweep_reclaim,218798,218799,-1,0.0,-1.0
A_sweep_reclaim,218942,218943,1,-0.0,-1.0
A_sweep_reclaim,219050,219051,-1,0.0,-1.0
A_sweep_reclaim,219143,219144,1,-0.0,2.0
A_sweep_reclaim,219369,219370,1,-0.0,-1.0
A_sweep_reclaim,219391,219392,1,-0.0,2.0
A_sweep_reclaim,219692,219693,-1,0.0,-1.0
A_sweep_reclaim,219852,219853,-1,0.0,2.0
A_sweep_reclaim,219893,219894,-1,0.0,-1.0
A_sweep_reclaim,220060,220061,1,-0.0,-1.0
A_sweep_reclaim,220126,220127,1,-0.0,0.3668164732114479
A_sweep_reclaim,220254,220255,-1,0.0,-1.0
A_sweep_reclaim,220305,220306,-1,0.0,2.0
A_sweep_reclaim,220332,220333,1,-0.0,-1.0
A_sweep_reclaim,220434,220435,1,-0.0,2.0
A_sweep_reclaim,220483,220484,-1,0.0,-1.0
A_sweep_reclaim,220693,220694,-1,0.0,2.0
A_sweep_reclaim,220818,220819,-1,0.0,2.0
A_sweep_reclaim,220947,220948,1,-0.0,0.8703178544864204
A_sweep_reclaim,221071,221072,1,-0.0,2.0
A_sweep_reclaim,221089,221090,-1,0.0,-1.0
A_sweep_reclaim,221198,221199,-1,0.0,0.1188751395387485
A_sweep_reclaim,221329,221330,1,-0.0,-1.0
A_sweep_reclaim,221360,221361,1,-0.0,-1.0
A_sweep_reclaim,221437,221438,1,-0.0,-1.0
A_sweep_reclaim,221496,221497,1,-0.0,2.0
A_sweep_reclaim,221558,221559,-1,0.0,2.0
A_sweep_reclaim,221651,221652,1,-0.0,-1.0
A_sweep_reclaim,221689,221690,1,-0.0,-1.0
A_sweep_reclaim,221780,221781,-1,0.0,-1.0
A_sweep_reclaim,221890,221891,1,-0.0,-1.0
A_sweep_reclaim,221945,221946,-1,0.0,2.0
A_sweep_reclaim,221994,221995,1,-0.0,-1.0
A_sweep_reclaim,222048,222049,-1,0.0,2.0
A_sweep_reclaim,222205,222206,1,-0.0,-1.0
A_sweep_reclaim,222243,222244,-1,0.0,2.0
A_sweep_reclaim,222259,222260,1,-0.0,2.0
A_sweep_reclaim,222358,222359,1,-0.0,0.08858901888527747
A_sweep_reclaim,222481,222482,1,-0.0,-1.0
A_sweep_reclaim,222617,222618,1,-0.0,2.0
A_sweep_reclaim,222713,222714,1,-0.0,-1.0
A_sweep_reclaim,222723,222724,1,-0.0,-1.0
A_sweep_reclaim,222768,222769,-1,0.0,2.0
A_sweep_reclaim,222896,222897,1,-0.0,-1.0
A_sweep_reclaim,223156,223157,1,-0.0,-1.0
A_sweep_reclaim,223277,223278,-1,0.0,0.5774634593826568
A_sweep_reclaim,223485,223486,1,-0.0,-1.0
A_sweep_reclaim,223664,223665,1,-0.0,2.0
A_sweep_reclaim,223804,223805,1,-0.0,-0.0482313929507127
A_sweep_reclaim,223909,223910,1,-0.0,0.5287274044813117
A_sweep_reclaim,224104,224105,1,-0.0,2.0
A_sweep_reclaim,224188,224189,-1,0.0,-1.0
A_sweep_reclaim,224224,224225,1,-0.0,0.5849973210570626
A_sweep_reclaim,224409,224410,1,-0.0,2.0
A_sweep_reclaim,224567,224568,1,-0.0,-1.0
A_sweep_reclaim,224590,224591,1,-0.0,0.8314515375782331
A_sweep_reclaim,224916,224917,-1,0.0,-1.0
A_sweep_reclaim,224935,224936,-1,0.0,1.3701985149793305
A_sweep_reclaim,225068,225069,-1,0.0,-1.0
A_sweep_reclaim,225171,225172,1,-0.0,2.0
A_sweep_reclaim,225332,225333,1,-0.0,-1.0
A_sweep_reclaim,225419,225420,1,-0.0,-1.0
A_sweep_reclaim,225514,225515,1,-0.0,2.0
A_sweep_reclaim,225608,225609,1,-0.0,-1.0
A_sweep_reclaim,225731,225732,1,-0.0,-0.36672606128722557
A_sweep_reclaim,225853,225854,-1,0.0,-1.0
A_sweep_reclaim,225991,225992,1,-0.0,-1.0
A_sweep_reclaim,226047,226048,-1,0.0,2.0
A_sweep_reclaim,226140,226141,-1,0.0,2.0
A_sweep_reclaim,226447,226448,1,-0.0,2.0
A_sweep_reclaim,226497,226498,1,-0.0,2.0
A_sweep_reclaim,226596,226597,1,-0.0,2.0
A_sweep_reclaim,226740,226741,-1,0.0,2.0
A_sweep_reclaim,226802,226803,1,-0.0,-1.0
A_sweep_reclaim,226827,226828,1,-0.0,2.0
A_sweep_reclaim,226896,226897,1,-0.0,-1.0
A_sweep_reclaim,226909,226910,1,-0.0,-1.0
A_sweep_reclaim,227079,227080,1,-0.0,-1.0
A_sweep_reclaim,227187,227188,1,-0.0,-1.0
A_sweep_reclaim,227223,227224,1,-0.0,2.0
A_sweep_reclaim,227328,227329,1,-0.0,2.0
A_sweep_reclaim,227435,227436,1,-0.0,-1.0
A_sweep_reclaim,227507,227508,-1,0.0,2.0
A_sweep_reclaim,227559,227560,1,-0.0,-1.0
A_sweep_reclaim,227802,227803,-1,0.0,2.0
A_sweep_reclaim,227852,227853,1,-0.0,-1.0
A_sweep_reclaim,227897,227898,-1,0.0,-1.0
A_sweep_reclaim,227914,227915,-1,0.0,-1.0
A_sweep_reclaim,227965,227966,1,-0.0,-1.0
A_sweep_reclaim,228087,228088,1,-0.0,-1.0
A_sweep_reclaim,228260,228261,1,-0.0,-1.0
A_sweep_reclaim,228548,228549,-1,0.0,2.0
A_sweep_reclaim,228597,228598,1,-0.0,-1.0
A_sweep_reclaim,228689,228690,-1,0.0,-1.0
A_sweep_reclaim,228756,228757,1,-0.0,0.3615511959953897
A_sweep_reclaim,228888,228889,1,-0.0,-1.0
A_sweep_reclaim,229029,229030,1,-0.0,0.9401235262576154
A_sweep_reclaim,229160,229161,1,-0.0,-1.0
A_sweep_reclaim,229259,229260,1,-0.0,-1.0
A_sweep_reclaim,229307,229308,1,-0.0,-1.0
A_sweep_reclaim,229399,229400,1,-0.0,-1.0
A_sweep_reclaim,229531,229532,-1,0.0,-1.0
A_sweep_reclaim,229653,229654,1,-0.0,-1.0
A_sweep_reclaim,229718,229719,1,-0.0,-1.0
A_sweep_reclaim,229756,229757,1,-0.0,-1.0
A_sweep_reclaim,229897,229898,-1,0.0,-1.0
A_sweep_reclaim,230000,230001,1,-0.0,-1.0
A_sweep_reclaim,230050,230051,-1,0.0,-1.0
A_sweep_reclaim,230405,230406,1,-0.0,-1.0
A_sweep_reclaim,230542,230543,1,-0.0,-1.0
A_sweep_reclaim,230728,230729,1,-0.0,2.0
A_sweep_reclaim,230823,230824,1,-0.0,2.0
A_sweep_reclaim,230911,230912,1,-0.0,-1.0
A_sweep_reclaim,230959,230960,1,-0.0,-1.0
A_sweep_reclaim,231005,231006,1,-0.0,-1.0
A_sweep_reclaim,231037,231038,1,-0.0,1.1417659944422118
A_sweep_reclaim,231190,231191,-1,0.0,2.0
A_sweep_reclaim,231392,231393,1,-0.0,-1.0
A_sweep_reclaim,231461,231462,-1,0.0,-1.0
A_sweep_reclaim,231596,231597,1,-0.0,2.0
A_sweep_reclaim,231665,231666,1,-0.0,-1.0
A_sweep_reclaim,231718,231719,-1,0.0,2.0
A_sweep_reclaim,231831,231832,-1,0.0,-1.0
A_sweep_reclaim,231852,231853,-1,0.0,-1.0
A_sweep_reclaim,231961,231962,1,-0.0,2.0
A_sweep_reclaim,232022,232023,-1,0.0,2.0
A_sweep_reclaim,232032,232033,1,-0.0,-1.0
A_sweep_reclaim,232041,232042,1,-0.0,-1.0
A_sweep_reclaim,232106,232107,1,-0.0,2.0
A_sweep_reclaim,232406,232407,1,-0.0,-1.0
A_sweep_reclaim,232480,232481,1,-0.0,2.0
A_sweep_reclaim,232562,232563,1,-0.0,-1.0
A_sweep_reclaim,232604,232605,1,-0.0,2.0
A_sweep_reclaim,232677,232678,-1,0.0,-1.0
A_sweep_reclaim,232706,232707,-1,0.0,-1.0
A_sweep_reclaim,232879,232880,1,-0.0,-1.0
A_sweep_reclaim,232917,232918,-1,0.0,-1.0
A_sweep_reclaim,232938,232939,1,-0.0,-1.0
A_sweep_reclaim,232978,232979,1,-0.0,-0.2300439391449726
A_sweep_reclaim,233093,233094,1,-0.0,-1.0
A_sweep_reclaim,233122,233123,1,-0.0,2.0
A_sweep_reclaim,233211,233212,-1,0.0,2.0
A_sweep_reclaim,233301,233302,1,-0.0,2.0
A_sweep_reclaim,233463,233464,1,-0.0,-1.0
A_sweep_reclaim,233602,233603,1,-0.0,-1.0
A_sweep_reclaim,233676,233677,-1,0.0,-1.0
A_sweep_reclaim,233746,233747,-1,0.0,-1.0
A_sweep_reclaim,233800,233801,1,-0.0,0.47702816809925086
A_sweep_reclaim,234297,234298,-1,0.0,-1.0
A_sweep_reclaim,234304,234305,-1,0.0,2.0
A_sweep_reclaim,234333,234334,1,-0.0,-1.0
A_sweep_reclaim,234416,234417,1,-0.0,-1.0
A_sweep_reclaim,234464,234465,-1,0.0,-1.0
A_sweep_reclaim,234620,234621,1,-0.0,-0.28440955840878346
A_sweep_reclaim,234727,234728,1,-0.0,-1.0
A_sweep_reclaim,235016,235017,1,-0.0,2.0
A_sweep_reclaim,235076,235077,1,-0.0,-1.0
A_sweep_reclaim,235115,235116,-1,0.0,-1.0
A_sweep_reclaim,235156,235157,1,-0.0,-1.0
A_sweep_reclaim,235194,235195,-1,0.0,-1.0
A_sweep_reclaim,235267,235268,-1,0.0,2.0
A_sweep_reclaim,235410,235411,-1,0.0,-1.0
A_sweep_reclaim,235486,235487,-1,0.0,2.0
A_sweep_reclaim,235601,235602,-1,0.0,2.0
A_sweep_reclaim,235613,235614,1,-0.0,-1.0
A_sweep_reclaim,235681,235682,-1,0.0,2.0
A_sweep_reclaim,235803,235804,1,-0.0,-1.0
A_sweep_reclaim,235829,235830,1,-0.0,2.0
A_sweep_reclaim,235930,235931,-1,0.0,-1.0
A_sweep_reclaim,236122,236123,-1,0.0,-1.0
A_sweep_reclaim,236192,236193,-1,0.0,-1.0
A_sweep_reclaim,236314,236315,-1,0.0,-1.0
A_sweep_reclaim,236506,236507,1,-0.0,-1.0
A_sweep_reclaim,236535,236536,1,-0.0,0.5508277357113416
A_sweep_reclaim,236666,236667,-1,0.0,-1.0
A_sweep_reclaim,236680,236681,1,-0.0,2.0
A_sweep_reclaim,236790,236791,1,-0.0,-1.0
A_sweep_reclaim,236821,236822,1,-0.0,-1.0
A_sweep_reclaim,236938,236939,-1,0.0,-1.0
A_sweep_reclaim,236976,236977,1,-0.0,2.0
A_sweep_reclaim,237007,237008,1,-0.0,-1.0
A_sweep_reclaim,237140,237141,1,-0.0,-1.0
A_sweep_reclaim,237247,237248,1,-0.0,-1.0
A_sweep_reclaim,237290,237291,-1,0.0,-1.0
A_sweep_reclaim,237318,237319,-1,0.0,-1.0
A_sweep_reclaim,237362,237363,1,-0.0,-1.0
A_sweep_reclaim,237496,237497,1,-0.0,2.0
A_sweep_reclaim,237552,237553,1,-0.0,-1.0
A_sweep_reclaim,237569,237570,1,-0.0,2.0
A_sweep_reclaim,237704,237705,1,-0.0,-1.0
A_sweep_reclaim,237753,237754,1,-0.0,-1.0
A_sweep_reclaim,237841,237842,-1,0.0,0.7145486796746491
A_sweep_reclaim,237968,237969,-1,0.0,-1.0
A_sweep_reclaim,238078,238079,-1,0.0,-1.0
A_sweep_reclaim,238367,238368,1,-0.0,-1.0
A_sweep_reclaim,238378,238379,1,-0.0,2.0
A_sweep_reclaim,238521,238522,1,-0.0,-1.0
A_sweep_reclaim,238698,238699,1,-0.0,-1.0
A_sweep_reclaim,238778,238779,-1,0.0,-1.0
A_sweep_reclaim,238811,238812,-1,0.0,-1.0
A_sweep_reclaim,238888,238889,-1,0.0,-1.0
A_sweep_reclaim,238935,238936,1,-0.0,-1.0
A_sweep_reclaim,239042,239043,1,-0.0,0.163084163916699
A_sweep_reclaim,239159,239160,1,-0.0,1.1265212070604582
A_sweep_reclaim,239280,239281,1,-0.0,-1.0
A_sweep_reclaim,239484,239485,1,-0.0,1.1760552996215279
A_sweep_reclaim,239639,239640,1,-0.0,-1.0
A_sweep_reclaim,239685,239686,1,-0.0,2.0
A_sweep_reclaim,239806,239807,1,-0.0,-1.0
A_sweep_reclaim,239851,239852,-1,0.0,0.07585088746349274
A_sweep_reclaim,239991,239992,-1,0.0,-1.0
A_sweep_reclaim,240060,240061,1,-0.0,-1.0
A_sweep_reclaim,240173,240174,1,-0.0,-1.0
A_sweep_reclaim,240356,240357,1,-0.0,2.0
A_sweep_reclaim,240388,240389,1,-0.0,0.03153092282644338
A_sweep_reclaim,240917,240918,-1,0.0,-1.0
A_sweep_reclaim,240923,240924,-1,0.0,2.0
A_sweep_reclaim,240940,240941,1,-0.0,-1.0
A_sweep_reclaim,241034,241035,-1,0.0,-1.0
A_sweep_reclaim,241164,241165,1,-0.0,-1.0
A_sweep_reclaim,241234,241235,-1,0.0,1.2117719149834096
A_sweep_reclaim,241450,241451,-1,0.0,2.0
A_sweep_reclaim,241490,241491,-1,0.0,2.0
A_sweep_reclaim,241634,241635,-1,0.0,-1.0
A_sweep_reclaim,241676,241677,1,-0.0,-1.0
A_sweep_reclaim,241723,241724,-1,0.0,2.0
A_sweep_reclaim,241860,241861,-1,0.0,-1.0
A_sweep_reclaim,241887,241888,-1,0.0,-1.0
A_sweep_reclaim,241900,241901,-1,0.0,2.0
A_sweep_reclaim,242032,242033,1,-0.0,-1.0
A_sweep_reclaim,242044,242045,1,-0.0,-1.0
A_sweep_reclaim,242110,242111,1,-0.0,2.0
A_sweep_reclaim,242192,242193,1,-0.0,-1.0
A_sweep_reclaim,242279,242280,-1,0.0,-1.0
A_sweep_reclaim,242366,242367,-1,0.0,-0.22694437187400046
A_sweep_reclaim,242481,242482,1,-0.0,-1.0
A_sweep_reclaim,242506,242507,-1,0.0,-1.0
A_sweep_reclaim,242591,242592,1,-0.0,0.656542246064341
A_sweep_reclaim,242759,242760,1,-0.0,-1.0
A_sweep_reclaim,242776,242777,1,-0.0,-1.0
A_sweep_reclaim,242962,242963,-1,0.0,-1.0
A_sweep_reclaim,243053,243054,1,-0.0,-0.18815886362647571
A_sweep_reclaim,243170,243171,-1,0.0,-1.0
A_sweep_reclaim,243685,243686,-1,0.0,2.0
A_sweep_reclaim,243727,243728,-1,0.0,-1.0
A_sweep_reclaim,243745,243746,-1,0.0,-1.0
A_sweep_reclaim,243833,243834,1,-0.0,2.0
A_sweep_reclaim,244021,244022,-1,0.0,2.0
A_sweep_reclaim,244036,244037,1,-0.0,2.0
A_sweep_reclaim,244187,244188,-1,0.0,-1.0
A_sweep_reclaim,244293,244294,-1,0.0,-1.0
A_sweep_reclaim,244347,244348,1,-0.0,2.0
A_sweep_reclaim,244435,244436,-1,0.0,-0.6377511357115188
A_sweep_reclaim,244683,244684,-1,0.0,-1.0
A_sweep_reclaim,244713,244714,1,-0.0,-1.0
A_sweep_reclaim,244941,244942,1,-0.0,-1.0
A_sweep_reclaim,244986,244987,-1,0.0,0.14576500598676442
A_sweep_reclaim,245277,245278,1,-0.0,-1.0
A_sweep_reclaim,245356,245357,-1,0.0,-1.0
A_sweep_reclaim,245420,245421,-1,0.0,-1.0
A_sweep_reclaim,245507,245508,-1,0.0,2.0
A_sweep_reclaim,245582,245583,-1,0.0,0.0170338800397721
A_sweep_reclaim,245761,245762,1,-0.0,-1.0
A_sweep_reclaim,245967,245968,1,-0.0,0.7802596734314475
A_sweep_reclaim,246118,246119,-1,0.0,2.0
A_sweep_reclaim,246220,246221,1,-0.0,-1.0
A_sweep_reclaim,246294,246295,-1,0.0,-1.0
A_sweep_reclaim,246311,246312,-1,0.0,1.6688530385917457
A_sweep_reclaim,246489,246490,1,-0.0,-1.0
A_sweep_reclaim,246514,246515,1,-0.0,-1.0
A_sweep_reclaim,246635,246636,1,-0.0,-1.0
A_sweep_reclaim,246858,246859,-1,0.0,-1.0
A_sweep_reclaim,247004,247005,1,-0.0,2.0
A_sweep_reclaim,247074,247075,1,-0.0,2.0
A_sweep_reclaim,247238,247239,1,-0.0,-1.0
A_sweep_reclaim,247273,247274,-1,0.0,-1.0
A_sweep_reclaim,247393,247394,1,-0.0,2.0
A_sweep_reclaim,247473,247474,1,-0.0,-1.0
A_sweep_reclaim,247514,247515,1,-0.0,-1.0
A_sweep_reclaim,247590,247591,1,-0.0,2.0
A_sweep_reclaim,247646,247647,-1,0.0,-1.0
A_sweep_reclaim,247737,247738,-1,0.0,-1.0
A_sweep_reclaim,247741,247742,-1,0.0,2.0
A_sweep_reclaim,247774,247775,1,-0.0,-1.0
A_sweep_reclaim,247829,247830,-1,0.0,-1.0
A_sweep_reclaim,247879,247880,-1,0.0,-1.0
A_sweep_reclaim,247943,247944,-1,0.0,-1.0
A_sweep_reclaim,248077,248078,1,-0.0,-1.0
A_sweep_reclaim,248152,248153,-1,0.0,-1.0
A_sweep_reclaim,248173,248174,-1,0.0,-1.0
A_sweep_reclaim,248261,248262,1,-0.0,2.0
A_sweep_reclaim,248336,248337,-1,0.0,-1.0
A_sweep_reclaim,248382,248383,-1,0.0,2.0
A_sweep_reclaim,248427,248428,1,-0.0,2.0
A_sweep_reclaim,248485,248486,1,-0.0,-1.0
A_sweep_reclaim,248495,248496,1,-0.0,-1.0
A_sweep_reclaim,248546,248547,1,-0.0,-0.33316010906012056
A_sweep_reclaim,248671,248672,1,-0.0,-0.1681877444589146
A_sweep_reclaim,248857,248858,1,-0.0,2.0
A_sweep_reclaim,248932,248933,1,-0.0,-1.0
A_sweep_reclaim,248975,248976,1,-0.0,-1.0
A_sweep_reclaim,249176,249177,1,-0.0,2.0
A_sweep_reclaim,249287,249288,-1,0.0,2.0
A_sweep_reclaim,249437,249438,1,-0.0,-1.0
A_sweep_reclaim,249575,249576,-1,0.0,-1.0
A_sweep_reclaim,249794,249795,1,-0.0,0.691273124518746
A_sweep_reclaim,249895,249896,1,-0.0,-1.0
A_sweep_reclaim,249965,249966,-1,0.0,-1.0
A_sweep_reclaim,250073,250074,-1,0.0,-1.0
A_sweep_reclaim,250114,250115,-1,0.0,-1.0
A_sweep_reclaim,250204,250205,-1,0.0,-1.0
A_sweep_reclaim,250278,250279,1,-0.0,-1.0
A_sweep_reclaim,250412,250413,1,-0.0,-1.0
A_sweep_reclaim,250431,250432,1,-0.0,2.0
A_sweep_reclaim,250557,250558,-1,0.0,-1.0
A_sweep_reclaim,250864,250865,-1,0.0,2.0
A_sweep_reclaim,250898,250899,-1,0.0,-1.0
A_sweep_reclaim,251094,251095,-1,0.0,-1.0
A_sweep_reclaim,251304,251305,1,-0.0,0.09319356865351569
A_sweep_reclaim,251505,251506,1,-0.0,2.0
A_sweep_reclaim,251580,251581,-1,0.0,2.0
A_sweep_reclaim,251663,251664,1,-0.0,1.5211689005144229
A_sweep_reclaim,251810,251811,1,-0.0,2.0
A_sweep_reclaim,251874,251875,-1,0.0,-1.0
A_sweep_reclaim,251921,251922,1,-0.0,2.0
A_sweep_reclaim,252126,252127,1,-0.0,-1.0
A_sweep_reclaim,252149,252150,1,-0.0,2.0
A_sweep_reclaim,252256,252257,1,-0.0,-1.0
A_sweep_reclaim,252291,252292,1,-0.0,-1.0
A_sweep_reclaim,252427,252428,1,-0.0,-1.0
A_sweep_reclaim,252485,252486,1,-0.0,-1.0
A_sweep_reclaim,252590,252591,1,-0.0,0.41060350359602144
A_sweep_reclaim,252740,252741,1,-0.0,-1.0
A_sweep_reclaim,252821,252822,1,-0.0,-1.0
A_sweep_reclaim,252981,252982,1,-0.0,2.0
A_sweep_reclaim,253097,253098,-1,0.0,-1.0
A_sweep_reclaim,253257,253258,1,-0.0,-1.0
A_sweep_reclaim,253286,253287,1,-0.0,-1.0
A_sweep_reclaim,253328,253329,1,-0.0,-1.0
A_sweep_reclaim,253379,253380,1,-0.0,-1.0
A_sweep_reclaim,253434,253435,1,-0.0,2.0
A_sweep_reclaim,253548,253549,1,-0.0,2.0
