object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig,feature_name
S6::7199b701458a,S6,M06_SESSION_TIME,f036,3,1.0,,,0,0,,,-0.5031640871587263,2453,0.0237004830917874,False,dist_prev_sess_low_atr
S30::282a94fa23d8,S30,M06_SESSION_TIME,f030,5,1.0,,,0,0,,,-0.146454009554978,2454,0.0237101449275362,False,rloc_96
S30::282a94fa23d8,S30,M06_SESSION_TIME,f014,5,1.0,,,0,0,,,-0.146454009554978,2455,0.023719806763285,False,bars_since_20bar_low
S30::282a94fa23d8,S30,M06_SESSION_TIME,f010,5,1.0,,,0,0,,,-0.146454009554978,2456,0.0237294685990338,False,bars_since_20bar_high
S30::282a94fa23d8,S30,M06_SESSION_TIME,f007,5,1.0,,,0,0,,,-0.146454009554978,2457,0.0237391304347826,False,ret_96_atr
S30::282a94fa23d8,S30,M06_SESSION_TIME,f006,5,1.0,,,0,0,,,-0.146454009554978,2458,0.0237487922705314,False,realvol_ratio
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f046,2,1.0,,,0,0,,,-0.2259536905507216,2459,0.0237584541062801,False,h4_trend_state
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f042,5,1.0,,,0,0,,,-0.2259536905507216,2460,0.0237681159420289,False,dist_pdmid_atr
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f035,5,1.0,,,0,0,,,-0.2259536905507216,2461,0.0237777777777777,False,dist_pdh_atr
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f034,3,1.0,,,0,0,,,-0.2259536905507216,2462,0.0237874396135265,False,run_len_same_dir
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f031,2,1.0,,,0,0,,,-0.2259536905507216,2463,0.0237971014492753,False,d1_trend_state
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f030,5,1.0,,,0,0,,,-0.2259536905507216,2464,0.0238067632850241,False,rloc_96
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f023,5,1.0,,,0,0,,,-0.2259536905507216,2465,0.0238164251207729,False,dist_pwh_atr
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f009,5,1.0,,,0,0,,,-0.2259536905507216,2466,0.0238260869565217,False,dist_pdl_atr
S6::a461ec93f607,S6,M06_SESSION_TIME,f021,2,1.0,,,0,0,,,-0.5128074236968724,2467,0.0238357487922705,False,fvg_present
S6::a461ec93f607,S6,M06_SESSION_TIME,f011,6,1.0,,,0,0,,,-0.5128074236968724,2468,0.0238454106280193,False,halfhour_bucket_utc
S6::a461ec93f607,S6,M06_SESSION_TIME,f008,4,1.0,,,0,0,,,-0.5128074236968724,2469,0.0238550724637681,False,dist_vwap_atr
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f006,5,1.0,,,0,0,,,-0.2259536905507216,2470,0.0238647342995169,False,realvol_ratio
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f004,5,1.0,,,0,0,,,-0.2259536905507216,2471,0.0238743961352657,False,dist_or_low_atr
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f044,5,1.0,,,0,0,,,-0.1792331034018087,2472,0.0238840579710144,False,week_of_month
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f043,5,1.0,,,0,0,,,-0.1792331034018087,2473,0.0238937198067632,False,dist_or_high_atr
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f040,5,1.0,,,0,0,,,-0.1792331034018087,2474,0.023903381642512,False,bar_in_sess
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f038,5,1.0,,,0,0,,,-0.1792331034018087,2475,0.0239130434782608,False,ret_4_atr
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f034,3,1.0,,,0,0,,,-0.1792331034018087,2476,0.0239227053140096,False,run_len_same_dir
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f033,5,1.0,,,0,0,,,-0.1792331034018087,2477,0.0239323671497584,False,rloc_sess
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f028,5,1.0,,,0,0,,,-0.1792331034018087,2478,0.0239420289855072,False,dist_prev_sess_high_atr
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f013,5,1.0,,,0,0,,,-0.1792331034018087,2479,0.023951690821256,False,vol_rel_20
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f006,5,1.0,,,0,0,,,-0.1792331034018087,2480,0.0239613526570048,False,realvol_ratio
S6::a461ec93f607,S6,M06_SESSION_TIME,f040,4,1.0,,,0,0,,,-0.5128074236968724,2481,0.0239710144927536,False,bar_in_sess
S6::a461ec93f607,S6,M06_SESSION_TIME,f037,2,1.0,,,0,0,,,-0.5128074236968724,2482,0.0239806763285024,False,disp_recent
S6::a461ec93f607,S6,M06_SESSION_TIME,f036,4,1.0,,,0,0,,,-0.5128074236968724,2483,0.0239903381642512,False,dist_prev_sess_low_atr
S6::a461ec93f607,S6,M06_SESSION_TIME,f032,5,1.0,,,0,0,,,-0.5128074236968724,2484,0.024,False,efficiency_24h
S6::a461ec93f607,S6,M06_SESSION_TIME,f026,3,1.0,,,0,0,,,-0.5128074236968724,2485,0.0240096618357487,False,rloc_50
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f034,3,1.0,,,0,0,,,-0.1540660871629385,2486,0.0240193236714975,False,run_len_same_dir
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f030,5,1.0,,,0,0,,,-0.1540660871629385,2487,0.0240289855072463,False,rloc_96
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f026,5,1.0,,,0,0,,,-0.1540660871629385,2488,0.0240386473429951,False,rloc_50
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f024,2,1.0,,,0,0,,,-0.1540660871629385,2489,0.0240483091787439,False,h1_trend_state
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f020,5,1.0,2.0,0.0572600739105957,59,59,0.2285474918792504,1.1948759256530384,-0.1540660871629385,2490,0.0240579710144927,False,mtf_alignment
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f013,5,1.0,,,0,0,,,-0.1540660871629385,2491,0.0240676328502415,False,vol_rel_20
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f006,5,1.0,,,0,0,,,-0.1540660871629385,2492,0.0240772946859903,False,realvol_ratio
S29::10d4532019fd,S29,M06_SESSION_TIME,f035,5,1.0,4.0,0.0099929798110889,66,66,0.1462407743160394,0.8095798895739095,-0.1239209859419127,2493,0.0240869565217391,False,dist_pdh_atr
S29::10d4532019fd,S29,M06_SESSION_TIME,f034,3,1.0,,,0,0,,,-0.1239209859419127,2494,0.0240966183574879,False,run_len_same_dir
S29::10d4532019fd,S29,M06_SESSION_TIME,f033,5,1.0,,,0,0,,,-0.1239209859419127,2495,0.0241062801932367,False,rloc_sess
S29::10d4532019fd,S29,M06_SESSION_TIME,f031,2,1.0,,,0,0,,,-0.1239209859419127,2496,0.0241159420289855,False,d1_trend_state
S29::10d4532019fd,S29,M06_SESSION_TIME,f014,5,1.0,,,0,0,,,-0.1239209859419127,2497,0.0241256038647343,False,bars_since_20bar_low
S29::10d4532019fd,S29,M06_SESSION_TIME,f008,5,1.0,,,0,0,,,-0.1239209859419127,2498,0.024135265700483,False,dist_vwap_atr
S29::10d4532019fd,S29,M06_SESSION_TIME,f004,5,1.0,,,0,0,,,-0.1239209859419127,2499,0.0241449275362318,False,dist_or_low_atr
S6::a461ec93f607,S6,M06_SESSION_TIME,f041,4,1.0,,,0,0,,,-0.5128074236968724,2500,0.0241545893719806,False,ret_12_atr
S28::b2a817579286,S28,M16_AUCTION_VALUE,f041,5,1.0,,,0,0,,,-0.1509808226383693,2501,0.0241642512077294,False,ret_12_atr
S28::b2a817579286,S28,M16_AUCTION_VALUE,f030,5,1.0,,,0,0,,,-0.1509808226383693,2502,0.0241739130434782,False,rloc_96
S28::b2a817579286,S28,M16_AUCTION_VALUE,f006,5,1.0,,,0,0,,,-0.1509808226383693,2503,0.024183574879227,False,realvol_ratio
S28::b2a817579286,S28,M16_AUCTION_VALUE,f002,5,1.0,,,0,0,,,-0.1509808226383693,2504,0.0241932367149758,False,ret_1_atr
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f044,5,1.0,,,0,0,,,-0.1757948604079745,2505,0.0242028985507246,False,week_of_month
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f034,3,1.0,,,0,0,,,-0.1757948604079745,2506,0.0242125603864734,False,run_len_same_dir
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f035,5,1.0,,,0,0,,,-0.1791938310904777,2507,0.0242222222222222,False,dist_pdh_atr
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f032,5,1.0,,,0,0,,,-0.1791938310904777,2508,0.024231884057971,False,efficiency_24h
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f021,2,1.0,,,0,0,,,-0.1791938310904777,2509,0.0242415458937198,False,fvg_present
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f006,5,1.0,,,0,0,,,-0.1791938310904777,2510,0.0242512077294686,False,realvol_ratio
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f002,5,1.0,,,0,0,,,-0.1791938310904777,2511,0.0242608695652173,False,ret_1_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f044,5,1.0,,,0,0,,,-0.1485080670797977,2512,0.0242705314009661,False,week_of_month
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f043,5,1.0,,,0,0,,,-0.1485080670797977,2513,0.0242801932367149,False,dist_or_high_atr
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f012,5,1.0,,,0,0,,,-0.6253044035935208,2514,0.0242898550724637,False,dist_pwl_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f041,5,1.0,,,0,0,,,-0.1485080670797977,2515,0.0242995169082125,False,ret_12_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f035,5,1.0,,,0,0,,,-0.1485080670797977,2516,0.0243091787439613,False,dist_pdh_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f034,3,1.0,,,0,0,,,-0.1485080670797977,2517,0.0243188405797101,False,run_len_same_dir
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f033,5,1.0,,,0,0,,,-0.1485080670797977,2518,0.0243285024154589,False,rloc_sess
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f028,5,1.0,,,0,0,,,-0.1485080670797977,2519,0.0243381642512077,False,dist_prev_sess_high_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f027,5,1.0,,,0,0,,,-0.1485080670797977,2520,0.0243478260869565,False,atr_pct_rank
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f023,5,1.0,,,0,0,,,-0.1485080670797977,2521,0.0243574879227053,False,dist_pwh_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f022,5,1.0,,,0,0,,,-0.1485080670797977,2522,0.0243671497584541,False,rloc_20
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f020,5,1.0,,,0,0,,,-0.1485080670797977,2523,0.0243768115942029,False,mtf_alignment
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f011,37,1.0,47.0,0.2267676647681998,35,35,0.3774431659428293,1.5151130216707345,-0.1485080670797977,2524,0.0243864734299516,False,halfhour_bucket_utc
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f010,5,1.0,,,0,0,,,-0.1485080670797977,2525,0.0243961352657004,False,bars_since_20bar_high
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f007,5,1.0,,,0,0,,,-0.1485080670797977,2526,0.0244057971014492,False,ret_96_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f004,5,1.0,,,0,0,,,-0.1485080670797977,2527,0.024415458937198,False,dist_or_low_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f003,5,1.0,,,0,0,,,-0.1485080670797977,2528,0.0244251207729468,False,vol_rel_sess
S24::a20c02d14359,S24,M06_SESSION_TIME,f044,5,1.0,,,0,0,,,-0.1145562330207209,2529,0.0244347826086956,False,week_of_month
S24::a20c02d14359,S24,M06_SESSION_TIME,f042,5,1.0,,,0,0,,,-0.1145562330207209,2530,0.0244444444444444,False,dist_pdmid_atr
S24::a20c02d14359,S24,M06_SESSION_TIME,f037,2,1.0,,,0,0,,,-0.1145562330207209,2531,0.0244541062801932,False,disp_recent
S24::a20c02d14359,S24,M06_SESSION_TIME,f033,5,1.0,,,0,0,,,-0.1145562330207209,2532,0.024463768115942,False,rloc_sess
S24::a20c02d14359,S24,M06_SESSION_TIME,f023,5,1.0,,,0,0,,,-0.1145562330207209,2533,0.0244734299516908,False,dist_pwh_atr
S24::a20c02d14359,S24,M06_SESSION_TIME,f022,5,1.0,,,0,0,,,-0.1145562330207209,2534,0.0244830917874396,False,rloc_20
S24::a20c02d14359,S24,M06_SESSION_TIME,f014,5,1.0,,,0,0,,,-0.1145562330207209,2535,0.0244927536231884,False,bars_since_20bar_low
S24::a20c02d14359,S24,M06_SESSION_TIME,f003,5,1.0,,,0,0,,,-0.1145562330207209,2536,0.0245024154589372,False,vol_rel_sess
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f022,5,1.0,,,0,0,,,-0.1768749736734077,2537,0.0245120772946859,False,rloc_20
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f037,2,1.0,,,0,0,,,-0.0783510896106395,2538,0.0245217391304347,False,disp_recent
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f036,5,1.0,,,0,0,,,-0.0783510896106395,2539,0.0245314009661835,False,dist_prev_sess_low_atr
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f034,3,1.0,,,0,0,,,-0.0783510896106395,2540,0.0245410628019323,False,run_len_same_dir
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f028,5,1.0,,,0,0,,,-0.0783510896106395,2541,0.0245507246376811,False,dist_prev_sess_high_atr
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f022,5,1.0,,,0,0,,,-0.0783510896106395,2542,0.0245603864734299,False,rloc_20
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f017,23,1.0,19.0,0.1063769823330676,122,112,0.1898454254353357,1.5528862348731955,-0.0783510896106395,2543,0.0245700483091787,False,hour_utc
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f006,5,1.0,,,0,0,,,-0.0783510896106395,2544,0.0245797101449275,False,realvol_ratio
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f002,5,1.0,,,0,0,,,-0.0783510896106395,2545,0.0245893719806763,False,ret_1_atr
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f040,5,1.0,,,0,0,,,-0.2797389306514087,2546,0.0245990338164251,False,bar_in_sess
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f038,5,1.0,,,0,0,,,-0.2797389306514087,2547,0.0246086956521739,False,ret_4_atr
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f006,5,1.0,,,0,0,,,-0.1740521879042388,2548,0.0246183574879227,False,realvol_ratio
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f004,5,1.0,,,0,0,,,-0.1740521879042388,2549,0.0246280193236715,False,dist_or_low_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f046,2,1.0,,,0,0,,,-0.3144243577251478,2550,0.0246376811594202,False,h4_trend_state
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f042,5,1.0,,,0,0,,,-0.3144243577251478,2551,0.024647342995169,False,dist_pdmid_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f041,5,1.0,,,0,0,,,-0.3144243577251478,2552,0.0246570048309178,False,ret_12_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f036,5,1.0,,,0,0,,,-0.3144243577251478,2553,0.0246666666666666,False,dist_prev_sess_low_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f031,2,1.0,,,0,0,,,-0.3144243577251478,2554,0.0246763285024154,False,d1_trend_state
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f030,5,1.0,,,0,0,,,-0.3144243577251478,2555,0.0246859903381642,False,rloc_96
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f024,2,1.0,,,0,0,,,-0.3144243577251478,2556,0.024695652173913,False,h1_trend_state
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f023,5,1.0,,,0,0,,,-0.3144243577251478,2557,0.0247053140096618,False,dist_pwh_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f020,5,1.0,,,0,0,,,-0.3144243577251478,2558,0.0247149758454106,False,mtf_alignment
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f035,5,1.0,,,0,0,,,-0.1740521879042388,2559,0.0247246376811594,False,dist_pdh_atr
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f023,5,1.0,,,0,0,,,-0.1740521879042388,2560,0.0247342995169082,False,dist_pwh_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f001,5,1.0,,,0,0,,,-0.3144243577251478,2561,0.024743961352657,False,weekday
S20::3a706309724e,S20,M21_META_ROUTER,f044,5,1.0,,,0,0,,,-0.0621530015021738,2562,0.0247536231884057,False,week_of_month
S20::3a706309724e,S20,M21_META_ROUTER,f043,5,1.0,,,0,0,,,-0.0621530015021738,2563,0.0247632850241545,False,dist_or_high_atr
S20::3a706309724e,S20,M21_META_ROUTER,f040,5,1.0,,,0,0,,,-0.0621530015021738,2564,0.0247729468599033,False,bar_in_sess
S20::3a706309724e,S20,M21_META_ROUTER,f039,4,1.0,1.0,0.0858349431882934,64,57,0.1545243342420131,0.8455792345822224,-0.0621530015021738,2565,0.0247826086956521,False,session_id
S20::3a706309724e,S20,M21_META_ROUTER,f037,2,1.0,,,0,0,,,-0.0621530015021738,2566,0.0247922705314009,False,disp_recent
S20::3a706309724e,S20,M21_META_ROUTER,f034,3,1.0,,,0,0,,,-0.0621530015021738,2567,0.0248019323671497,False,run_len_same_dir
S20::3a706309724e,S20,M21_META_ROUTER,f033,4,1.0,3.0,0.1357195275729467,34,32,0.2024213228469624,0.8532209810322424,-0.0621530015021738,2568,0.0248115942028985,False,rloc_sess
S20::3a706309724e,S20,M21_META_ROUTER,f030,5,1.0,3.0,0.0222526143719386,219,166,0.0986906466905194,1.0032245192707796,-0.0621530015021738,2569,0.0248212560386473,False,rloc_96
S20::3a706309724e,S20,M21_META_ROUTER,f028,5,1.0,4.0,0.1693071832594785,47,45,0.2388808046005321,1.0938397165708604,-0.0621530015021738,2570,0.0248309178743961,False,dist_prev_sess_high_atr
S20::3a706309724e,S20,M21_META_ROUTER,f027,5,1.0,,,0,0,,,-0.0621530015021738,2571,0.0248405797101449,False,atr_pct_rank
S20::3a706309724e,S20,M21_META_ROUTER,f021,2,1.0,,,0,0,,,-0.0621530015021738,2572,0.0248502415458937,False,fvg_present
S20::3a706309724e,S20,M21_META_ROUTER,f014,5,1.0,4.0,0.0563601814220206,119,115,0.1286301619543087,0.9847761714571228,-0.0621530015021738,2573,0.0248599033816425,False,bars_since_20bar_low
S20::3a706309724e,S20,M21_META_ROUTER,f013,5,1.0,0.0,0.05445753587348,93,91,0.1242477063727917,0.8365168565917034,-0.0621530015021738,2574,0.0248695652173913,False,vol_rel_20
S20::3a706309724e,S20,M21_META_ROUTER,f012,5,1.0,,,0,0,,,-0.0621530015021738,2575,0.02487922705314,False,dist_pwl_atr
S20::3a706309724e,S20,M21_META_ROUTER,f009,5,1.0,,,0,0,,,-0.0621530015021738,2576,0.0248888888888888,False,dist_pdl_atr
S20::3a706309724e,S20,M21_META_ROUTER,f008,4,1.0,3.0,0.1339702369877694,43,43,0.2018601767586967,0.9006330279996032,-0.0621530015021738,2577,0.0248985507246376,False,dist_vwap_atr
S20::3a706309724e,S20,M21_META_ROUTER,f005,5,1.0,2.0,0.0113947139880897,325,243,0.0936680922026673,1.1377087943604085,-0.0621530015021738,2578,0.0249082125603864,False,atr_over_atrma
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f044,5,1.0,,,0,0,,,-0.2084882388941829,2579,0.0249178743961352,False,week_of_month
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f042,5,1.0,,,0,0,,,-0.2084882388941829,2580,0.024927536231884,False,dist_pdmid_atr
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f006,5,1.0,,,0,0,,,-0.1440796368386465,2581,0.0249371980676328,False,realvol_ratio
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f035,5,1.0,,,0,0,,,-0.2084882388941829,2582,0.0249468599033816,False,dist_pdh_atr
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f022,5,1.0,,,0,0,,,-0.2084882388941829,2583,0.0249565217391304,False,rloc_20
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f014,5,1.0,,,0,0,,,-0.2084882388941829,2584,0.0249661835748792,False,bars_since_20bar_low
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f009,5,1.0,,,0,0,,,-0.2084882388941829,2585,0.024975845410628,False,dist_pdl_atr
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f003,5,1.0,,,0,0,,,-0.2084882388941829,2586,0.0249855072463768,False,vol_rel_sess
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f042,5,1.0,,,0,0,,,-0.1687544865282243,2587,0.0249951690821256,False,dist_pdmid_atr
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f038,5,1.0,,,0,0,,,-0.1687544865282243,2588,0.0250048309178744,False,ret_4_atr
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f034,3,1.0,,,0,0,,,-0.1687544865282243,2589,0.0250144927536231,False,run_len_same_dir
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f007,5,1.0,,,0,0,,,-0.1687544865282243,2590,0.0250241545893719,False,ret_96_atr
S19::762b6018f2c5,S19,M15_GAP,f008,2,1.0,,,0,0,,,-0.2669320577565558,2591,0.0250338164251207,False,dist_vwap_atr
S19::762b6018f2c5,S19,M15_GAP,f003,2,1.0,,,0,0,,,-0.2669320577565558,2592,0.0250434782608695,False,vol_rel_sess
S18::3933c532ec9c,S18,M06_SESSION_TIME,f046,2,1.0,,,0,0,,,-0.2706234087594297,2593,0.0250531400966183,False,h4_trend_state
S18::3933c532ec9c,S18,M06_SESSION_TIME,f037,2,1.0,,,0,0,,,-0.2706234087594297,2594,0.0250628019323671,False,disp_recent
S18::3933c532ec9c,S18,M06_SESSION_TIME,f036,5,1.0,,,0,0,,,-0.2706234087594297,2595,0.0250724637681159,False,dist_prev_sess_low_atr
S18::3933c532ec9c,S18,M06_SESSION_TIME,f030,5,1.0,,,0,0,,,-0.2706234087594297,2596,0.0250821256038647,False,rloc_96
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f015,2,1.0,,,0,0,,,-0.1440796368386465,2597,0.0250917874396135,False,compress_flag
S18::3933c532ec9c,S18,M06_SESSION_TIME,f026,5,1.0,,,0,0,,,-0.2706234087594297,2598,0.0251014492753623,False,rloc_50
S18::3933c532ec9c,S18,M06_SESSION_TIME,f013,5,1.0,,,0,0,,,-0.2706234087594297,2599,0.0251111111111111,False,vol_rel_20
S18::18995ee3f508,S18,M06_SESSION_TIME,f034,3,1.0,,,0,0,,,-0.2196943442096486,2600,0.0251207729468599,False,run_len_same_dir
S18::18995ee3f508,S18,M06_SESSION_TIME,f033,5,1.0,,,0,0,,,-0.2196943442096486,2601,0.0251304347826086,False,rloc_sess
S18::18995ee3f508,S18,M06_SESSION_TIME,f030,5,1.0,,,0,0,,,-0.2196943442096486,2602,0.0251400966183574,False,rloc_96
S18::18995ee3f508,S18,M06_SESSION_TIME,f028,5,1.0,,,0,0,,,-0.2196943442096486,2603,0.0251497584541062,False,dist_prev_sess_high_atr
S18::18995ee3f508,S18,M06_SESSION_TIME,f027,5,1.0,,,0,0,,,-0.2196943442096486,2604,0.025159420289855,False,atr_pct_rank
S18::18995ee3f508,S18,M06_SESSION_TIME,f026,5,1.0,,,0,0,,,-0.2196943442096486,2605,0.0251690821256038,False,rloc_50
S18::18995ee3f508,S18,M06_SESSION_TIME,f010,5,1.0,,,0,0,,,-0.2196943442096486,2606,0.0251787439613526,False,bars_since_20bar_high
S18::18995ee3f508,S18,M06_SESSION_TIME,f006,5,1.0,,,0,0,,,-0.2196943442096486,2607,0.0251884057971014,False,realvol_ratio
S18::18995ee3f508,S18,M06_SESSION_TIME,f003,5,1.0,,,0,0,,,-0.2196943442096486,2608,0.0251980676328502,False,vol_rel_sess
S18::18995ee3f508,S18,M06_SESSION_TIME,f002,5,1.0,,,0,0,,,-0.2196943442096486,2609,0.025207729468599,False,ret_1_atr
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f041,5,1.0,4.0,0.0311488309580775,46,46,0.1763558117853463,0.8288994343790405,-0.1440796368386465,2610,0.0252173913043478,False,ret_12_atr
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f037,2,1.0,,,0,0,,,-0.1440796368386465,2611,0.0252270531400966,False,disp_recent
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f033,5,1.0,,,0,0,,,-0.1440796368386465,2612,0.0252367149758454,False,rloc_sess
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f044,4,1.0,2.0,0.077585392670656,74,45,0.1295672209482284,0.8013405820784093,-0.0214468781177987,2613,0.0252463768115942,False,week_of_month
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f040,5,1.0,0.0,0.0911406067047708,91,78,0.158531256655995,1.0573153329673273,-0.0214468781177987,2614,0.0252560386473429,False,bar_in_sess
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f038,5,1.0,4.0,0.0524215779741626,116,102,0.1171449253175551,0.8626382919413994,-0.0214468781177987,2615,0.0252657004830917,False,ret_4_atr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f037,2,1.0,,,0,0,,,-0.0214468781177987,2616,0.0252753623188405,False,disp_recent
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f022,5,1.0,3.0,0.0594316118676568,52,49,0.096930709371882,0.4883475848130795,-0.0214468781177987,2617,0.0252850241545893,False,rloc_20
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f008,5,1.0,1.0,0.1211960281185266,38,29,0.1622821469500224,0.672510351598416,-0.0214468781177987,2618,0.0252946859903381,False,dist_vwap_atr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f005,5,1.0,2.0,0.0646262734932844,57,51,0.1051633058594557,0.5187018429858341,-0.0214468781177987,2619,0.0253043478260869,False,atr_over_atrma
