object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig,feature_name
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f034,1,0.0,,,0,0,,,-0.1625746944243231,1,9.66183574879227e-06,True,run_len_same_dir
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f015,2,0.0,,,0,0,,,-0.1512493477368903,2,1.932367149758454e-05,True,compress_flag
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f015,2,0.0,,,0,0,,,-0.1698854030120568,3,2.8985507246376814e-05,True,compress_flag
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f015,2,0.0,,,0,0,,,-0.1615200875385349,4,3.864734299516908e-05,True,compress_flag
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f015,2,0.0,,,0,0,,,-0.3652404446864761,5,4.830917874396135e-05,True,compress_flag
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f016,5,0.0,,,0,0,,,-0.3652404446864761,6,5.797101449275363e-05,True,bars_to_sess_end
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f015,2,0.0,,,0,0,,,-0.1821402258358029,7,6.76328502415459e-05,True,compress_flag
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f015,2,0.0,,,0,0,,,-0.2239875030282,8,7.729468599033817e-05,True,compress_flag
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f015,2,0.0,,,0,0,,,-0.1757948604079745,9,8.695652173913044e-05,True,compress_flag
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f003,5,0.0,,,0,0,,,-0.1757948604079745,10,9.66183574879227e-05,True,vol_rel_sess
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f027,5,0.0,,,0,0,,,-0.1757948604079745,11,0.0001062801932367,True,atr_pct_rank
S31::9584b16899ad,S31,M06_SESSION_TIME,f017,2,0.0,22.0,0.3819597329055727,76,76,0.7161849669363058,4.204502248540223,-0.2468575655120184,12,0.0001159420289855,True,hour_utc
S31::9584b16899ad,S31,M06_SESSION_TIME,f011,2,0.0,44.0,0.4016895260298661,75,75,0.7373080985959746,4.300118538785948,-0.2468575655120184,13,0.0001256038647342,True,halfhour_bucket_utc
S31::9584b16899ad,S31,M06_SESSION_TIME,f039,2,0.0,1.0,0.2602769732906272,111,111,0.6170797220196254,4.368930137036532,-0.2468575655120184,14,0.000135265700483,True,session_id
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,4,0.0,2.0,0.0287945273351643,187,173,0.2116047165469367,1.99936204914885,-0.1768749736734077,15,0.0001449275362318,True,session_id
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f015,2,0.0,0.0,0.0252008527838387,565,555,0.2207865511292137,3.8535470510176975,-0.1768749736734077,16,0.0001545893719806,True,compress_flag
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f039,4,0.0,,,0,0,,,-0.1757948604079745,17,0.0001642512077294,True,session_id
S40::43b9c7dbd606,S40,M21_META_ROUTER,f015,2,4.440892098500626e-16,,,0,0,,,-0.1929964957240371,18,0.0001739130434782,True,compress_flag
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f005,5,1.1102230246251563e-15,,,0,0,,,-0.1757948604079745,19,0.000183574879227,True,atr_over_atrma
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f015,2,1.7763568394002505e-15,,,0,0,,,-0.164287958331933,20,0.0001932367149758,True,compress_flag
S40::43b9c7dbd606,S40,M21_META_ROUTER,f027,5,3.3306690738754696e-15,,,0,0,,,-0.1929964957240371,21,0.0002028985507246,True,atr_pct_rank
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f015,2,1.0658141036401504e-14,1.0,0.1223319755489594,73,64,0.2919197575164419,1.6814855814308054,-0.152388312799847,22,0.0002125603864734,True,compress_flag
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f005,5,1.1102230246251564e-14,,,0,0,,,-0.3652404446864761,23,0.0002222222222222,True,atr_over_atrma
S31::9584b16899ad,S31,M06_SESSION_TIME,f016,3,1.3322676295501878e-14,0.0,0.4005290434235035,88,88,0.753872630592206,4.778604283593512,-0.2468575655120184,24,0.000231884057971,True,bars_to_sess_end
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f003,5,2.220446049250313e-14,,,0,0,,,-0.3652404446864761,25,0.0002415458937198,True,vol_rel_sess
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f015,2,3.241851231905457e-14,,,0,0,,,-0.3737354389272471,26,0.0002512077294685,True,compress_flag
SESS_E,SESS_E,M06_SESSION_TIME,f015,2,4.0412118096355704e-14,,,0,0,,,-0.1706719129068075,27,0.0002608695652173,True,compress_flag
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f017,24,2.771116669464391e-13,,,0,0,,,-0.1757948604079745,28,0.0002705314009661,True,hour_utc
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f015,2,6.781242234410456e-13,,,0,0,,,-0.1954025256313247,29,0.0002801932367149,True,compress_flag
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f016,5,1.4444001550373289e-12,,,0,0,,,-0.3737354389272471,30,0.0002898550724637,True,bars_to_sess_end
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f013,5,2.273736754432321e-12,,,0,0,,,-0.3652404446864761,31,0.0002995169082125,True,vol_rel_20
S40::43b9c7dbd606,S40,M21_META_ROUTER,f039,4,2.804867449412996e-12,,,0,0,,,-0.1929964957240371,32,0.0003091787439613,True,session_id
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f039,4,3.1787905641067482e-12,,,0,0,,,-0.1740521879042388,33,0.0003188405797101,True,session_id
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f037,2,3.6766145683486676e-12,,,0,0,,,-0.1768749736734077,34,0.0003285024154589,True,disp_recent
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f016,5,6.59250432022418e-12,,,0,0,,,-0.1757948604079745,35,0.0003381642512077,True,bars_to_sess_end
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f039,4,1.0572875908110289e-11,,,0,0,,,-0.3652404446864761,36,0.0003478260869565,True,session_id
S40::43b9c7dbd606,S40,M21_META_ROUTER,f003,5,1.5528689445432065e-11,,,0,0,,,-0.1929964957240371,37,0.0003574879227053,True,vol_rel_sess
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f037,2,1.673283733794051e-11,,,0,0,,,-0.3652404446864761,38,0.0003671497584541,True,disp_recent
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f036,5,1.9253487693049465e-11,,,0,0,,,-0.6253044035935208,39,0.0003768115942028,True,dist_prev_sess_low_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f039,4,1.9954704555402717e-11,,,0,0,,,-0.3144243577251478,40,0.0003864734299516,True,session_id
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f038,2,2.1985080422837197e-11,,,0,0,,,-0.0733520870494794,41,0.0003961352657004,True,ret_4_atr
S18::18995ee3f508,S18,M06_SESSION_TIME,f015,2,3.558442429607567e-11,,,0,0,,,-0.2196943442096486,42,0.0004057971014492,True,compress_flag
S28::b2a817579286,S28,M16_AUCTION_VALUE,f015,2,4.4125592069121915e-11,,,0,0,,,-0.1509808226383693,43,0.000415458937198,True,compress_flag
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f015,2,4.9821480274658825e-11,,,0,0,,,-0.1791938310904777,44,0.0004251207729468,True,compress_flag
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f015,2,5.154854321176572e-11,,,0,0,,,-0.1572910268826625,45,0.0004347826086956,True,compress_flag
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f037,2,5.357669863315096e-11,,,0,0,,,-0.1698854030120568,46,0.0004444444444444,True,disp_recent
S6::7199b701458a,S6,M06_SESSION_TIME,f037,2,9.524736555022172e-11,,,0,0,,,-0.5031640871587263,47,0.0004541062801932,True,disp_recent
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,5,1.0759837465457167e-10,4.0,0.0075502827006145,833,803,0.2107581735079887,4.415274474279444,-0.1768749736734077,48,0.000463768115942,True,vol_rel_20
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f036,5,1.2605805288501415e-10,,,0,0,,,-0.1615200875385349,49,0.0004734299516908,True,dist_prev_sess_low_atr
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f015,2,1.2993428555319042e-10,1.0,0.156403363097821,61,57,0.2407649414740761,1.3258690757940157,-0.0733520870494794,50,0.0004830917874396,True,compress_flag
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f022,4,1.523918768953081e-10,2.0,0.142606613249018,70,64,0.3126592928781384,2.035609878931825,-0.152388312799847,51,0.0004927536231884,True,rloc_20
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f027,5,1.6333823182890228e-10,,,0,0,,,-0.3652404446864761,52,0.0005024154589371,True,atr_pct_rank
S18::3933c532ec9c,S18,M06_SESSION_TIME,f015,2,2.0856294469240308e-10,,,0,0,,,-0.2706234087594297,53,0.0005120772946859,True,compress_flag
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f037,2,2.5718582818967656e-10,0.0,0.0690852536035734,94,76,0.1785653971818938,1.355788231199751,-0.1021182368524002,54,0.0005217391304347,True,disp_recent
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f017,17,3.8300207449992735e-10,12.0,0.3589571168564324,51,50,0.5399625978782412,2.7535887775497043,-0.1768749736734077,55,0.0005314009661835,True,hour_utc
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f016,5,4.770062123071739e-10,,,0,0,,,-0.1821402258358029,56,0.0005410628019323,True,bars_to_sess_end
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f017,24,1.1412204514726911e-09,,,0,0,,,-0.3652404446864761,57,0.0005507246376811,True,hour_utc
S51::049ca99687f4,S51,M06_SESSION_TIME,f039,4,1.1623715323594295e-09,,,0,0,,,-0.1820980069014957,58,0.0005603864734299,True,session_id
S51::049ca99687f4,S51,M06_SESSION_TIME,f015,2,1.2727294773640094e-09,,,0,0,,,-0.1820980069014957,59,0.0005700483091787,True,compress_flag
S6::7199b701458a,S6,M06_SESSION_TIME,f021,2,1.427510554208311e-09,,,0,0,,,-0.5031640871587263,60,0.0005797101449275,True,fvg_present
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f039,4,1.9581278820623993e-09,,,0,0,,,-0.6026326920420786,61,0.0005893719806763,True,session_id
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f039,4,3.3659128817475903e-09,,,0,0,,,-0.3737354389272471,62,0.0005990338164251,True,session_id
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f005,3,3.641411172594644e-09,,,0,0,,,-0.2239875030282,63,0.0006086956521739,True,atr_over_atrma
S18::18995ee3f508,S18,M06_SESSION_TIME,f005,5,3.960183292406327e-09,4.0,0.0400530740942227,55,55,0.2634941028060252,1.56316528131696,-0.2196943442096486,64,0.0006183574879227,True,atr_over_atrma
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f031,2,5.082386067556399e-09,,,0,0,,,-0.3652404446864761,65,0.0006280193236714,True,d1_trend_state
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f011,48,5.770147026851191e-09,29.0,0.0648269178682062,487,487,0.2420749553581173,4.129855239876879,-0.1698854030120568,66,0.0006376811594202,True,halfhour_bucket_utc
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f016,5,7.453032635496015e-09,,,0,0,,,-0.3144243577251478,67,0.000647342995169,True,bars_to_sess_end
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f015,2,7.492046094625948e-09,,,0,0,,,-0.1792331034018087,68,0.0006570048309178,True,compress_flag
S40::43b9c7dbd606,S40,M21_META_ROUTER,f037,2,1.14527534122999e-08,,,0,0,,,-0.1929964957240371,69,0.0006666666666666,True,disp_recent
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f039,4,1.2991711706433762e-08,,,0,0,,,-0.2797389306514087,70,0.0006763285024154,True,session_id
S31::555f488885b1,S31,M06_SESSION_TIME,f011,2,2.372349028334497e-08,,,0,0,,,-0.2555616258255557,71,0.0006859903381642,True,halfhour_bucket_utc
S31::555f488885b1,S31,M06_SESSION_TIME,f017,2,2.372349028334497e-08,,,0,0,,,-0.2555616258255557,72,0.000695652173913,True,hour_utc
S31::555f488885b1,S31,M06_SESSION_TIME,f039,2,2.372349028334497e-08,,,0,0,,,-0.2555616258255557,73,0.0007053140096618,True,session_id
S19::762b6018f2c5,S19,M15_GAP,f021,2,3.33912790750901e-08,1.0,0.1001192218429366,66,66,0.745572911686469,4.100387135233265,-0.2669320577565558,74,0.0007149758454106,True,fvg_present
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f015,2,3.657043112781366e-08,,,0,0,,,-0.1001845799762217,75,0.0007246376811594,True,compress_flag
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f016,5,3.91531040921933e-08,,,0,0,,,-0.1791938310904777,76,0.0007342995169082,True,bars_to_sess_end
S40::43b9c7dbd606,S40,M21_META_ROUTER,f005,5,4.684809873367613e-08,,,0,0,,,-0.1929964957240371,77,0.000743961352657,True,atr_over_atrma
S30::282a94fa23d8,S30,M06_SESSION_TIME,f037,2,7.343925156888531e-08,,,0,0,,,-0.146454009554978,78,0.0007536231884057,True,disp_recent
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,4,7.380917033117386e-08,,,0,0,,,-0.164287958331933,79,0.0007632850241545,True,session_id
S12::061854e10b15,S12,M12_RANGE_ROTATION,f015,2,8.067946133394345e-08,,,0,0,,,-0.2424089430019912,80,0.0007729468599033,True,compress_flag
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f003,5,8.371079829316842e-08,,,0,0,,,-0.1625746944243231,81,0.0007826086956521,True,vol_rel_sess
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f002,3,8.683433172507193e-08,,,0,0,,,-0.1512493477368903,82,0.0007922705314009,True,ret_1_atr
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f005,5,9.414388602024817e-08,,,0,0,,,-0.1698854030120568,83,0.0008019323671497,True,atr_over_atrma
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f003,5,9.968862624276653e-08,,,0,0,,,-0.1572910268826625,84,0.0008115942028985,True,vol_rel_sess
S31::9584b16899ad,S31,M06_SESSION_TIME,f003,4,1.1613111361441497e-07,2.0,0.2670879409100197,43,43,0.5520483629326376,2.3438133342005103,-0.2468575655120184,85,0.0008212560386473,True,vol_rel_sess
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f015,2,1.1868466032183279e-07,,,0,0,,,-0.2259536905507216,86,0.0008309178743961,True,compress_flag
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f010,4,1.1891379791961755e-07,4.0,0.2211150233848136,123,108,0.4146690264630776,3.268935481320608,-0.152388312799847,87,0.0008405797101449,True,bars_since_20bar_high
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f008,5,1.2122335135700268e-07,,,0,0,,,-0.1757948604079745,88,0.0008502415458937,True,dist_vwap_atr
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f026,5,1.2945428173871676e-07,0.0,0.4364213239831417,43,40,0.6099792140251865,2.881861930108524,-0.152388312799847,89,0.0008599033816425,True,rloc_50
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f013,5,1.335830113191605e-07,,,0,0,,,-0.1821402258358029,90,0.0008695652173913,True,vol_rel_20
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f039,4,1.4371250234290758e-07,,,0,0,,,-0.1687544865282243,91,0.00087922705314,True,session_id
S18::18995ee3f508,S18,M06_SESSION_TIME,f040,3,1.494084109765481e-07,,,0,0,,,-0.2196943442096486,92,0.0008888888888888,True,bar_in_sess
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f028,5,1.5608521364285369e-07,,,0,0,,,-0.6253044035935208,93,0.0008985507246376,True,dist_prev_sess_high_atr
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f039,4,1.7788087269821062e-07,,,0,0,,,-0.1821402258358029,94,0.0009082125603864,True,session_id
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f008,5,1.8617836272660787e-07,,,0,0,,,-0.6253044035935208,95,0.0009178743961352,True,dist_vwap_atr
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f038,3,1.862502005955946e-07,3.0,0.0820460236775313,63,60,0.2469933187886665,1.401485288554737,-0.152388312799847,96,0.000927536231884,True,ret_4_atr
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f026,5,1.8636330145760385e-07,,,0,0,,,-0.6253044035935208,97,0.0009371980676328,True,rloc_50
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f033,5,1.9720314381466158e-07,,,0,0,,,-0.1757948604079745,98,0.0009468599033816,True,rloc_sess
S51::049ca99687f4,S51,M06_SESSION_TIME,f016,5,2.041354152382269e-07,,,0,0,,,-0.1820980069014957,99,0.0009565217391304,True,bars_to_sess_end
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f039,4,2.2186749060182365e-07,,,0,0,,,-0.1791938310904777,100,0.0009661835748792,True,session_id
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f016,5,2.488778094722477e-07,,,0,0,,,-0.3255470396563592,101,0.000975845410628,True,bars_to_sess_end
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f031,2,3.3647743524767293e-07,,,0,0,,,-0.1757948604079745,102,0.0009855072463768,True,d1_trend_state
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f009,5,4.263369723922495e-07,,,0,0,,,-0.3652404446864761,103,0.0009951690821256,True,dist_pdl_atr
S6::7199b701458a,S6,M06_SESSION_TIME,f004,5,4.38762983723251e-07,4.0,0.2689296369610381,96,83,0.8083741928008694,5.3504153418244575,-0.5031640871587263,104,0.0010048309178743,True,dist_or_low_atr
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f039,4,4.479294108961085e-07,,,0,0,,,-0.1572910268826625,105,0.0010144927536231,True,session_id
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f003,5,4.642416051581222e-07,,,0,0,,,-0.3737354389272471,106,0.0010241545893719,True,vol_rel_sess
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f034,3,5.636936004638216e-07,,,0,0,,,-0.3255470396563592,107,0.0010338164251207,True,run_len_same_dir
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f037,2,6.13288376527521e-07,0.0,0.0116263213357446,897,845,0.0846342660999554,2.407859207332285,-0.0580988841413395,108,0.0010434782608695,True,disp_recent
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f003,5,6.266241436847508e-07,,,0,0,,,-0.2797389306514087,109,0.0010531400966183,True,vol_rel_sess
S29::10d4532019fd,S29,M06_SESSION_TIME,f016,2,7.601618507990793e-07,3.0,0.0810391816058775,46,46,0.2177527967298776,1.0062788938532825,-0.1239209859419127,110,0.0010628019323671,True,bars_to_sess_end
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f027,5,7.604726626198044e-07,,,0,0,,,-0.1572910268826625,111,0.0010724637681159,True,atr_pct_rank
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f003,5,9.163974723502832e-07,,,0,0,,,-0.1687544865282243,112,0.0010821256038647,True,vol_rel_sess
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f046,2,9.723261991112508e-07,,,0,0,,,-0.1757948604079745,113,0.0010917874396135,True,h4_trend_state
SESS_C,SESS_C,M06_SESSION_TIME,f003,3,1.049106564954272e-06,,,0,0,,,-0.2791331001590712,114,0.0011014492753623,True,vol_rel_sess
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f005,5,1.0545256534655325e-06,,,0,0,,,-0.1615200875385349,115,0.0011111111111111,True,atr_over_atrma
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f004,5,1.1744713623862424e-06,,,0,0,,,-0.6253044035935208,116,0.0011207729468599,True,dist_or_low_atr
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f013,4,1.239104132189084e-06,2.0,0.0833446319828797,98,90,0.2559799461751082,1.8693288427844847,-0.152388312799847,117,0.0011304347826086,True,vol_rel_20
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f015,2,1.2763771048973638e-06,,,0,0,,,-0.3255470396563592,118,0.0011400966183574,True,compress_flag
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f003,5,1.391606280209956e-06,,,0,0,,,-0.2239875030282,119,0.0011497584541062,True,vol_rel_sess
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f011,46,1.6557144704165694e-06,,,0,0,,,-0.3652404446864761,120,0.001159420289855,True,halfhour_bucket_utc
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f043,5,2.004087377160957e-06,,,0,0,,,-0.6253044035935208,121,0.0011690821256038,True,dist_or_high_atr
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f011,48,2.095792403622454e-06,,,0,0,,,-0.1757948604079745,122,0.0011787439613526,True,halfhour_bucket_utc
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f004,5,2.145284159205118e-06,,,0,0,,,-0.1757948604079745,123,0.0011884057971014,True,dist_or_low_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f022,5,2.154912924767771e-06,0.0,0.3943699398576296,30,30,0.7103682301458776,2.601549902594191,-0.3144243577251478,124,0.0011980676328502,True,rloc_20
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f005,2,2.162608628175633e-06,,,0,0,,,-0.164287958331933,125,0.001207729468599,True,atr_over_atrma
S31::9584b16899ad,S31,M06_SESSION_TIME,f040,4,2.2512835275989573e-06,4.0,0.4161434787787093,84,84,0.76632588236201,4.718803956448627,-0.2468575655120184,126,0.0012173913043478,True,bar_in_sess
S6::7199b701458a,S6,M06_SESSION_TIME,f009,5,2.540375532156247e-06,,,0,0,,,-0.5031640871587263,127,0.0012270531400966,True,dist_pdl_atr
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f028,5,2.559495522191924e-06,,,0,0,,,-0.2797389306514087,128,0.0012367149758454,True,dist_prev_sess_high_atr
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f011,29,2.912016876077672e-06,5.0,0.2073132220760352,224,224,0.3975450412946665,3.970446389473908,-0.1768749736734077,129,0.0012463768115942,True,halfhour_bucket_utc
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f005,3,3.963433272913264e-06,,,0,0,,,-0.1485080670797977,130,0.0012560386473429,True,atr_over_atrma
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f027,5,5.068821822273861e-06,,,0,0,,,-0.1821402258358029,131,0.0012657004830917,True,atr_pct_rank
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f030,5,5.96921372553183e-06,,,0,0,,,-0.6253044035935208,132,0.0012753623188405,True,rloc_96
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f026,5,6.275161387181427e-06,,,0,0,,,-0.3652404446864761,133,0.0012850241545893,True,rloc_50
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f017,24,7.4165812584681134e-06,14.0,0.0300535353591406,981,968,0.212987976927657,5.117858547728813,-0.1698854030120568,134,0.0012946859903381,True,hour_utc
SESS_D,SESS_D,M06_SESSION_TIME,f011,2,8.478342219397916e-06,28.0,0.0630451867253198,967,967,0.1375098632652877,3.21446455688999,-0.0267017319359689,135,0.0013043478260869,True,halfhour_bucket_utc
SESS_D,SESS_D,M06_SESSION_TIME,f017,2,8.478342219397916e-06,14.0,0.0630451867253198,967,967,0.1375098632652877,3.21446455688999,-0.0267017319359689,136,0.0013140096618357,True,hour_utc
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f030,5,9.13057382700977e-06,,,0,0,,,-0.3652404446864761,137,0.0013236714975845,True,rloc_96
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f016,3,1.1082922120042582e-05,0.0,0.037756123092498,655,635,0.1689049083749056,3.179259018006237,-0.0824976353327315,138,0.0013333333333333,True,bars_to_sess_end
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f026,5,1.161167890506576e-05,4.0,0.1023637240672398,57,51,0.383945749524349,2.016131240490173,-0.2797389306514087,139,0.0013429951690821,True,rloc_50
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f024,1,1.3192137754636237e-05,1.0,0.0709321410437363,241,141,0.3973563289961924,4.356893564673193,-0.0214468781177987,140,0.0013526570048309,True,h1_trend_state
S6::a461ec93f607,S6,M06_SESSION_TIME,f015,2,1.33365902845739e-05,,,0,0,,,-0.5128074236968724,141,0.0013623188405797,True,compress_flag
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f043,5,1.4194012696311376e-05,,,0,0,,,-0.1757948604079745,142,0.0013719806763285,True,dist_or_high_atr
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f016,5,1.4260004419508476e-05,,,0,0,,,-0.2084882388941829,143,0.0013816425120772,True,bars_to_sess_end
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f009,5,1.5215195964257688e-05,,,0,0,,,-0.1757948604079745,144,0.001391304347826,True,dist_pdl_atr
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f003,5,1.6267736859809645e-05,,,0,0,,,-0.1821402258358029,145,0.0014009661835748,True,vol_rel_sess
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f039,4,1.8020295261322872e-05,,,0,0,,,-0.1792331034018087,146,0.0014106280193236,True,session_id
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f027,5,1.8038227198591272e-05,,,0,0,,,-0.1615200875385349,147,0.0014202898550724,True,atr_pct_rank
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f003,5,1.806962815154023e-05,,,0,0,,,-0.2323586418177302,148,0.0014299516908212,True,vol_rel_sess
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f031,2,1.817386726177261e-05,,,0,0,,,-0.3737354389272471,149,0.00143961352657,True,d1_trend_state
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f039,4,1.93078273920122e-05,3.0,0.0075679671016855,1573,1507,0.0950200643732549,4.5721714649872,-0.0580988841413395,150,0.0014492753623188,True,session_id
S18::3933c532ec9c,S18,M06_SESSION_TIME,f021,2,2.00024777003982e-05,,,0,0,,,-0.2706234087594297,151,0.0014589371980676,True,fvg_present
S18::3933c532ec9c,S18,M06_SESSION_TIME,f003,5,2.082876440767656e-05,4.0,0.0046690990347055,38,38,0.2780238694902651,1.319343154995119,-0.2706234087594297,152,0.0014685990338164,True,vol_rel_sess
