hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,e1,e2,e3,worst,db5,n1,n2,n3,GATE
S3::ref=swing/lb=20/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=32f8c8c2ac9d,S3,11767,784.0,0.525,0.2579,-0.1935,1.505,41.1,0.3108,0.1693,0.2908,0.1693,-0.0949,4154,3868,3745,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr2/side=up/id=89ff6845a26d,S3,8776,585.0,0.347,-0.0198,-0.1018,0.97,340.4,-0.0879,-0.0016,0.0284,-0.0879,-0.1257,2865,2986,2925,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr2/side=down/id=bbf65f4615d6,S3,8237,549.0,0.333,-0.0538,-0.1355,0.919,492.1,-0.0527,-0.0617,-0.0465,-0.0617,-0.1615,3044,2684,2509,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr3/side=up/id=389c45ef02b4,S3,7675,512.0,0.288,-0.0035,-0.0857,0.995,314.5,-0.1045,0.0155,0.0785,-0.1045,-0.1608,2540,2604,2531,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr3/side=down/id=90578286dc0c,S3,7278,485.0,0.275,-0.0432,-0.1254,0.94,475.7,-0.0394,-0.0713,-0.0181,-0.0713,-0.2026,2702,2361,2215,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=trailing/side=up/id=3afb2c14e707,S3,10914,727.0,0.318,-0.1836,-0.2668,0.532,2007.2,-0.1981,-0.1901,-0.163,-0.1981,-0.2939,3507,3739,3668,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=trailing/side=down/id=9d61e12d2632,S3,10224,681.0,0.311,-0.1941,-0.2767,0.502,1987.3,-0.1941,-0.2028,-0.1851,-0.2028,-0.3022,3720,3320,3184,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=up/id=752d4846cd29,S3,7219,481.0,0.566,0.1602,-0.1878,1.32,30.7,0.1609,0.1139,0.2047,0.1139,0.0647,2047,2546,2626,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=down/id=80b4d5deb350,S3,5973,398.0,0.581,0.1911,-0.1618,1.397,22.1,0.1584,0.182,0.2354,0.1584,0.0973,2095,1936,1942,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=up/id=677a0f1fee9e,S3,6964,464.0,0.545,0.2173,-0.1281,1.416,28.2,0.2249,0.1624,0.2649,0.1624,0.0724,1992,2458,2514,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=down/id=4fb5dffe9fdd,S3,5844,390.0,0.56,0.2448,-0.1044,1.485,23.3,0.2147,0.2259,0.2961,0.2147,0.1012,2060,1885,1899,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=up/id=b1d55bfa3ab6,S3,7134,475.0,0.521,0.2433,-0.1785,1.478,49.3,0.2395,0.2249,0.2645,0.2249,-0.0947,2043,2522,2569,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=down/id=d58047456c51,S3,5991,399.0,0.538,0.2784,-0.1381,1.57,38.7,0.2982,0.2295,0.3063,0.2295,-0.0566,2117,1954,1920,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr2/side=up/id=c17eea76258b,S3,5001,333.0,0.368,0.0335,-0.0398,1.053,49.6,0.0035,0.0415,0.0519,0.0035,-0.0698,1529,1745,1727,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr2/side=down/id=2958b312e6b0,S3,4442,296.0,0.336,-0.0506,-0.1224,0.923,300.4,-0.0153,-0.1095,-0.0305,-0.1095,-0.1587,1634,1445,1363,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr3/side=up/id=91755ea131e6,S3,4394,293.0,0.309,0.0393,-0.034,1.057,101.7,-0.0334,0.0407,0.1031,-0.0334,-0.1157,1354,1527,1513,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr3/side=down/id=2eaf3a169c76,S3,3960,264.0,0.278,-0.054,-0.1266,0.924,316.2,-0.0178,-0.1244,-0.0219,-0.1244,-0.2144,1457,1300,1203,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=trailing/side=up/id=ff14230f95da,S3,6040,403.0,0.322,-0.1756,-0.2493,0.547,1071.3,-0.1819,-0.1719,-0.1738,-0.1819,-0.2847,1807,2112,2121,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=trailing/side=down/id=665976034f3e,S3,5282,352.0,0.305,-0.199,-0.2712,0.496,1052.7,-0.1886,-0.222,-0.1869,-0.222,-0.3077,1932,1721,1629,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=up/id=446079c58299,S3,7816,521.0,0.56,0.15,-0.2038,1.296,34.5,0.1503,0.1025,0.1961,0.1025,0.0539,2258,2745,2813,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=down/id=99fb1e6ae73f,S3,6516,434.0,0.574,0.1784,-0.1786,1.364,23.9,0.1562,0.154,0.2274,0.154,0.084,2306,2112,2098,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=up/id=122d24309446,S3,7532,502.0,0.538,0.2033,-0.1477,1.383,31.3,0.2014,0.1508,0.2563,0.1508,0.0577,2196,2645,2691,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=down/id=e06421b7d2eb,S3,6367,424.0,0.552,0.2333,-0.1189,1.454,23.5,0.2139,0.206,0.2819,0.206,0.0892,2262,2056,2049,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=up/id=ed0b92d45f8b,S3,7736,516.0,0.513,0.2267,-0.1985,1.438,47.1,0.1963,0.2178,0.2607,0.1963,-0.1124,2259,2729,2748,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=1bb54f0c4fc3,S3,6543,436.0,0.529,0.29,-0.1323,1.581,40.9,0.3501,0.2196,0.2948,0.2196,-0.0735,2338,2133,2072,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr2/side=up/id=884bcb0e0e3a,S3,5347,356.0,0.367,0.0303,-0.043,1.048,49.9,-0.0038,0.036,0.0557,-0.0038,-0.073,1663,1853,1831,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr2/side=down/id=f8c0432525f7,S3,4782,319.0,0.336,-0.0515,-0.1233,0.922,331.8,-0.0138,-0.1099,-0.0353,-0.1099,-0.1595,1790,1554,1438,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr3/side=up/id=6e148815498c,S3,4664,311.0,0.309,0.0426,-0.0307,1.062,115.9,-0.031,0.0444,0.1081,-0.031,-0.1126,1460,1610,1594,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr3/side=down/id=34abb347fc92,S3,4238,282.0,0.28,-0.0518,-0.1243,0.927,351.7,-0.0065,-0.1284,-0.0241,-0.1284,-0.2113,1583,1391,1264,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=trailing/side=up/id=2d52e5c32e31,S3,6535,436.0,0.324,-0.1716,-0.2453,0.555,1129.0,-0.1782,-0.1732,-0.1643,-0.1782,-0.2819,1984,2276,2275,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=trailing/side=down/id=23ef3d769e6e,S3,5728,382.0,0.308,-0.1947,-0.2668,0.505,1116.6,-0.185,-0.214,-0.1857,-0.214,-0.3038,2123,1865,1740,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr2/side=up/id=865765ee76e8,S3,17833,1189.0,0.559,0.1295,-0.2514,1.249,42.2,0.0981,0.0991,0.1902,0.0981,0.0324,5852,5966,6015,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr2/side=down/id=d0fa8864084f,S3,16584,1105.0,0.566,0.1401,-0.2343,1.274,41.4,0.1083,0.1155,0.2007,0.1083,0.0436,5836,5465,5283,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr3/side=up/id=654c31644db7,S3,17165,1144.0,0.536,0.1833,-0.1937,1.337,36.9,0.1545,0.1443,0.2508,0.1443,0.0368,5693,5730,5742,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr3/side=down/id=9973439fa00f,S3,16075,1071.0,0.544,0.1916,-0.1834,1.358,37.1,0.172,0.1582,0.248,0.1582,0.0457,5695,5284,5096,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=trailing/side=up/id=b5823db66724,S3,17606,1173.0,0.515,0.2311,-0.2386,1.436,62.8,0.233,0.1642,0.297,0.1642,-0.1284,5842,5928,5836,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=trailing/side=down/id=1beb07a3927a,S3,16606,1107.0,0.523,0.2385,-0.2094,1.462,40.3,0.2457,0.1694,0.3024,0.1694,-0.1059,5851,5483,5272,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr2/side=up/id=907a32c350fa,S3,11033,735.0,0.348,-0.0154,-0.0969,0.976,337.0,-0.064,-0.0133,0.034,-0.064,-0.121,3769,3710,3554,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr2/side=down/id=af50ac123d84,S3,10714,714.0,0.336,-0.0465,-0.128,0.93,557.5,-0.033,-0.0569,-0.0516,-0.0569,-0.154,3928,3474,3312,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr3/side=up/id=f8cc9fbbcc55,S3,9500,633.0,0.289,-0.0126,-0.0937,0.982,324.9,-0.0744,-0.006,0.0474,-0.0744,-0.1708,3284,3185,3031,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr3/side=down/id=a6d9ef15a2ef,S3,9304,620.0,0.277,-0.0433,-0.1248,0.94,528.1,-0.0285,-0.054,-0.0495,-0.054,-0.2034,3407,3019,2878,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=trailing/side=up/id=6d0c128333d7,S3,14296,953.0,0.327,-0.175,-0.2589,0.552,2505.7,-0.1869,-0.1814,-0.1558,-0.1869,-0.2862,4865,4812,4619,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=trailing/side=down/id=70b2b16551c6,S3,14009,934.0,0.314,-0.1907,-0.2744,0.516,2673.9,-0.1851,-0.1903,-0.1978,-0.1978,-0.3019,5060,4574,4375,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr2/side=up/id=c539f7b03b7e,S3,19253,1283.0,0.552,0.1151,-0.267,1.218,58.0,0.0903,0.0845,0.1703,0.0845,0.0173,6379,6438,6436,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr2/side=down/id=3454b42d749f,S3,17995,1199.0,0.562,0.1372,-0.2378,1.267,43.9,0.1142,0.1075,0.1938,0.1075,0.0406,6372,5929,5694,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr3/side=up/id=0154feb6064e,S3,18513,1234.0,0.528,0.1691,-0.2094,1.306,38.9,0.1453,0.1331,0.2292,0.1331,0.0219,6191,6176,6146,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr3/side=down/id=ebda3ea9e04b,S3,17410,1160.0,0.54,0.1899,-0.1862,1.352,35.3,0.1788,0.1555,0.2383,0.1555,0.0439,6212,5721,5477,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=trailing/side=up/id=1106d11bed76,S3,19053,1270.0,0.506,0.2206,-0.2537,1.409,63.2,0.2279,0.1629,0.2723,0.1629,-0.1475,6373,6410,6270,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=8143ebd9e75c,S3,18037,1202.0,0.517,0.2407,-0.2086,1.461,55.0,0.259,0.1681,0.296,0.1681,-0.1162,6410,5947,5680,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr2/side=up/id=a23c677f73dc,S3,11661,777.0,0.348,-0.0171,-0.0984,0.974,367.6,-0.0682,-0.008,0.0282,-0.0682,-0.1229,4010,3909,3742,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr2/side=down/id=bfd03f2e314e,S3,11330,755.0,0.336,-0.0462,-0.1272,0.931,587.7,-0.0356,-0.0555,-0.0491,-0.0555,-0.1537,4190,3677,3463,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr3/side=up/id=24fa16426857,S3,9956,664.0,0.29,-0.0087,-0.0897,0.988,338.1,-0.0738,0.0052,0.0479,-0.0738,-0.1664,3463,3333,3160,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr3/side=down/id=827717197973,S3,9762,651.0,0.278,-0.0408,-0.122,0.943,540.6,-0.0244,-0.0512,-0.0497,-0.0512,-0.2008,3608,3167,2987,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=trailing/side=up/id=38192f25acec,S3,15352,1023.0,0.328,-0.1732,-0.2568,0.555,2661.0,-0.1838,-0.1792,-0.1557,-0.1838,-0.2845,5250,5159,4943,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=trailing/side=down/id=fcf8ca2a955a,S3,15052,1003.0,0.315,-0.1892,-0.2725,0.517,2850.0,-0.1864,-0.187,-0.1948,-0.1948,-0.2994,5483,4909,4660,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=up/id=7f678272029d,S3,17833,1189.0,0.559,0.1295,-0.2514,1.249,42.2,0.0981,0.0991,0.1902,0.0981,0.0324,5852,5966,6015,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=down/id=78f1e365948f,S3,16584,1105.0,0.566,0.1401,-0.2343,1.274,41.4,0.1083,0.1155,0.2007,0.1083,0.0436,5836,5465,5283,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=up/id=75fa4be8b53f,S3,17165,1144.0,0.536,0.1833,-0.1937,1.337,36.9,0.1545,0.1443,0.2508,0.1443,0.0368,5693,5730,5742,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=down/id=ba06c98b6c83,S3,16075,1071.0,0.544,0.1916,-0.1834,1.358,37.1,0.172,0.1582,0.248,0.1582,0.0457,5695,5284,5096,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=up/id=311c2066c32b,S3,17606,1173.0,0.515,0.2311,-0.2386,1.436,62.8,0.233,0.1642,0.297,0.1642,-0.1284,5842,5928,5836,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=down/id=95d41bb2b81f,S3,16606,1107.0,0.523,0.2385,-0.2094,1.462,40.3,0.2457,0.1694,0.3024,0.1694,-0.1059,5851,5483,5272,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr2/side=up/id=793db56e0e37,S3,11033,735.0,0.348,-0.0154,-0.0969,0.976,337.0,-0.064,-0.0133,0.034,-0.064,-0.121,3769,3710,3554,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr2/side=down/id=0bce82d5f274,S3,10714,714.0,0.336,-0.0465,-0.128,0.93,557.5,-0.033,-0.0569,-0.0516,-0.0569,-0.154,3928,3474,3312,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr3/side=up/id=fd11f961f25d,S3,9500,633.0,0.289,-0.0126,-0.0937,0.982,324.9,-0.0744,-0.006,0.0474,-0.0744,-0.1708,3284,3185,3031,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr3/side=down/id=3ffae646c65f,S3,9304,620.0,0.277,-0.0433,-0.1248,0.94,528.1,-0.0285,-0.054,-0.0495,-0.054,-0.2034,3407,3019,2878,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=trailing/side=up/id=78ce78d6057c,S3,14296,953.0,0.327,-0.175,-0.2589,0.552,2505.7,-0.1869,-0.1814,-0.1558,-0.1869,-0.2862,4865,4812,4619,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=trailing/side=down/id=84798488f838,S3,14009,934.0,0.314,-0.1907,-0.2744,0.516,2673.9,-0.1851,-0.1903,-0.1978,-0.1978,-0.3019,5060,4574,4375,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=up/id=fb2b2d3da042,S3,19253,1283.0,0.552,0.1151,-0.267,1.218,58.0,0.0903,0.0845,0.1703,0.0845,0.0173,6379,6438,6436,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=down/id=815187921b53,S3,17995,1199.0,0.562,0.1372,-0.2378,1.267,43.9,0.1142,0.1075,0.1938,0.1075,0.0406,6372,5929,5694,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=up/id=4941cb540e1e,S3,18513,1234.0,0.528,0.1691,-0.2094,1.306,38.9,0.1453,0.1331,0.2292,0.1331,0.0219,6191,6176,6146,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=down/id=dbed1ac525b2,S3,17410,1160.0,0.54,0.1899,-0.1862,1.352,35.3,0.1788,0.1555,0.2383,0.1555,0.0439,6212,5721,5477,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=up/id=adb3cea13931,S3,19053,1270.0,0.506,0.2206,-0.2537,1.409,63.2,0.2279,0.1629,0.2723,0.1629,-0.1475,6373,6410,6270,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=94fc1b7ce858,S3,18037,1202.0,0.517,0.2407,-0.2086,1.461,55.0,0.259,0.1681,0.296,0.1681,-0.1162,6410,5947,5680,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr2/side=up/id=48b47f3b97b4,S3,11661,777.0,0.348,-0.0171,-0.0984,0.974,367.6,-0.0682,-0.008,0.0282,-0.0682,-0.1229,4010,3909,3742,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr2/side=down/id=fa60f190bb12,S3,11330,755.0,0.336,-0.0462,-0.1272,0.931,587.7,-0.0356,-0.0555,-0.0491,-0.0555,-0.1537,4190,3677,3463,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr3/side=up/id=b539401c3801,S3,9956,664.0,0.29,-0.0087,-0.0897,0.988,338.1,-0.0738,0.0052,0.0479,-0.0738,-0.1664,3463,3333,3160,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr3/side=down/id=82d0803ece2e,S3,9762,651.0,0.278,-0.0408,-0.122,0.943,540.6,-0.0244,-0.0512,-0.0497,-0.0512,-0.2008,3608,3167,2987,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=trailing/side=up/id=88e2c45e191b,S3,15352,1023.0,0.328,-0.1732,-0.2568,0.555,2661.0,-0.1838,-0.1792,-0.1557,-0.1838,-0.2845,5250,5159,4943,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=trailing/side=down/id=a2f5a95e386f,S3,15052,1003.0,0.315,-0.1892,-0.2725,0.517,2850.0,-0.1864,-0.187,-0.1948,-0.1948,-0.2994,5483,4909,4660,False
S4::exp_k=1.5/stop=bar/exit=rr2/min_compress=1/id=cf232107e3b5,S4,11979,798.0,0.337,-0.0411,-0.1645,0.94,567.9,-0.0603,-0.0463,-0.0108,-0.0603,-0.1481,4502,3938,3539,False
S4::exp_k=1.5/stop=bar/exit=rr2/min_compress=3/id=693c07cdcc45,S4,11546,770.0,0.336,-0.0409,-0.1669,0.94,574.6,-0.0646,-0.0467,-0.0039,-0.0646,-0.1481,4362,3801,3383,False
S4::exp_k=1.5/stop=bar/exit=rr3/min_compress=1/id=79df6620a5f2,S4,10493,699.0,0.266,-0.0364,-0.159,0.952,501.2,-0.0563,-0.0254,-0.0235,-0.0563,-0.1962,3933,3459,3101,False
S4::exp_k=1.5/stop=bar/exit=rr3/min_compress=3/id=10148b0b68f4,S4,10144,676.0,0.265,-0.0366,-0.1615,0.952,509.6,-0.067,-0.0268,-0.0082,-0.067,-0.1964,3833,3345,2966,False
S4::exp_k=1.5/stop=bar/exit=trailing/min_compress=1/id=9c749c4ba49d,S4,22287,1485.0,0.295,-0.2118,-0.3423,0.493,4722.0,-0.2029,-0.2314,-0.2005,-0.2314,-0.3393,8561,7432,6294,False
S4::exp_k=1.5/stop=bar/exit=trailing/min_compress=3/id=34c2053cbcb0,S4,21282,1418.0,0.294,-0.2131,-0.3455,0.49,4540.6,-0.2068,-0.2325,-0.1988,-0.2325,-0.3408,8182,7110,5990,False
S4::exp_k=1.5/stop=bar/exit=time/min_compress=1/id=0a49d66438e0,S4,10295,686.0,0.264,-0.0215,-0.1508,0.971,469.8,-0.0035,-0.0306,-0.0345,-0.0345,-0.4007,3888,3409,2998,False
S4::exp_k=1.5/stop=bar/exit=time/min_compress=3/id=312f4125d408,S4,9841,656.0,0.26,-0.0265,-0.1584,0.965,489.3,-0.0215,-0.0323,-0.0264,-0.0323,-0.4108,3744,3260,2837,False
S4::exp_k=1.5/stop=atr/exit=rr2/min_compress=1/id=dfc17d25c8fa,S4,12968,864.0,0.332,-0.0365,-0.1485,0.947,526.5,-0.0593,-0.0175,-0.0285,-0.0593,-0.1434,4937,4320,3711,False
S4::exp_k=1.5/stop=atr/exit=rr2/min_compress=3/id=09d4bffe8e3f,S4,12451,830.0,0.331,-0.0381,-0.1516,0.945,512.0,-0.0613,-0.0127,-0.0367,-0.0613,-0.1449,4750,4143,3558,False
S4::exp_k=1.5/stop=atr/exit=rr3/min_compress=1/id=1221bb858ac9,S4,11078,738.0,0.255,-0.0368,-0.1488,0.952,478.1,-0.06,-0.035,-0.0086,-0.06,-0.1959,4208,3644,3226,False
S4::exp_k=1.5/stop=atr/exit=rr3/min_compress=3/id=783245419d24,S4,10662,711.0,0.254,-0.0368,-0.1503,0.952,469.2,-0.0584,-0.0369,-0.0083,-0.0584,-0.1961,4073,3489,3100,False
S4::exp_k=1.5/stop=atr/exit=trailing/min_compress=1/id=ea4ffb16d459,S4,22238,1482.0,0.303,-0.2084,-0.3221,0.483,4636.9,-0.2013,-0.2237,-0.2001,-0.2237,-0.3205,8533,7419,6286,False
S4::exp_k=1.5/stop=atr/exit=trailing/min_compress=3/id=257ecdb0b1bd,S4,21246,1416.0,0.302,-0.2099,-0.3251,0.48,4464.4,-0.2051,-0.2242,-0.1996,-0.2242,-0.322,8157,7103,5986,False
S4::exp_k=1.5/stop=atr/exit=time/min_compress=1/id=22af239b6f1b,S4,10517,701.0,0.257,-0.0183,-0.1329,0.976,333.1,-0.0331,0.005,-0.0253,-0.0331,-0.3769,4015,3478,3024,False
S4::exp_k=1.5/stop=atr/exit=time/min_compress=3/id=0f8b19b26a8a,S4,10020,668.0,0.255,-0.0196,-0.136,0.974,340.1,-0.0318,0.002,-0.0283,-0.0318,-0.3817,3853,3302,2865,False
S4::exp_k=2.0/stop=bar/exit=rr2/min_compress=1/id=e18ef77a7170,S4,6247,416.0,0.342,-0.0328,-0.13,0.951,278.5,-0.0495,-0.0546,0.0176,-0.0546,-0.1396,2440,2095,1712,False
S4::exp_k=2.0/stop=bar/exit=rr2/min_compress=3/id=4c69d6e9901c,S4,6032,402.0,0.34,-0.0353,-0.134,0.947,278.5,-0.0575,-0.0525,0.0183,-0.0575,-0.1422,2377,2020,1635,False
S4::exp_k=2.0/stop=bar/exit=rr3/min_compress=1/id=96d12433edf0,S4,5847,390.0,0.277,-0.0294,-0.1275,0.96,275.1,-0.0316,-0.0599,0.0112,-0.0599,-0.1892,2265,1971,1611,False
S4::exp_k=2.0/stop=bar/exit=rr3/min_compress=3/id=b2a7bc295dc2,S4,5653,377.0,0.275,-0.0345,-0.134,0.953,271.8,-0.0399,-0.0622,0.0073,-0.0622,-0.1944,2205,1904,1544,False
S4::exp_k=2.0/stop=bar/exit=trailing/min_compress=1/id=1d70e7889da7,S4,8686,579.0,0.306,-0.1589,-0.2584,0.521,1382.5,-0.148,-0.1775,-0.1518,-0.1775,-0.2626,3490,2924,2272,False
S4::exp_k=2.0/stop=bar/exit=trailing/min_compress=3/id=19a8a8d09c52,S4,8302,553.0,0.305,-0.1631,-0.2638,0.509,1356.1,-0.1555,-0.1839,-0.148,-0.1839,-0.2648,3334,2801,2167,False
S4::exp_k=2.0/stop=bar/exit=time/min_compress=1/id=0fafc252d4ef,S4,5887,392.0,0.301,-0.026,-0.1264,0.962,312.3,-0.0025,-0.0468,-0.0335,-0.0468,-0.353,2291,2005,1591,False
S4::exp_k=2.0/stop=bar/exit=time/min_compress=3/id=309521e415b6,S4,5649,377.0,0.298,-0.0348,-0.1368,0.95,339.6,-0.006,-0.0622,-0.0421,-0.0622,-0.3606,2211,1921,1517,False
S4::exp_k=2.0/stop=atr/exit=rr2/min_compress=1/id=025541d1cf39,S4,7239,482.0,0.335,-0.0265,-0.1389,0.961,244.4,-0.0459,-0.025,0.0007,-0.0459,-0.1326,2882,2430,1927,False
S4::exp_k=2.0/stop=atr/exit=rr2/min_compress=3/id=04aa7b663ad0,S4,6948,463.0,0.332,-0.0341,-0.148,0.95,286.2,-0.0565,-0.0259,-0.0108,-0.0565,-0.1408,2770,2334,1844,False
S4::exp_k=2.0/stop=atr/exit=rr3/min_compress=1/id=93b39881c26e,S4,6606,440.0,0.26,-0.0149,-0.1274,0.98,190.2,-0.033,-0.0149,0.0117,-0.033,-0.173,2615,2205,1786,False
S4::exp_k=2.0/stop=atr/exit=rr3/min_compress=3/id=0e79ac475dc0,S4,6361,424.0,0.257,-0.0234,-0.1375,0.969,216.6,-0.0385,-0.016,-0.0102,-0.0385,-0.1821,2532,2121,1708,False
S4::exp_k=2.0/stop=atr/exit=trailing/min_compress=1/id=a2425eb214da,S4,8685,579.0,0.309,-0.188,-0.3008,0.528,1635.0,-0.1765,-0.2046,-0.1843,-0.2046,-0.3068,3489,2924,2272,False
S4::exp_k=2.0/stop=atr/exit=trailing/min_compress=3/id=0e6a495de34f,S4,8301,553.0,0.308,-0.1918,-0.306,0.52,1594.3,-0.1843,-0.2083,-0.182,-0.2083,-0.31,3333,2801,2167,False
S4::exp_k=2.0/stop=atr/exit=time/min_compress=1/id=268bd2568809,S4,6244,416.0,0.255,-0.0025,-0.1169,0.997,140.0,-0.0139,0.0186,-0.0123,-0.0139,-0.3724,2455,2110,1679,False
S4::exp_k=2.0/stop=atr/exit=time/min_compress=3/id=dfe8e6044b92,S4,5988,399.0,0.252,-0.0107,-0.1267,0.986,170.5,-0.0099,0.0107,-0.0388,-0.0388,-0.3807,2366,2019,1603,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr2/side=up/id=15be26301532,S5,2460,164.0,0.397,0.0632,0.0047,1.109,46.4,-0.0157,0.0849,0.1249,-0.0157,-0.0395,859,772,829,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr2/side=down/id=9cce3e63e04e,S5,2315,154.0,0.368,0.0134,-0.0446,1.022,84.0,0.0719,-0.0132,-0.0192,-0.0192,-0.0913,778,764,773,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr3/side=up/id=47b891881383,S5,2359,157.0,0.354,0.076,0.016,1.121,35.6,0.0255,0.1075,0.0993,0.0255,-0.0777,829,748,782,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr3/side=down/id=2c234599e320,S5,2228,148.0,0.307,-0.0203,-0.0795,0.97,156.6,0.0585,-0.027,-0.0928,-0.0928,-0.1794,743,745,740,False
S5::session=asia/mode=breakout/stop=or_opp/exit=opp_liq/side=up/id=23da34043923,S5,7552,503.0,0.809,-0.0056,-0.0512,0.958,90.2,-0.0178,-0.0106,0.009,-0.0178,-0.0451,2299,2476,2777,False
