time,open,high,low,close,volume,sub
1672696800,1823.79,1849.99,1823.79,1839.7,100770,92
1672783200,1839.7,1865.215,1836.24,1854.65,76233,92
1672869600,1854.65,1858.995,1825.13,1832.7,66836,92
1672956000,1832.7,1869.92,1831.42,1866.11,77133,92
1673215200,1866.11,1881.55,1866.11,1871.705,60521,92
1673301600,1871.705,1880.795,1867.93,1876.99,60283,92
1673388000,1876.99,1886.695,1867.22,1875.965,65959,92
1673474400,1875.965,1901.705,1870.3,1896.785,86288,92
1673560800,1896.785,1921.91,1892.395,1920.315,66075,92
1673820000,1920.315,1929.06,1910.915,1916.01,42380,83
1673906400,1916.01,1919.095,1903.81,1908.71,58969,92
1673992800,1908.71,1925.945,1896.675,1904.51,79921,92
1674079200,1904.51,1935.21,1901.035,1932.26,59576,92
1674165600,1932.26,1937.58,1920.72,1926.06,60306,92
1674424800,1926.06,1935.59,1911.435,1931.34,58426,92
1674511200,1931.34,1942.555,1917.22,1937.315,48239,92
1674597600,1937.315,1948.1,1919.945,1946.325,66017,92
1674684000,1946.325,1949.26,1918.695,1929.215,69317,92
1674770400,1929.215,1935.05,1916.745,1927.73,54335,92
1675029600,1927.73,1934.565,1920.745,1923.2,44861,92
1675116000,1923.2,1931.19,1900.87,1928.235,58763,92
1675202400,1928.235,1954.645,1920.58,1950.145,83262,92
1675288800,1950.145,1959.77,1911.375,1912.69,85620,92
1675375200,1912.69,1918.65,1861.43,1865.695,97515,92
1675634400,1865.695,1881.405,1862.13,1867.695,62641,92
1675720800,1867.695,1884.41,1865.05,1871.885,80008,92
1675807200,1871.885,1886.515,1869.16,1875.55,58339,92
1675893600,1875.55,1890.25,1858.975,1861.78,59722,92
1675980000,1861.78,1872.21,1852.835,1865.35,66271,92
1676239200,1865.35,1866.64,1850.525,1853.74,43393,92
1676325600,1853.74,1870.8,1843.26,1854.435,97140,92
1676412000,1854.435,1860.19,1830.62,1836.005,67909,92
1676498400,1836.005,1845.32,1827.665,1836.52,60769,92
1676584800,1836.52,1843.685,1818.975,1842.565,57762,92
1676844000,1842.565,1847.57,1837.36,1843.76,29521,83
1676930400,1843.76,1843.905,1830.29,1834.915,51231,92
1677016800,1834.915,1846.07,1823.56,1825.305,51795,92
1677103200,1825.305,1833.9,1817.55,1822.3,51711,92
1677189600,1822.3,1827.885,1809.01,1810.985,65299,92
1677448800,1810.985,1820.2,1806.705,1817.25,42639,92
1677535200,1817.25,1831.175,1804.685,1826.67,42265,92
1677621600,1826.67,1844.83,1823.15,1836.65,49931,92
1677708000,1836.65,1839.03,1830.05,1835.94,41289,92
1677794400,1835.94,1856.39,1835.94,1855.435,37695,92
1678053600,1855.435,1858.31,1845.225,1846.88,31455,92
1678140000,1846.88,1851.705,1812.775,1813.34,44746,92
1678226400,1813.34,1824.305,1809.425,1813.83,38988,92
1678312800,1813.83,1835.725,1811.985,1830.915,35709,92
1678399200,1830.915,1870.245,1827.815,1867.035,70998,92
1678654800,1867.035,1914.695,1867.035,1913.63,131040,92
1678741200,1913.63,1914.225,1895.435,1903.865,83404,92
1678827600,1903.865,1937.39,1885.79,1918.73,131026,92
