time,open,high,low,close,volume,sub
1672700400,1823.79,1831.08,1823.79,1829.455,2706,4
1672704000,1829.455,1832.27,1828.835,1830.745,2420,4
1672707600,1830.745,1832.545,1826.84,1828.57,6525,4
1672711200,1828.57,1840.03,1828.36,1838.43,4182,4
1672714800,1838.43,1843.22,1838.42,1841.24,3688,4
1672718400,1841.24,1842.18,1840.375,1840.43,2392,4
1672722000,1840.43,1841.2,1838.025,1840.51,3158,4
1672725600,1840.51,1844.285,1840.065,1842.05,3887,4
1672729200,1842.05,1849.99,1841.12,1847.62,6096,4
1672732800,1847.62,1848.075,1834.63,1836.135,10155,4
1672736400,1836.135,1842.035,1834.915,1838.905,5661,4
1672740000,1838.905,1839.45,1833.765,1834.505,4455,4
1672743600,1834.505,1834.89,1830.905,1833.215,3668,4
1672747200,1833.215,1836.44,1831.79,1834.625,2432,4
1672750800,1834.625,1841.12,1834.17,1838.96,5943,4
1672754400,1838.96,1849.89,1836.73,1845.025,8329,4
1672758000,1845.025,1845.565,1827.645,1833.285,9788,4
1672761600,1833.285,1834.38,1828.35,1834.335,5404,4
1672765200,1834.335,1839.355,1834.105,1839.355,3388,4
1672768800,1839.355,1840.28,1837.49,1838.92,2558,4
1672772400,1838.92,1839.305,1836.57,1839.13,1527,4
1672776000,1839.13,1839.625,1836.74,1838.235,1238,4
1672779600,1838.235,1840.01,1837.87,1839.7,1170,4
1672786800,1839.7,1839.7,1836.53,1836.545,1559,4
1672790400,1836.545,1839.295,1836.24,1838.755,2061,4
1672794000,1838.755,1844.585,1838.335,1844.385,2783,4
1672797600,1844.385,1846.13,1843.49,1845.83,1906,4
1672801200,1845.83,1847.215,1845.195,1845.665,2049,4
1672804800,1845.665,1846.895,1845.49,1846.7,1369,4
1672808400,1846.7,1847.14,1844.75,1846.43,2793,4
1672812000,1846.43,1849.075,1845.83,1848.02,2215,4
1672815600,1848.02,1858.66,1847.485,1858.34,4787,4
1672819200,1858.34,1865.215,1857.02,1860.035,5499,4
1672822800,1860.035,1862.335,1858.97,1860.605,2496,4
1672826400,1860.605,1861.65,1857.72,1858.925,1932,4
1672830000,1858.925,1862.9,1857.92,1860.155,1703,4
1672833600,1860.155,1860.455,1853.14,1853.705,2324,4
1672837200,1853.705,1862.765,1852.885,1860.12,4903,4
1672840800,1860.12,1860.91,1855.41,1857.05,5209,4
1672844400,1857.05,1858.5,1849.095,1857.81,11028,4
1672848000,1857.81,1860.49,1856.205,1858.6,3709,4
1672851600,1858.6,1860.07,1850.175,1850.575,2700,4
1672855200,1850.575,1853.985,1849.9,1850.615,3606,4
1672858800,1850.615,1852.675,1847.15,1852.545,6940,4
1672862400,1852.545,1855.795,1851.39,1855.38,1585,4
1672866000,1855.38,1857.245,1853.77,1854.65,1077,4
1672873200,1854.65,1857.135,1854.315,1854.86,1672,4
1672876800,1854.86,1856.43,1854.045,1855.205,1945,4
1672880400,1855.205,1858.995,1855.08,1858.91,2314,4
1672884000,1858.91,1858.91,1853.56,1856.935,1733,4
1672887600,1856.935,1857.035,1853.355,1853.355,1145,4
1672891200,1853.355,1853.62,1850.405,1852.155,1313,4
1672894800,1852.155,1853.525,1850.66,1852.675,2302,4
1672898400,1852.675,1855.75,1850.73,1850.79,2129,4
1672902000,1850.79,1855.16,1847.97,1849.415,2909,4
1672905600,1849.415,1850.485,1843.89,1846.455,5243,4
1672909200,1846.455,1850.62,1844.75,1848.575,2638,4
1672912800,1848.575,1851.405,1847.56,1849.095,1781,4
1672916400,1849.095,1850.875,1846.17,1846.335,1975,4
1672920000,1846.335,1848.865,1844.805,1845.45,2603,4
1672923600,1845.45,1848.455,1833.09,1834.835,11829,4
1672927200,1834.835,1837.925,1831.455,1834.445,5900,4
1672930800,1834.445,1836.53,1825.13,1826.915,6998,4
1672934400,1826.915,1832.055,1825.72,1830.785,2734,4
1672938000,1830.785,1834.32,1829.79,1833.99,1979,4
1672941600,1833.99,1837.47,1832.24,1836.005,2543,4
1672945200,1836.005,1836.57,1832.68,1834.365,1274,4
1672948800,1834.365,1834.365,1831.97,1833.05,1172,4
1672952400,1833.05,1833.905,1832.7,1832.7,705,4
1672959600,1832.7,1833.29,1831.73,1832.92,845,4
1672963200,1832.92,1834.885,1831.42,1834.415,1476,4
1672966800,1834.415,1836.205,1832.485,1835.52,2144,4
1672970400,1835.52,1840.345,1835.52,1838.29,1851,4
1672974000,1838.29,1840.915,1838.23,1839.355,2013,4
1672977600,1839.355,1840.695,1838.09,1838.095,888,4
1672981200,1838.095,1838.235,1835.76,1837.145,2282,4
1672984800,1837.145,1839.865,1837.06,1838.845,2349,4
1672988400,1838.845,1840.685,1836.735,1838.415,2398,4
1672992000,1838.415,1840.55,1836.825,1837.175,2721,4
1672995600,1837.175,1837.455,1833.32,1835.55,1822,4
1672999200,1835.55,1837.98,1834.145,1836.73,1694,4
1673002800,1836.73,1840.035,1835.95,1836.775,2025,4
1673006400,1836.775,1837.79,1834.89,1836.47,2583,4
1673010000,1836.47,1852.595,1834.69,1851.84,14867,4
1673013600,1851.84,1852.69,1840.745,1843.815,8413,4
1673017200,1843.815,1863.2,1843.815,1862.4,12471,4
1673020800,1862.4,1864.41,1859.99,1863.455,3684,4
1673024400,1863.455,1865.01,1860.995,1862.46,2349,4
1673028000,1862.46,1869.53,1861.835,1868.76,3137,4
1673031600,1868.76,1869.92,1868.085,1868.93,1736,4
1673035200,1868.93,1869.38,1865.875,1866.88,2072,4
1673038800,1866.88,1867.365,1865.78,1866.11,1313,4
1673218800,1866.11,1869.925,1866.11,1869.67,2321,4
