time,open,high,low,close,volume,sub
1311714000,1619.365,1628.663,1608.994,1613.533,45345,94
1311800400,1613.533,1620.367,1603.057,1616.05,46280,94
1311886800,1616.05,1632.826,1610.743,1627.15,56406,94
1312146000,1626.65,1632.056,1605.9,1619.514,63480,94
1312232400,1619.514,1661.171,1616.634,1661.105,67666,94
1312318800,1661.105,1673.105,1652.038,1661.73,59201,94
1312405200,1661.73,1682.276,1642.357,1646.483,116838,93
1312491600,1646.483,1670.246,1641.839,1663.7,113939,95
1312750800,1668.3,1720.733,1668.3,1719.5,134328,92
1312837200,1719.5,1779.818,1715.343,1740.49,226089,96
1312923600,1740.49,1798.0,1737.819,1793.2,178363,95
1313010000,1793.2,1814.903,1732.326,1763.95,223846,95
1313096400,1763.95,1768.154,1723.482,1746.55,131057,95
1313355600,1746.75,1766.635,1728.459,1765.96,88912,93
1313442000,1765.96,1787.243,1761.259,1785.713,92486,96
1313528400,1785.713,1794.863,1779.122,1791.257,65864,94
1313614800,1791.257,1828.929,1784.153,1823.803,96163,94
1313701200,1823.803,1877.895,1821.823,1852.05,178388,95
1313960400,1853.5,1898.873,1853.5,1897.685,154648,93
1314046800,1897.685,1912.277,1823.819,1828.445,215760,94
1314133200,1828.445,1854.192,1750.027,1759.155,233193,95
1314219600,1759.155,1775.258,1703.147,1775.09,298617,96
1314306000,1775.09,1829.15,1757.626,1828.8,244125,95
1314565200,1833.05,1838.15,1776.135,1788.297,120551,94
1314651600,1788.297,1840.717,1783.788,1835.339,108454,95
1314738000,1835.339,1840.077,1811.509,1825.613,97936,94
1314824400,1825.613,1830.897,1813.725,1826.184,70898,95
1314910800,1826.184,1884.864,1824.633,1883.05,80533,94
1315170000,1885.25,1903.573,1874.495,1901.647,52809,89
1315256400,1901.647,1921.07,1859.478,1875.31,162497,94
1315342800,1875.31,1896.678,1793.115,1817.676,164238,95
1315429200,1817.676,1870.748,1813.846,1870.251,134990,96
1315515600,1870.251,1886.269,1823.367,1855.5,169710,95
1315774800,1857.0,1862.465,1801.585,1814.846,145076,94
1315861200,1814.846,1844.131,1794.975,1833.601,115299,95
1315947600,1833.601,1844.905,1808.773,1819.799,100412,94
1316034000,1819.799,1826.611,1772.856,1788.595,111405,95
1316120400,1788.595,1821.876,1762.792,1811.65,95678,94
1316379600,1812.65,1828.045,1770.455,1778.795,106683,94
1316466000,1778.795,1811.808,1769.993,1803.625,99575,94
1316552400,1803.625,1816.682,1778.976,1782.26,115218,94
1316638800,1782.26,1786.485,1720.961,1740.15,167414,95
1316725200,1740.15,1755.575,1629.322,1656.85,225515,93
1316984400,1656.85,1663.975,1533.207,1626.98,178342,93
1317070800,1626.98,1677.089,1615.152,1651.01,144127,95
1317157200,1651.01,1669.437,1598.788,1609.215,150979,94
1317243600,1609.215,1635.371,1583.361,1614.712,135206,94
1317330000,1614.712,1640.828,1606.962,1623.813,110880,94
1317589200,1624.325,1664.682,1618.75,1658.577,108732,92
1317675600,1658.577,1678.775,1596.009,1623.854,126681,94
1317762000,1623.854,1647.114,1597.76,1641.063,117559,94
1317848400,1641.063,1655.199,1631.844,1651.368,107363,95
1317934800,1651.368,1666.593,1626.278,1638.1,109358,95
1318194000,1638.85,1677.844,1638.34,1676.82,73411,92
1318280400,1676.82,1684.824,1653.932,1662.293,79367,94
1318366800,1662.293,1692.337,1659.835,1676.17,77871,96
1318453200,1676.17,1684.581,1652.998,1668.05,85180,96
1318539600,1668.05,1683.934,1661.305,1680.833,59078,95
1318798800,1680.05,1695.16,1664.937,1670.861,68187,94
1318885200,1670.861,1676.976,1627.064,1657.918,103905,95
1318971600,1657.918,1665.38,1639.861,1640.686,78423,96
1319058000,1640.686,1645.031,1603.958,1620.777,126946,96
1319144400,1620.777,1648.672,1611.853,1641.765,85550,95
1319403600,1641.6,1662.052,1635.632,1653.734,68572,95
1319490000,1653.734,1709.054,1643.939,1705.224,95036,96
1319576400,1705.224,1726.74,1695.33,1724.926,85566,95
1319662800,1724.926,1750.092,1706.224,1744.747,85762,94
1319749200,1744.747,1752.728,1732.408,1744.175,63310,95
1320008400,1743.175,1745.244,1704.567,1714.997,103819,93
1320094800,1714.997,1724.445,1681.408,1719.878,120465,95
1320181200,1719.878,1744.36,1714.536,1738.515,92177,96
1320267600,1738.515,1767.913,1722.886,1763.812,115792,94
1320354000,1763.812,1764.826,1749.089,1754.863,70107,94
1320616800,1754.893,1798.558,1752.883,1795.16,60224,93
1320703200,1795.16,1803.023,1777.089,1786.235,66331,95
1320789600,1786.235,1799.81,1764.195,1769.935,89652,96
1320876000,1769.935,1775.631,1735.97,1758.393,92517,94
