date,threshold,dow,session,continuation,continued_meaningfully
2024-03-05,0.7,Tuesday,ny,0.4495890765547229,1
2024-03-05,0.9,Tuesday,ny,0.0,0
2024-03-05,1.1,Tuesday,ny,0.0,0
2024-03-06,0.3,Wednesday,london,0.7511970706975863,1
2024-03-06,0.5,Wednesday,ny,0.5476794041248083,1
2024-03-06,0.7,Wednesday,ny,0.3010046005069899,1
2024-03-06,0.9,Wednesday,ny,0.131443056989954,1
2024-03-07,0.3,Thursday,asia,0.14043530569835,1
2024-03-07,0.5,Thursday,asia,0.14043530569835,1
2024-03-07,0.7,Thursday,ny,0.0,0
2024-03-11,0.3,Monday,asia,0.0,0
2024-03-13,0.3,Wednesday,london,0.5522934033207808,1
2024-03-13,0.5,Wednesday,ny,0.31393720168078204,1
2024-03-13,0.7,Wednesday,ny,0.056542964766040926,0
2024-03-20,0.3,Wednesday,ny,1.6785153354190978,1
2024-03-20,0.5,Wednesday,ny,1.6785153354190978,1
2024-03-20,0.7,Wednesday,ny,1.3750738185884603,1
2024-03-20,0.9,Wednesday,ny,1.3750738185884603,1
2024-03-20,1.1,Wednesday,ny,1.1965270710040468,1
2024-03-20,1.3,Wednesday,late,0.0,0
2024-03-25,0.3,Monday,asia,0.16167940336985026,1
2024-03-26,0.3,Tuesday,london,0.59250390421656,1
2024-03-26,0.5,Tuesday,london,0.17727745965643701,1
2024-03-26,0.7,Tuesday,london,0.17727745965643701,1
2024-03-26,0.9,Tuesday,london,0.0,0
2024-03-27,0.3,Wednesday,london,0.13157318000747614,1
2024-03-27,0.5,Wednesday,london,0.13157318000747614,1
2024-03-31,0.3,Sunday,late,0.14810788948153158,1
2024-04-01,0.3,Monday,asia,0.3103975535168253,1
2024-04-01,0.5,Monday,asia,0.047496177370032866,0
2024-04-02,0.3,Tuesday,asia,0.9522854516587183,1
2024-04-02,0.5,Tuesday,london,0.7206484499038986,1
2024-04-02,0.7,Tuesday,ny,0.4722988217598419,1
2024-04-02,0.9,Tuesday,ny,0.3805465028829191,1
2024-04-02,1.1,Tuesday,late,0.21191610261553032,1
2024-04-02,1.3,Tuesday,late,0.0,0
2024-04-03,0.3,Wednesday,ny,0.3160645228721812,1
2024-04-03,0.5,Wednesday,ny,0.23379669953198975,1
2024-04-03,0.7,Wednesday,late,0.0,0
2024-04-08,0.3,Monday,asia,0.7923546443383737,1
2024-04-08,0.5,Monday,asia,0.661847562407084,1
2024-04-08,0.7,Monday,asia,0.0,0
2024-04-08,0.9,Monday,asia,0.0,0
2024-04-08,1.1,Monday,asia,0.0,0
2024-04-09,0.3,Tuesday,asia,0.2689916632447434,1
2024-04-09,0.5,Tuesday,london,0.16350735792659604,1
2024-04-09,0.7,Tuesday,london,0.0,0
2024-04-11,0.3,Thursday,asia,0.8786301475107589,1
2024-04-11,0.5,Thursday,ny,0.6686193915181363,1
2024-04-11,0.7,Thursday,ny,0.46882682851874363,1
2024-04-11,0.9,Thursday,ny,0.22856484326982124,1
2024-04-11,1.1,Thursday,ny,0.05445221266134221,0
2024-04-14,0.3,Sunday,late,0.0,0
2024-04-14,0.5,Sunday,late,0.0,0
2024-04-15,0.3,Monday,ny,0.19899361362007897,1
2024-04-15,0.5,Monday,ny,0.10164659931175404,1
2024-04-16,0.3,Tuesday,ny,0.0,0
2024-04-18,0.3,Thursday,london,0.2273725834797867,1
2024-04-18,0.5,Thursday,ny,0.027350615114243044,0
2024-04-25,0.3,Thursday,london,0.3013140009062069,1
2024-04-25,0.5,Thursday,ny,0.0,0
2024-05-01,0.3,Wednesday,ny,0.3915755657096503,1
2024-05-01,0.5,Wednesday,ny,0.06899240522121225,0
2024-05-01,0.7,Wednesday,ny,0.06899240522121225,0
2024-05-06,0.3,Monday,asia,0.5999315206798701,1
2024-05-06,0.5,Monday,asia,0.41187677234138065,1
2024-05-06,0.7,Monday,asia,0.19383159354889096,1
2024-05-06,0.9,Monday,ny,0.0,0
2024-05-09,0.3,Thursday,london,0.5173252852966179,1
2024-05-09,0.5,Thursday,london,0.5173252852966179,1
2024-05-09,0.7,Thursday,ny,0.25245685183439703,1
2024-05-09,0.9,Thursday,ny,0.11315665377724102,1
2024-05-14,0.3,Tuesday,london,0.2702474052369856,1
2024-05-14,0.5,Tuesday,ny,0.07395332521717446,0
2024-05-15,0.3,Wednesday,london,0.6656248382923748,1
2024-05-15,0.5,Wednesday,london,0.5101578266494184,1
2024-05-15,0.7,Wednesday,ny,0.28731694695989546,1
2024-05-15,0.9,Wednesday,ny,0.09258473479948728,0
2024-05-20,0.3,Monday,asia,0.26563726773096585,1
2024-05-20,0.5,Monday,asia,0.26563726773096585,1
2024-05-20,0.7,Monday,asia,0.030439071527789734,0
2024-05-27,0.3,Monday,london,0.24518789165356725,1
2024-05-27,0.5,Monday,ny,0.043436549570328775,0
2024-05-28,0.3,Tuesday,ny,0.0,0
2024-05-30,0.3,Thursday,ny,0.029113024577839933,0
2024-06-03,0.3,Monday,ny,0.5019937040923417,1
2024-06-03,0.5,Monday,ny,0.25141657922350835,1
2024-06-03,0.7,Monday,ny,0.0,0
2024-06-05,0.3,Wednesday,asia,0.4390882580491563,1
2024-06-05,0.5,Wednesday,ny,0.1998254279989603,1
2024-06-05,0.7,Wednesday,ny,0.09248348509194583,0
2024-06-06,0.3,Thursday,asia,0.30700220640272663,1
2024-06-06,0.5,Thursday,asia,0.1509512509887134,1
2024-06-10,0.3,Monday,ny,0.09662546687406084,0
2024-06-12,0.3,Wednesday,london,0.1274762240956782,1
2024-06-12,0.5,Wednesday,london,0.1274762240956782,1
2024-06-12,0.7,Wednesday,ny,0.0,0
2024-06-18,0.3,Tuesday,ny,0.012797589151178276,0
2024-06-20,0.3,Thursday,asia,0.7420629114850084,1
2024-06-20,0.5,Thursday,ny,0.4708119970738893,1
2024-06-20,0.7,Thursday,ny,0.3401609363569866,1
2024-06-20,0.9,Thursday,ny,0.14440380395025462,1
2024-06-24,0.3,Monday,asia,0.08991918332624374,0
2024-06-27,0.3,Thursday,london,0.7912578167098943,1
2024-06-27,0.5,Thursday,london,0.6128300562677705,1
2024-06-27,0.7,Thursday,london,0.374049149717404,1
2024-06-27,0.9,Thursday,london,0.1787786508264657,1
2024-06-27,1.1,Thursday,ny,0.0,0
